src,dst
C5787,C23541
C17875,C528
C14114,C528
C6304,C754
C13294,C1065
C4775,C529
C20248,C754
C5787,C18682
C16443,C754
C19974,C625
C20484,C586
C12021,C754
C21258,C423
C765,C754
C2936,C586
C5828,C467
C6356,C457
C18351,C529
C19136,C12684
C351,C528
C7014,C1124
C8891,C1065
C5808,C20444
C23561,C1065
C8693,C529
C2573,C3149
C7339,C1065
C5802,C17472
C17971,C612
C12170,C668
C10533,C467
C7850,C2106
C15154,C612
C24380,C1065
C5787,C18326
C18296,C1487
C5808,C19199
C22871,C612
C3346,C457
C721,C3468
C627,C1173
C3235,C1065
C10630,C2127
C17508,C1015
C239,C2106
C11639,C2106
C10197,C2106
C14637,C1065
C18087,C467
C20071,C754
C16637,C754
C5547,C754
C5787,C22524
C8577,C14431
C3183,C2106
C8986,C467
C2166,C3468
C8377,C5618
C20982,C586
C20379,C625
C11650,C529
C24014,C754
C5808,C7873
C149,C754
C8774,C11516
C21680,C528
C488,C625
C5802,C7769
C18353,C457
C6920,C467
C9154,C1065
C22563,C754
C9653,C3443
C10920,C457
C15464,C467
C8932,C586
C1041,C529
C16291,C1065
C20079,C528
C9568,C612
C18487,C1015
C1200,C754
C14553,C457
C5808,C20640
C21762,C457
C22324,C3602
C110,C11290
C1506,C754
C257,C586
C21424,C585
C5787,C22974
C16201,C586
C8143,C625
C5802,C19256
C5787,C14337
C5808,C18842
C19398,C13684
C1487,C528
C13847,C529
C11774,C612
C15693,C612
C16310,C1065
C15008,C92
C11654,C1065
C1543,C1065
C22016,C1065
C5828,C1015
C12139,C529
C22168,C754
C2864,C754
C7898,C754
C23140,C754
C23425,C754
C8335,C612
C3072,C754
C23491,C586
C7073,C586
C13665,C21138
C12560,C1487
C20087,C1065
C11667,C754
C4782,C2106
C1369,C754
C8268,C46
C585,C457
C9236,C586
C20928,C612
C23484,C467
C20333,C754
C15713,C936
C15064,C754
C5808,C3928
C6139,C586
C9086,C754
C4316,C10888
C5787,C17351
C22570,C457
C22592,C754
C12172,C2106
C11334,C754
C1456,C234
C19778,C754
C17437,C2106
C8052,C1065
C862,C1173
C19578,C612
C19834,C2106
C12652,C754
C6781,C467
C5843,C1065
C15701,C529
C10204,C754
C8111,C754
C5787,C12055
C1854,C586
C20860,C754
C9128,C754
C15595,C625
C13663,C754
C16019,C1173
C2738,C529
C7335,C529
C11817,C586
C5782,C20091
C20048,C1065
C10508,C754
C7379,C2058
C380,C467
C614,C529
C21726,C528
C2293,C612
C2367,C586
C10319,C586
C15191,C2106
C18998,C457
C18668,C754
C9430,C754
C1179,C1336
C11598,C467
C7332,C586
C7131,C1065
C3292,C754
C13320,C586
C11677,C586
C5538,C529
C5802,C2619
C22380,C625
C8565,C586
C4227,C586
C12749,C2106
C9051,C586
C22594,C754
C5802,C1341
C16775,C3443
C22494,C612
C7290,C586
C9373,C457
C6440,C10
C10692,C754
C6535,C4869
C1261,C46
C11019,C586
C1923,C4845
C18953,C625
C5418,C2058
C4623,C2106
C10545,C586
C13916,C586
C11926,C529
C5802,C7277
C15295,C612
C21493,C529
C4125,C528
C5808,C13356
C20307,C754
C17933,C612
C14862,C754
C3587,C467
C4505,C1065
C8575,C10
C20486,C529
C9066,C529
C13589,C1056
C5802,C6435
C17693,C3303
C5802,C22926
C1861,C754
C17342,C612
C3522,C1759
C19068,C754
C23936,C529
C5349,C46
C5787,C21152
C23729,C3468
C17924,C2519
C16299,C1065
C10941,C2106
C15936,C612
C5552,C1015
C17696,C612
C18506,C612
C8503,C457
C1341,C1003
C8382,C1438
C5787,C15924
C11738,C2106
C3535,C1065
C17584,C14431
C15101,C586
C4233,C467
C3105,C1065
C777,C1173
C875,C1173
C2962,C754
C5802,C20085
C5808,C5491
C23990,C586
C7123,C346
C10029,C1065
C13933,C1065
C11184,C586
C19679,C754
C4804,C612
C1821,C11286
C1923,C586
C11094,C586
C56,C586
C5802,C9057
C2897,C1065
C18937,C529
C24730,C586
C3284,C754
C22120,C1065
C23812,C586
C19634,C11165
C17231,C586
C17341,C529
C4133,C754
C5061,C625
C1347,C625
C2772,C754
C11044,C1065
C5802,C22591
C13382,C1065
C6967,C2106
C5808,C3059
C5808,C17821
C12414,C586
C18067,C449
C10351,C2106
C13602,C625
C2882,C754
C1586,C528
C5802,C22042
C3334,C467
C11364,C754
C24865,C467
C2567,C754
C14944,C1065
C7244,C612
C8092,C528
C2209,C1065
C10555,C754
C3891,C529
C11431,C457
C13910,C13855
C16784,C528
C3517,C467
C21648,C2106
C8278,C467
C1299,C754
C2608,C586
C23199,C1065
C5255,C2106
C23723,C1092
C13848,C19805
C2148,C586
C24165,C612
C14754,C1065
C2189,C17490
C20069,C6129
C9580,C1065
C2527,C754
C11581,C529
C22616,C754
C17866,C11516
C13539,C754
C16305,C586
C6440,C1065
C8968,C754
C2347,C3468
C305,C1173
C21970,C1065
C17693,C92
C5771,C625
C5787,C15151
C19972,C457
C17151,C754
C20946,C467
C12177,C457
C18904,C2058
C5802,C14455
C22827,C586
C22392,C528
C5808,C6079
C24027,C528
C22352,C457
C24800,C936
C9608,C457
C12206,C529
C5787,C19926
C11861,C2496
C1386,C317
C19391,C1884
C22239,C612
C1000,C586
C3931,C457
C9599,C625
C8295,C1065
C10254,C4872
C5427,C2106
C11665,C612
C13001,C586
C16691,C467
C602,C612
C2821,C528
C1454,C586
C2895,C529
C18213,C625
C24559,C625
C5802,C22123
C21454,C586
C18554,C586
C16915,C467
C20002,C423
C12800,C528
C4672,C612
C14349,C529
C13068,C586
C7683,C457
C21818,C457
C3513,C457
C17693,C2648
C9076,C467
C12657,C528
C5808,C193
C6385,C529
C6267,C1065
C16903,C612
C3924,C612
C17240,C586
C3955,C467
C3542,C529
C9072,C529
C21407,C467
C20513,C612
C11167,C528
C3607,C1065
C11110,C1065
C5787,C16965
C13581,C423
C9635,C754
C310,C586
C7537,C586
C11238,C457
C18874,C549
