source_node,path_score,path_nodes,path_edges,path_length
C15244,0.9817199314068694,C15244 -> C586,250559,1
C15244,0.9815431862564875,C15244 -> C1065,313259,1
C15244,0.9810169658312814,C15244 -> C457,250035,1
C15244,0.9801518788825815,C15244 -> C2106,250099,1
C15244,0.9794721998260169,C15244 -> C743,356490,1
C15244,0.9793834293671443,C15244 -> C585,364276,1
C15244,0.9791760165085156,C15244 -> C754,308298,1
C15244,0.9790113341308929,C15244 -> C1685,360766,1
C15244,0.9789612392835841,C15244 -> C1707,360768,1
C15244,0.9788454415249704,C15244 -> C4174,355698,1
C15244,0.9720178708670285,C15244 -> C1685 -> C754,"360766,288067",2
C15244,0.9703367529055612,C15244 -> C1707 -> C15888,"360768,399583",2
C15244,0.9678779315765977,C15244 -> C585 -> C586,"364276,4280",2
C15244,0.9678182677785317,C15244 -> C585 -> C1065,"364276,137997",2
C15244,0.9677001054631384,C15244 -> C585 -> C612,"364276,84907",2
C15244,0.9676412858599089,C15244 -> C585 -> C457,"364276,142993",2
C15244,0.9675825127992446,C15244 -> C585 -> C467,"364276,42020",2
C15244,0.9671982189942397,C15244 -> C586 -> C754,"250559,289169",2
C15244,0.9668310960460113,C15244 -> C586 -> C2918,"250559,277153",2
C15244,0.9668299814281051,C15244 -> C586 -> C1628,"250559,277149",2
C15244,0.9668036007345786,C15244 -> C586 -> C523,"250559,222690",2
C15244,0.9658824414750365,C15244 -> C754 -> C2519,"308298,403050",2
C15244,0.9658789005507479,C15244 -> C754 -> C1003,"308298,298571",2
C15244,0.9658775851222844,C15244 -> C754 -> C1173,"308298,298564",2
C15244,0.9658742570356225,C15244 -> C754 -> C1056,"308298,298567",2
C15244,0.9658718794934379,C15244 -> C754 -> C3468,"308298,298572",2
C15244,0.9658600076791733,C15244 -> C754 -> C549,"308298,298565",2
C15244,0.9658496075375135,C15244 -> C754 -> C504,"308298,298569",2
C15244,0.9658035420960885,C15244 -> C754 -> C21138,"308298,389540",2
C15244,0.9657896146492767,C15244 -> C754 -> C3427,"308298,141855",2
C15244,0.9657683878250012,C15244 -> C1065 -> C754,"313259,288202",2
C15244,0.965734478841156,C15244 -> C754 -> C23683,"308298,399378",2
C15244,0.9655361324561721,C15244 -> C1685 -> C754 -> C2519,"360766,288067,403050",3
C15244,0.9655337723392162,C15244 -> C1685 -> C754 -> C1003,"360766,288067,298571",3
C15244,0.9655328955718039,C15244 -> C1685 -> C754 -> C1173,"360766,288067,298564",3
C15244,0.9655306773137897,C15244 -> C1685 -> C754 -> C1056,"360766,288067,298567",3
C15244,0.9655290926176742,C15244 -> C1685 -> C754 -> C3468,"360766,288067,298572",3
C15244,0.9655211797176607,C15244 -> C1685 -> C754 -> C549,"360766,288067,298565",3
C15244,0.9655142477085419,C15244 -> C1685 -> C754 -> C504,"360766,288067,298569",3
C15244,0.9654835434674189,C15244 -> C1685 -> C754 -> C21138,"360766,288067,389540",3
C15244,0.9654742602589429,C15244 -> C1685 -> C754 -> C3427,"360766,288067,141855",3
C15244,0.9654375096678914,C15244 -> C1685 -> C754 -> C23683,"360766,288067,399378",3
C15244,0.9654009605756152,C15244 -> C1065 -> C2918,"313259,277625",2
C15244,0.9653998448346132,C15244 -> C1065 -> C1628,"313259,277626",2
C15244,0.965373004911073,C15244 -> C1065 -> C523,"313259,57659",2
C15244,0.9626405620670795,C15244 -> C586 -> C754 -> C2519,"250559,289169,403050",3
C15244,0.9626382090811173,C15244 -> C586 -> C754 -> C1003,"250559,289169,298571",3
C15244,0.9626373349628277,C15244 -> C586 -> C754 -> C1173,"250559,289169,298564",3
C15244,0.9626351234072197,C15244 -> C586 -> C754 -> C1056,"250559,289169,298567",3
C15244,0.9626335434992348,C15244 -> C586 -> C754 -> C3468,"250559,289169,298572",3
