src,dst
C15244,C1174
C15244,C7281
C1420,C754
C543,C243
C15800,C11290
C15244,C20027
C12224,C20080
C15244,C16193
C15244,C9968
C15244,C13942
C15244,C12552
C5841,C754
C19373,C5580
C15244,C7073
C15244,C10482
C1385,C23293
C10453,C754
C3181,C1759
C15244,C10368
C8215,C754
C15916,C586
C15244,C108
C15244,C16814
C568,C754
C15244,C20677
C15244,C1210
C467,C754
C8992,C46
C12273,C92
C17693,C10656
C17693,C429
C15244,C781
C15244,C16482
C13438,C423
C13266,C11516
C15244,C12180
C17693,C1003
C15244,C941
C21534,C1208
C15244,C19195
C15244,C3818
C17693,C1035
C15244,C9737
C15244,C6563
C15244,C2687
C17743,C2882
C15244,C695
C15244,C9643
C4227,C1681
C24749,C22710
C12741,C423
C15244,C3542
C11971,C5580
C21524,C754
C15244,C18637
C15244,C14738
C15244,C20314
C15244,C218
C15244,C16760
C8984,C1124
C15244,C19607
C15244,C10966
C15244,C16403
C1387,C92
C17481,C754
C15244,C19343
C12523,C754
C15170,C2519
C16490,C1884
C11833,C423
C22992,C2721
C17610,C754
C23027,C612
C27192,C240
C15244,C8629
C4400,C754
C19144,C586
C17693,C1479
C17693,C2844
C25090,C3108
C15244,C644
C17698,C5012
C16665,C754
C10371,C346
C15244,C19632
C19755,C754
C15244,C549
C15244,C19040
C14017,C754
C15244,C11636
C15244,C18434
C21578,C529
C3066,C754
C15244,C2820
C15244,C7966
C15244,C7085
C15244,C16650
C9997,C754
C15244,C12927
C15244,C10392
C1382,C12145
C4122,C3443
C15244,C13521
C15244,C20741
C17410,C754
C18650,C754
C17693,C2987
C17693,C18113
C15244,C10953
C21476,C754
C1535,C754
C15244,C7194
C6419,C754
C20106,C2106
C17693,C728
C1613,C2626
C17693,C1042
C13473,C92
C15244,C5299
C5949,C754
C15244,C1490
C15244,C9919
C21717,C5183
C19793,C1884
C18634,C754
C15244,C9
C5111,C754
C22933,C754
C9982,C754
C15244,C874
C9120,C1336
C2506,C754
C23009,C754
C23156,C754
C15244,C17003
C8038,C754
C15244,C7687
C1462,C754
C19035,C754
C15244,C13570
C8846,C754
C11829,C754
C15244,C7247
C16001,C754
C1326,C1759
C15244,C16782
C15244,C7964
C22725,C754
C13848,C19805
C5787,C15213
C8086,C46
C15244,C3153
C8535,C754
C15244,C17776
C15244,C13687
C16018,C754
C15244,C10545
C20335,C15001
C15244,C1653
C15244,C18524
C8127,C754
C15244,C22964
C16580,C754
C15244,C337
C15244,C100
C15244,C166
C15244,C16345
C17693,C11787
C13838,C754
C15244,C8488
C19263,C19857
C15244,C738
C15244,C11634
C10636,C12313
C4313,C7363
C1618,C754
C15244,C1030
C15244,C7093
C15244,C1641
C15244,C11690
C15244,C304
C15244,C11187
C9298,C754
C15244,C2150
C15244,C20978
C16360,C754
C65,C1056
C15244,C1182
C15244,C17334
C15244,C155
C15244,C16772
C16790,C754
C22785,C529
C18025,C529
C15244,C690
C15244,C10603
C10909,C754
C9970,C754
C15244,C12224
C25023,C17220
C15244,C407
C15244,C26
C22561,C754
C19458,C754
C15244,C333
C15244,C1411
C16308,C754
C15244,C971
C2484,C754
C6771,C754
C13121,C754
C1341,C3468
C15407,C5865
C15244,C2490
C15244,C11821
C15244,C4291
C15244,C13600
C18196,C2159
C15244,C22465
C22300,C754
C4267,C754
C5782,C13610
C4716,C754
C15244,C16019
C60,C754
C10662,C754
C15244,C15727
C21054,C754
C965,C754
C1552,C549
C20071,C754
C15244,C6312
C16015,C754
C15244,C10817
C23169,C545
C20069,C754
C2535,C754
C2143,C1065
C15244,C10863
C11107,C15659
C15244,C1304
C598,C754
C15244,C8966
C15244,C12478
C15244,C16875
C18222,C529
C15244,C20199
C15244,C18996
C570,C754
C7997,C3556
C15244,C733
C7554,C754
C2888,C754
C15244,C15276
C16915,C923
C15244,C261
C15244,C11875
C10442,C1884
C15244,C18407
C15244,C10664
C15244,C2586
C15244,C16052
C15244,C3740
C15244,C17378
C17693,C1536
C15244,C1132
C15244,C653
C15244,C21765
C15244,C14206
C15244,C10022
C5381,C754
C15244,C11537
C15244,C1466
C15244,C10843
C15244,C6409
C1589,C754
C15244,C12085
C1552,C754
C15244,C610
C4335,C754
C23225,C625
C17225,C586
C15244,C3654
C20642,C754
C15244,C1658
C15244,C19823
C15244,C8209
C15244,C7105
C15244,C21024
