edge_index,edge_rarity,src_out_degree,dst_in_degree,is_ntlm,is_network_logon,is_success_auth,source_fan_out,weight_norm,is_self_loop,is_user_edge,is_unusual_dst_port,protocol_rarity,byte_per_packet,duration_zscore,temporal_decay_weight
0,0.038461538461538464,15,1589,0.0,0.0,0.0,15,0.038461538461538464,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
1,0.0017730496453900709,2,5,0.0,0.0,0.0,2,0.0017730496453900709,0.0,0.0,1.0,0.33994618506863683,0.022700496347701826,-0.5357403835603929,1.0
2,0.012048192771084338,16,662,0.0,0.0,0.0,16,0.012048192771084338,0.0,0.0,0.0,0.33994618506863683,0.022700496347701826,-0.5357403835603929,1.0
3,0.041666666666666664,12,1589,0.0,0.0,0.0,12,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
4,0.041666666666666664,16,1589,0.0,0.0,0.0,16,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
5,0.013157894736842105,14,1905,0.0,0.0,0.0,14,0.013157894736842105,0.0,0.0,0.0,0.7838661619616607,0.3296721672836175,-0.5357403835603929,1.0
6,0.002347417840375587,2,3865,0.0,0.0,0.0,2,0.002347417840375587,0.0,0.0,1.0,0.33994618506863683,0.2890864313892415,-0.5357403835603929,1.0
7,0.038461538461538464,4,1589,0.0,0.0,0.0,4,0.038461538461538464,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
8,0.041666666666666664,13,1589,0.0,0.0,0.0,13,0.041666666666666664,0.0,0.0,0.0,0.33994618506863683,0.022700496347701826,-0.5357403835603929,1.0
9,0.041666666666666664,6,1589,0.0,0.0,0.0,6,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
10,0.041666666666666664,11,1589,0.0,0.0,0.0,11,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
11,0.1,14,1589,0.0,0.0,0.0,14,0.1,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
12,0.041666666666666664,2,1589,0.0,0.0,0.0,2,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
13,0.041666666666666664,11,1589,0.0,0.0,0.0,11,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
14,0.041666666666666664,4,1589,0.0,0.0,0.0,4,0.041666666666666664,0.0,0.0,0.0,0.8762484608017512,0.14147809761251434,-0.5357403835603929,1.0
15,0.011904761904761904,2014,12,0.0,0.0,0.0,2014,0.011904761904761904,0.0,0.0,1.0,0.33994618506863683,0.2378136377801932,-0.5357403835603929,1.0
16,0.04,2014,13,0.0,0.0,0.0,2014,0.04,0.0,0.0,1.0,0.33994618506863683,0.2378136377801932,-0.5357403835603929,1.0
17,0.0125,2014,17,0.0,0.0,0.0,2014,0.0125,0.0,0.0,1.0,0.33994618506863683,0.2378136377801932,-0.5357403835603929,1.0
