src,dst
C17468,C5721
C727,C2651
C20224,C5721
C11496,C1065
C1012,C5721
C19752,C585
C12852,C585
C16650,C2651
C18996,C585
C11437,C5720
C14848,C743
C11768,C754
C10843,C625
C17566,C585
C10134,C585
C18986,C529
C659,C5721
C1845,C5721
C1730,C2651
C12281,C5736
C920,C585
C10187,C5720
C19697,C585
C1542,C5721
C9004,C585
C4657,C743
C2557,C743
C25554,C585
C17693,C23790
C7834,C585
C9359,C585
C386,C585
C15729,C754
C19025,C5096
C17070,C754
C12263,C5720
C15423,C754
C6947,C5721
C13356,C585
C26666,C5721
C12013,C585
C13156,C754
C15782,C754
C5783,C585
C12680,C754
C15765,C5721
C15961,C585
C15513,C5736
C8974,C585
C1501,C5720
C17662,C585
C21174,C2651
C11851,C585
C11708,C754
C20013,C585
C18369,C585
C3282,C2189
C1736,C585
C17090,C754
C19920,C5720
C597,C5721
C22492,C585
C18322,C585
C12684,C585
C22935,C2651
C20429,C2651
C10305,C754
C21999,C754
C5163,C5721
C5931,C5721
C13555,C5736
C10508,C585
C8659,C743
C13452,C3299
C355,C5720
C15588,C585
C6979,C2651
C20616,C26737
C22802,C754
C22912,C754
C18434,C585
C17351,C754
C15809,C1922
C19335,C585
C10219,C2651
C12985,C5721
C7194,C5721
C12657,C585
C20530,C585
C21776,C5736
C23055,C585
C6865,C625
C16557,C585
C15057,C754
C12061,C467
C17693,C24792
C711,C5721
C12812,C9883
C19201,C5789
C1329,C2651
C17693,C20746
C22746,C5720
C8992,C5720
C13570,C1065
C8117,C585
C21464,C585
C20042,C585
C19863,C1065
C1232,C585
C8935,C3299
C18005,C529
C281,C5721
C18005,C585
C831,C585
C6452,C585
C8437,C5721
C8441,C5720
C18013,C5721
C22166,C754
C19556,C5720
C8424,C1973
C3268,C2651
C6338,C743
C6752,C5463
C17180,C5736
C111,C585
C6625,C585
C23911,C467
C25685,C585
C1507,C754
C7371,C585
C17693,C15057
C13452,C754
C15117,C754
C11856,C5736
C17390,C5720
C15723,C5721
C18947,C585
C11729,C754
C6661,C457
C13981,C529
C11841,C2651
C10753,C585
C16784,C625
C2850,C2651
C352,C5736
C10779,C743
C19750,C754
C22355,C5721
C13250,C2881
C22536,C5721
C9533,C585
C12111,C585
C22835,C754
C21202,C754
C9161,C585
C17368,C5720
C13732,C754
C7519,C585
C3767,C585
C12852,C5463
C8248,C585
C20660,C754
C17847,C754
C10561,C754
C20988,C754
C636,C585
C17907,C5720
C13511,C2651
C7285,C743
C5778,C23778
C2619,C754
C77,C5721
C15049,C2651
C2968,C5720
C15296,C9883
C18092,C585
C16260,C754
C1289,C585
C339,C585
C532,C4289
C158,C5721
C16344,C5720
C10650,C585
C19757,C585
C12438,C5721
C684,C743
C247,C585
C10311,C457
C21814,C3574
C17693,C11861
C18965,C5736
C9430,C585
C6349,C5721
C1225,C754
C21182,C754
C6953,C754
C6843,C5721
C8664,C5721
C12654,C754
C7054,C5720
C16555,C529
C17512,C5720
C23694,C5721
C3349,C10506
C18977,C754
C22700,C5721
C9262,C5721
C72,C585
C21946,C5721
C2269,C754
C10071,C585
C20731,C625
C6696,C5721
C14967,C2109
C17151,C754
C11567,C5720
C3450,C5720
C502,C585
C528,C2647
C9199,C2651
C1343,C754
C22940,C754
C801,C585
C18072,C754
C17039,C467
C12753,C585
C810,C529
C19587,C5721
C7067,C585
C7499,C585
C19697,C612
C17693,C1593
C12960,C743
C2846,C2651
C6363,C1065
C5902,C754
C17116,C612
C17363,C5721
C7788,C5720
C6935,C457
C21024,C585
C1453,C754
C17693,C26814
C6521,C743
C1418,C754
C20541,C2651
C1050,C5721
C7413,C5720
C6055,C5720
C1751,C5720
C11844,C5463
C307,C585
C17693,C23507
C18906,C585
C11484,C743
C14619,C5721
C13455,C2651
C10786,C585
C22781,C585
C200,C585
C14302,C5721
C13920,C754
C17693,C9881
C416,C585
C10867,C585
C13931,C585
C8,C5721
C18063,C585
C17528,C5721
C14961,C585
C22291,C585
C15804,C585
C11101,C585
C12057,C5721
C985,C585
C1829,C5721
C10904,C754
C8169,C2651
C17217,C5721
C14529,C2651
C13771,C754
C15513,C754
C6198,C2651
C8887,C743
C2236,C754
C18320,C585
C8410,C585
C16507,C754
C12021,C1875
C17157,C2174
C871,C585
C18363,C585
C22649,C2651
C18533,C585
C5356,C754
C18935,C754
C11578,C585
C11477,C585
C9165,C2651
C11551,C585
C23158,C585
C22369,C5720
C12632,C612
C1192,C585
C4262,C585
C1226,C529
C17673,C5720
C8836,C2651
C220,C5720
C571,C585
C17146,C5721
C19612,C585
C16,C585
C14625,C585
C16524,C754
C14253,C3339
C23154,C5720
C234,C19174
C4109,C5721
C9114,C585
C8034,C586
C13121,C743
C4937,C754
C21748,C754
C2833,C5720
C3067,C585
C1067,C5721
C24270,C754
C23029,C5721
C13311,C754
C5843,C529
C8111,C585
C14814,C754
C6667,C5720
C7808,C585
C1725,C5721
C21823,C231
C19402,C5720
C16758,C5720
C12403,C5720
C428,C585
C9368,C743
C24464,C754
C20175,C754
C21776,C754
C10005,C743
C3035,C585
C19653,C5720
C6353,C585
C17133,C585
C21919,C585
C9498,C457
C23276,C5736
C2164,C5721
C8052,C743
C22050,C5721
C14982,C754
C8919,C743
C15432,C585
C10523,C585
C6135,C585
C13303,C754
C9647,C625
C20520,C743
C21993,C5720
C16310,C585
C8184,C585
C6433,C585
C17264,C754
C20293,C467
C23925,C23778
C692,C754
C14897,C5720
C8293,C5720
C106,C585
C20007,C585
C17693,C708
C22378,C5720
C22668,C585
C2559,C5736
C22866,C585
C7918,C585
C14130,C5720
C4969,C754
C1473,C585
C14471,C5721
C21950,C754
C9057,C5721
C8011,C529
C16249,C5720
C10978,C586
C2385,C5736
C21036,C585
C6454,C585
C12887,C585
C8820,C5721
C10022,C743
C10204,C5720
C1540,C5721
C18423,C743
C20187,C1065
C16845,C5720
C17010,C754
C16555,C467
C3097,C743
C19503,C467
C1165,C585
C577,C7298
C10779,C1065
C20209,C585
C17137,C585
C5909,C585
C23189,C754
C5593,C754
C14477,C754
C3442,C585
C5301,C504
C16148,C585
C898,C585
C12964,C585
C17693,C9372
C20114,C585
C10373,C585
C22756,C743
C295,C585
C17159,C585
C21974,C5721
C521,C2651
C358,C5721
C15315,C754
C1397,C2651
C8426,C585
C5751,C5721
C1589,C585
C13740,C5721
C17693,C16739
C15371,C5720
C2934,C754
C20664,C585
C1543,C585
C12652,C754
C9330,C585
C16405,C625
C22925,C585
C13568,C754
C629,C5721
C17693,C13035
C16447,C529
C6213,C2651
C20889,C529
C15692,C2109
C10283,C2651
C296,C366
C19059,C585
C18151,C2651
C18965,C754
C14738,C585
C19544,C743
C18462,C743
C12240,C754
C528,C2645
C7027,C5721
C6203,C529
C9072,C585
C19481,C5721
C22909,C5721
C15516,C585
C689,C754
C8109,C5720
C17217,C5463
C3893,C585
C14549,C585
C8169,C743
C14431,C754
C17481,C5721
C1468,C585
C17693,C14398
C7418,C585
C10208,C1277
C7756,C585
C15584,C754
C8868,C5721
C20314,C5721
C14638,C754
C11950,C2651
C1054,C754
C342,C3468
C22067,C754
C18270,C585
C10980,C585
C20104,C1065
C395,C20416
C150,C5720
C21132,C585
C6607,C754
C5948,C3173
C5828,C5720
C12917,C2651
C7215,C743
C21529,C754
C9950,C743
C18929,C585
C10256,C585
C18975,C5720
C22574,C585
C6383,C585
C17974,C754
C2290,C754
C656,C585
C15800,C585
C16993,C5721
C1036,C585
C9529,C457
C9906,C5721
C1202,C743
C9753,C585
C18613,C5720
C379,C504
C5208,C5720
C1364,C585
C7190,C585
C10384,C5720
C17693,C375
C6736,C585
C6115,C743
C10482,C585
C1211,C504
C21931,C754
C20283,C754
C1346,C754
C1038,C5721
C9152,C625
C18462,C457
C22513,C5720
C18101,C754
C1423,C585
C22020,C5720
C19038,C2651
C380,C3065
C6889,C754
C679,C743
C275,C754
C16704,C467
C5401,C585
C1026,C585
C11637,C586
C528,C2189
C12263,C585
C12786,C754
C23021,C5721
C19446,C2651
C21323,C625
C1439,C4784
C1187,C585
C15663,C754
C252,C5721
C16275,C5721
C18953,C585
C19166,C743
C19225,C5721
C17945,C612
C2914,C585
C17356,C743
C19857,C9883
C8021,C5721
C10299,C5463
C11398,C743
C286,C754
