src,dst
C17815,C801
C15244,C17816
C5782,C12257
C1506,C17693
C15244,C904
C17009,C3832
C22154,C26737
C1743,C17186
C4222,C6415
C5782,C11768
C5782,C12745
C18312,C5640
C17693,C15753
C15244,C342
C5782,C17412
C5782,C13026
C5136,C17736
C2150,C16079
C482,C4448
C15244,C13602
C1618,C19730
C15244,C22069
C5828,C5136
C2982,C2225
C5785,C5136
C17693,C21527
C5782,C18191
C1086,C1423
C1618,C843
C5588,C5909
C15244,C16886
C17693,C23653
C1618,C15767
C17465,C17693
C20722,C5136
C15244,C12476
C15244,C5866
C2816,C20289
C3455,C8021
C5782,C14678
C12943,C22529
C1795,C6163
C17279,C5588
C15244,C22827
C15244,C7137
C15244,C20979
C15244,C14655
C15244,C11736
C1968,C17778
C2150,C21311
C23925,C23778
C15244,C5404
C1618,C4232
C12644,C23134
C5640,C18312
C5782,C13311
C17744,C2150
C17837,C5588
C5782,C161
C15244,C17344
C13023,C906
C1743,C7542
C5782,C15187
C5787,C5782
C21582,C1654
C5782,C20515
C5782,C23911
C15244,C1112
C15244,C1219
C1743,C924
C1743,C17037
C15244,C12578
C1743,C18731
C11917,C2150
C15244,C15877
C16507,C3173
C5763,C1812
C17693,C21748
C15244,C13806
C20718,C2150
C22729,C17693
C5782,C14529
C15244,C1261
C15244,C5192
C15244,C10210
C15244,C9679
C14222,C2150
C5588,C18250
C15244,C4499
C1795,C13583
C5879,C23357
C5782,C19308
C8784,C5640
C15244,C14373
C5782,C12707
C23653,C17693
C15244,C16541
C15244,C18420
C15244,C191
C5782,C22723
C5782,C24020
C1618,C11827
C15244,C21798
C15244,C11051
C3455,C19580
C1654,C21582
C15244,C11294
C17693,C20731
C15244,C5125
C15244,C7386
C15244,C236
C15244,C15493
C12682,C17693
C12843,C23134
C5782,C11557
C5782,C24453
C1743,C820
C15244,C15045
C5588,C18731
C15244,C326
C5782,C13669
C15244,C10874
C1795,C13457
C2150,C14222
C15244,C17299
C5782,C20336
C5136,C20084
C24450,C3349
C3173,C15158
C15244,C20475
C5782,C14445
C3451,C17693
C4222,C13218
C15244,C396
C15244,C17435
C15244,C5181
C15244,C924
C2150,C23133
C15244,C18621
C15244,C19098
C1618,C17835
C5782,C274
C17731,C23357
C20309,C23134
C3173,C18715
C15244,C8723
C15244,C14280
C15244,C258
C15244,C4127
C1743,C342
C1618,C14809
C15244,C2654
C5588,C17837
C5782,C23205
C5782,C11346
C528,C21233
C24451,C3349
C15244,C6391
C1743,C9204
C15244,C13204
C5782,C20371
C5782,C22432
C15244,C16498
C17693,C24447
C15244,C26737
C5782,C11996
C22529,C8784
C15244,C13444
C23133,C2150
C15244,C22032
C24447,C17693
C17887,C5136
C1743,C2292
C5782,C22710
C5782,C23451
C1743,C12476
C22529,C20250
C15244,C16144
C15244,C20851
C5782,C17693
C3688,C3167
C4222,C3833
C15288,C23134
C5782,C12414
C1795,C1804
C17309,C22112
C1529,C15746
C5782,C21139
C15839,C4222
C5785,C17693
C10,C6131
C5948,C3173
C923,C18113
C4513,C17693
C906,C13023
C15244,C10501
C15244,C25818
C13998,C2150
C15244,C5212
C15244,C9582
C5782,C5787
C1743,C1112
C5782,C16694
C1618,C15207
C22529,C5778
C17693,C2848
C4407,C16451
C24854,C1654
C5782,C13778
C5782,C23297
C15244,C5301
C16712,C14301
C5782,C17676
C17693,C15180
C5902,C5640
C17823,C3173
C15244,C12833
C5136,C8951
C5782,C14619
C1795,C15802
C15244,C19746
C963,C936
C15244,C17191
C1743,C10210
C5909,C5136
C1743,C1097
C5588,C20358
C8589,C14136
C1618,C14692
C1795,C14494
C4222,C12107
C5763,C2150
C18715,C5136
C15244,C1770
C1795,C768
C15244,C9204
C15244,C20470
C5782,C23815
C15244,C24376
C16712,C12158
C15244,C3826
C22529,C13218
C5640,C12337
C2150,C11917
C15244,C2292
C1743,C12337
C17693,C1506
C15244,C22899
C1743,C11294
C15753,C17693
C1618,C15187
C17693,C2320
C17679,C5782
C15244,C5977
C5782,C22715
C15244,C18057
C15244,C20510
C15244,C3942
C1654,C24854
C15244,C5261
C1477,C22032
C5782,C17611
C1795,C11658
C17693,C12682
C1743,C326
C1795,C12393
C15244,C165
C4222,C9860
C1795,C14903
C2150,C18420
C1743,C2347
C2150,C17157
C17693,C14510
C5913,C2503
C1743,C20512
C1795,C23016
C15244,C3983
C8589,C26405
C17693,C22729
C1743,C8723
C5782,C22027
C20731,C17693
C3612,C23134
C2424,C23134
C16712,C23392
C15244,C16609
C15244,C18965
C16507,C22529
C15244,C10505
C15244,C16451
C4222,C20722
C15244,C20754
C17693,C16507
C17926,C5588
C17859,C2038
C15244,C6415
C15244,C1097
C1795,C13519
C5136,C11827
C15244,C1133
C3173,C17823
C3832,C17009
C15244,C8498
C15244,C4967
C16079,C2150
C17693,C20345
C1743,C20851
C15244,C4509
C1743,C331
C15244,C13898
C5817,C5640
C15244,C12337
C5932,C5901
C5901,C5932
C15244,C4738
C1477,C1770
C482,C1543
C18250,C5588
C20084,C5136
C15244,C9892
C15244,C6163
C15244,C19366
C21311,C5588
C17693,C13717
C15244,C22239
C18281,C906
C21628,C5640
C15244,C7328
C5480,C3167
C15244,C22061
C2150,C20718
C15244,C3785
C5782,C23949
C17823,C5588
C15244,C6427
C15244,C13034
C1795,C8768
C15244,C2347
C2150,C13574
C15244,C10208
C1743,C5301
C5782,C23158
C15244,C20512
C5763,C17160
C9949,C366
C15244,C19732
C3422,C5756
C1795,C2668
C1618,C11658
C15244,C2225
C5782,C12038
C1795,C13218
C2150,C18091
C3363,C23134
C22529,C16507
C23679,C17693
C5640,C16397
C1618,C14903
C5136,C18715
C5782,C21601
C15244,C3412
C15244,C214
C15244,C5178
C15244,C13738
C15244,C17424
C15244,C19924
C5782,C11336
C1544,C18731
C5136,C5828
C4222,C15839
C16712,C14196
C3455,C6707
C5588,C17926
C5782,C22729
C5782,C14066
C15244,C12652
C17735,C5782
C15244,C9132
C15244,C15311
C15244,C5377
C15244,C17969
C8951,C5136
C5136,C5785
C15244,C331
C2038,C17859
C26485,C16072
C15244,C1311
C16712,C5782
C2091,C22112
C5782,C22902
C5782,C13124
C1743,C19711
C17157,C2150
C15244,C17778
C14114,C23134
C15244,C24106
C5782,C13631
C15244,C16907
C22529,C18312
C22529,C12943
C17693,C4513
C20358,C5588
C15244,C20871
C5782,C23660
C5136,C17926
C528,C18071
C15244,C10984
C15244,C15763
C1618,C9132
C1618,C5913
C5782,C22903
C1743,C18874
C5782,C1423
C15244,C13123
C15244,C1305
C5879,C4227
C15244,C5137
C15244,C1512
C15244,C2683
C15244,C15159
C8768,C5136
C18091,C2150
C15244,C24947
C13218,C4222
C15244,C16510
C15244,C13218
C15244,C14094
C15158,C3173
C17693,C22275
C15244,C3961
C15244,C24035
C17693,C17465
C3832,C20744
C5828,C4227
C5782,C8443
C1477,C2225
C5588,C19711
C3435,C1770
C1618,C15129
C15244,C792
C5782,C17679
C13218,C22529
C15244,C16796
C25938,C5588
C15244,C2848
C1618,C13960
C4150,C18420
C10,C8670
C13717,C17693
C5782,C21036
C18495,C18979
C17926,C5136
C1743,C20175
C5782,C19945
C1618,C1108
C1743,C19366
C1743,C16260
C15244,C19711
C5782,C17083
C15244,C3833
C15244,C12316
C906,C18281
C15244,C24020
C15244,C19671
C16072,C26485
C5782,C23330
C5782,C2668
C15244,C9570
C8784,C22529
C5778,C22529
C15244,C21745
C15244,C18874
C5640,C8784
C15244,C17546
C5782,C21661
C15244,C10390
C5782,C18002
C5588,C17823
C1795,C13631
C13574,C2150
C15244,C13642
C5782,C21612
C21311,C5136
C15244,C17730
C5782,C13629
C3173,C5948
C5640,C5902
C1795,C9780
C15244,C9327
C1743,C214
C15244,C16754
C3455,C4645
C15244,C13197
C4407,C18731
C17693,C5782
C22112,C17309
C5909,C5588
C15244,C14457
C5136,C5909
C15244,C22112
C1743,C9132
C17736,C5474
C906,C18420
C15244,C8177
C15244,C12107
C13218,C5136
C15244,C2857
C16507,C17693
C5136,C8498
C4222,C12568
C8272,C22255
C5588,C21311
C1743,C1311
C5782,C3714
C22529,C5404
C5782,C26428
C5782,C17735
C1618,C5909
C5782,C15843
C4222,C366
C15244,C17186
C15244,C2303
C15244,C20175
C15244,C17490
C15244,C2855
C15244,C16260
C15244,C20327
C5900,C22112
C3173,C16507
C5136,C17887
C15244,C11404
C5782,C26521
C14510,C17693
C17693,C3451
C1743,C1305
C8784,C5136
C15244,C15030
C15244,C16598
C5782,C14218
C21311,C2150
C1618,C14540
C4515,C17693
C15244,C9860
C5136,C21311
C1618,C12845
C15244,C6580
C5782,C20338
C16072,C18384
C2982,C1770
C15244,C14165
C15244,C5756
C15244,C3578
C15244,C20250
C15244,C9780
C12504,C16796
C1618,C3235
C3435,C2225
C15244,C12554
C15244,C15210
C1743,C745
C5782,C13053
C5136,C8784
C15244,C10525
C15244,C5902
C14947,C26737
C2614,C17186
C10,C16260
C15244,C7254
C5136,C20250
C1795,C2533
C15244,C10699
C17693,C5785
C15244,C14368
C15244,C4712
C5782,C22908
C15244,C22194
C16712,C11490
C11827,C5136
C5474,C17736
C15244,C16301
C15244,C936
C15180,C17693
C5900,C23728
C1795,C14678
C1618,C9860
C15244,C7542
C15244,C23778
C15244,C173
C4845,C149
C15244,C9219
C15244,C16245
C15244,C20744
C15244,C11547
C15244,C12613
C15244,C11173
C15244,C17037
C5782,C23775
C5136,C20722
C1743,C904
C4222,C19746
C15244,C18731
C15244,C19684
C5782,C16969
C5640,C21628
C15244,C22977
C15244,C17728
C15244,C13485
C5782,C22483
C1795,C15767
C20722,C4222
C18251,C2150
C15244,C24482
C15244,C20041
C2150,C248
C18312,C22529
C22529,C15158
C15244,C12568
C5782,C22258
C20345,C17693
C5782,C22907
C18715,C3173
C15244,C366
C15244,C2629
C15244,C13220
C5588,C25938
C2150,C18251
C3349,C14278
C5782,C23092
C2150,C13998
C248,C2150
C15244,C23134
C15244,C9803
C1795,C15843
C1618,C14202
C10,C7542
C16397,C5640
C5782,C22901
C15244,C24510
C17693,C23679
C21527,C17693
C23357,C5879
C5136,C8768
C17736,C5136
C15244,C12159
C15244,C16675
C3538,C3167
C15244,C3570
C15244,C16111
C15158,C22529
C22275,C17693
C15244,C17018
C15244,C745
C5640,C5817
C1618,C21036
C15244,C820
C2320,C17693
C5588,C17279
C1618,C19945
C2150,C17744
C15244,C22946
C16072,C23379
C1618,C5794
C15244,C2702
