source_node,path_score,path_nodes,path_edges,path_length
C17693,1.1689167647514713,C17693 -> C5782,86782,1
C5782,1.1616946673076691,C5782 -> C17693,86783,1
C8272,1.161416581915444,C8272 -> C22255,120887,1
C17693,1.137291827391172,C17693 -> C5782 -> C24453,"86782,27229",2
C24447,1.123400562013696,C24447 -> C17693 -> C5782,"130938,86782",2
C5782,1.1213224115259466,C5782 -> C17693 -> C24447,"86783,130937",2
C24447,1.1176870697016479,C24447 -> C17693 -> C5782 -> C24453,"130938,86782,27229",3
C17693,1.1159251151835068,C17693 -> C5782 -> C17679,"86782,86501",2
C17679,1.1113872945733183,C17679 -> C5782 -> C17693,"86500,86783",2
C24447,1.1036007890103559,C24447 -> C17693 -> C5782 -> C17679,"130938,86782,86501",3
C17679,1.1015379535214629,C17679 -> C5782 -> C17693 -> C24447,"86500,86783,130937",3
C14510,1.0819729712814705,C14510 -> C17693 -> C5782 -> C24453,"130929,86782,27229",3
C3451,1.0819729712814705,C3451 -> C17693 -> C5782 -> C24453,"87394,86782,27229",3
C4513,1.0819729712814705,C4513 -> C17693 -> C5782 -> C24453,"130936,86782,27229",3
C12682,1.0819729712814705,C12682 -> C17693 -> C5782 -> C24453,"105828,86782,27229",3
C20731,1.0819729712814705,C20731 -> C17693 -> C5782 -> C24453,"130928,86782,27229",3
C23679,1.0819729712814705,C23679 -> C17693 -> C5782 -> C24453,"130935,86782,27229",3
C16507,1.0819729712814705,C16507 -> C17693 -> C5782 -> C24453,"130939,86782,27229",3
C21527,1.0819729712814705,C21527 -> C17693 -> C5782 -> C24453,"130946,86782,27229",3
C15180,1.0819729712814705,C15180 -> C17693 -> C5782 -> C24453,"130930,86782,27229",3
C15753,1.0819729712814705,C15753 -> C17693 -> C5782 -> C24453,"131095,86782,27229",3
C13717,1.0819729712814705,C13717 -> C17693 -> C5782 -> C24453,"21202,86782,27229",3
C17465,1.0819729712814705,C17465 -> C17693 -> C5782 -> C24453,"130940,86782,27229",3
C1506,1.0819729712814705,C1506 -> C17693 -> C5782 -> C24453,"105830,86782,27229",3
C2320,1.0819729712814705,C2320 -> C17693 -> C5782 -> C24453,"130135,86782,27229",3
C5787,1.0817647721725876,C5787 -> C5782 -> C17693 -> C24447,"157,86783,130937",3
C5787,1.0816325587912443,C5787 -> C5782 -> C17693,"157,86783",2
C16712,1.0816182433388148,C16712 -> C5782 -> C17693 -> C24447,"27078,86783,130937",3
C16712,1.0814129160525652,C16712 -> C5782 -> C17693,"27078,86783",2
C5785,1.0807256484586947,C5785 -> C17693 -> C5782 -> C24453,"130944,86782,27229",3
C22729,1.0800849698820423,C22729 -> C17693 -> C5782 -> C24453,"131098,86782,27229",3
C20345,1.0800849698820423,C20345 -> C17693 -> C5782 -> C24453,"131100,86782,27229",3
C22275,1.079741044952659,C22275 -> C17693 -> C5782 -> C24453,"110996,86782,27229",3
C23653,1.0784618369859071,C23653 -> C17693 -> C5782 -> C24453,"131014,86782,27229",3
C24447,1.078433976733683,C24447 -> C17693 -> C5782 -> C5787,"130938,86782,156",3
C17693,1.0780259893983073,C17693 -> C5782 -> C5787,"86782,156",2
C15244,1.0767621412248167,C15244 -> C22112,128128,1
C4515,1.0759818542194164,C4515 -> C17693 -> C5782 -> C24453,"105349,86782,27229",3
C24447,1.075102040068214,C24447 -> C17693 -> C5782 -> C17735,"130938,86782,1339",3
C5782,1.075024555132083,C5782 -> C24453,27229,1
C24447,1.0744941734492983,C24447 -> C17693 -> C5782 -> C13778,"130938,86782,27178",3
C17735,1.0730970039520813,C17735 -> C5782 -> C17693 -> C24447,"1338,86783,130937",3
C17693,1.0730367601595288,C17693 -> C5782 -> C17735,"86782,1339",2
C17693,1.0721272949281646,C17693 -> C5782 -> C13778,"86782,27178",2
C24447,1.0712835369692624,C24447 -> C17693 -> C5782 -> C12257,"130938,86782,95926",3
C24447,1.0712835369692624,C24447 -> C17693 -> C5782 -> C13026,"130938,86782,27374",3
C24447,1.0712835369692624,C24447 -> C17693 -> C5782 -> C12414,"130938,86782,95927",3
C24447,1.0712835369692624,C24447 -> C17693 -> C5782 -> C20336,"130938,86782,27383",3
C20731,1.0699863277445179,C20731 -> C17693 -> C5782,"130928,86782",2
C15753,1.0699863277445179,C15753 -> C17693 -> C5782,"131095,86782",2
