source_node,path_score,path_nodes,path_edges,path_length
C12247,1.3467391304347824,C12247 -> C1065,0,1
C11888,1.3467391304347824,C11888 -> C612,33,1
C4429,1.3467391304347824,C4429 -> C1065,2,1
C14746,1.3467391304347824,C14746 -> C1015,65,1
C1115,1.3467391304347824,C1115 -> C1085,27,1
C13455,1.1380434782608695,C13455 -> C586,7,1
C13968,0.7467391304347825,C13968 -> C528,56,1
C1035,0.7467391304347825,C1035 -> C467,16,1
C1422,0.7467391304347825,C1422 -> C2106,58,1
C1025,0.7467391304347825,C1025 -> C561,13,1
C11886,0.7467391304347825,C11886 -> C2106,31,1
C1214,0.7467391304347825,C1214 -> C529,37,1
C12135,0.7467391304347825,C12135 -> C528,35,1
C14709,0.7467391304347825,C14709 -> C528,63,1
C527,0.7467391304347825,C527 -> C2106,40,1
C1475,0.7467391304347825,C1475 -> C457,67,1
C10805,0.7467391304347825,C10805 -> C2106,25,1
C13039,0.2967391304347826,C13039 -> C586,46,1
C13039,0.2967391304347826,C13039 -> TGT,48,1
C13039,0.2967391304347826,C13039 -> C612,47,1
C105,0.2967391304347826,C105 -> C104,19,1
C13039,0.14837138100962868,C13039 -> C13039 -> C586,"43,46",2
C13039,0.14837138100962868,C13039 -> C13039 -> TGT,"43,48",2
C13039,0.14837138100962868,C13039 -> C13039 -> C612,"43,47",2
C13039,0.08804347826086957,C13039 -> C529,45,1
C13039,0.04402272820114488,C13039 -> C13039 -> C529,"43,45",2
C13781,3.333333333333332e-11,C13781 -> C13781,54,1
C14354$@DOM1,3.333333333333332e-11,C14354$@DOM1 -> C14354$@DOM1,60,1
C14746$@DOM1,3.333333333333332e-11,C14746$@DOM1 -> C14746$@DOM1,66,1
C14709$@DOM1,3.333333333333332e-11,C14709$@DOM1 -> C14709$@DOM1,64,1
C14670$@DOM1,3.333333333333332e-11,C14670$@DOM1 -> C14670$@DOM1,62,1
C13039,3.333333333333332e-11,C13039 -> C13039,43,1
C801,3.333333333333332e-11,C801 -> C801,61,1
C1422$@DOM1,3.333333333333332e-11,C1422$@DOM1 -> C1422$@DOM1,59,1
C13039$@DOM1,3.333333333333332e-11,C13039$@DOM1 -> C13039$@DOM1,44,1
C13968$@DOM1,3.333333333333332e-11,C13968$@DOM1 -> C13968$@DOM1,57,1
C13084$@DOM1,3.333333333333332e-11,C13084$@DOM1 -> C13084$@DOM1,49,1
C13781$@DOM1,3.333333333333332e-11,C13781$@DOM1 -> C13781$@DOM1,55,1
C1323$@DOM1,3.333333333333332e-11,C1323$@DOM1 -> C1323$@DOM1,50,1
C13455$@DOM1,3.333333333333332e-11,C13455$@DOM1 -> C13455$@DOM1,51,1
C13701,3.333333333333332e-11,C13701 -> C13701,52,1
C13701$@DOM1,3.333333333333332e-11,C13701$@DOM1 -> C13701$@DOM1,53,1
C12135$@DOM1,3.333333333333332e-11,C12135$@DOM1 -> C12135$@DOM1,36,1
C12702$@DOM1,3.333333333333332e-11,C12702$@DOM1 -> C12702$@DOM1,42,1
C457,3.333333333333332e-11,C457 -> C457,41,1
C528,3.333333333333332e-11,C528 -> C528,3,1
ANONYMOUS LOGON@C528,3.333333333333332e-11,ANONYMOUS LOGON@C528 -> ANONYMOUS LOGON@C528,4,1
C529,3.333333333333332e-11,C529 -> C529,5,1
ANONYMOUS LOGON@C529,3.333333333333332e-11,ANONYMOUS LOGON@C529 -> ANONYMOUS LOGON@C529,6,1
C586,3.333333333333332e-11,C586 -> C586,9,1
