node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C12247,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1065,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0
ANONYMOUS LOGON@C1065,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C4429,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C528,4,1,5,0.2,0.0,0.0,0.0,0.0,0.0
ANONYMOUS LOGON@C528,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C529,3,1,4,0.25,0.0,0.0,0.0,0.0,0.0
ANONYMOUS LOGON@C529,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C586,3,1,4,0.25,0.0,0.0,0.0,0.0,0.0
ANONYMOUS LOGON@C586,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C2106,5,1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
C10045$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1020$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1025,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C561,2,1,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C1025$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1035,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C467,2,1,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C1035$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C105,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C104,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C104$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1042,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1042$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C612,3,1,4,0.25,0.0,0.0,0.0,0.0,0.0
C10445$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C10805,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C10805$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1115,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1085,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1114$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11639$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11741$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11886,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C11886$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11888,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C11888$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12135,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C12135$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1214,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1214$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C123$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C527,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C457,2,1,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C12702$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13039,1,5,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
C13039$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
TGT,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13084$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1323$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13701,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13701$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13781,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13781$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13968,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C13968$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1422,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1422$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14354$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C801,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14670$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14709,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C14709$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14746,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1015,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C14746$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1475,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1475$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
