source_node,path_score,path_nodes,path_edges,path_length
C16201,1.0,C16201 -> C3058 -> C19419,"289886,512488",2
C1462,1.0,C1462 -> C754,320767,1
C7758,1.0,C7758 -> C11516,273149,1
C15333,1.0,C15333 -> C2173,290433,1
C12680,1.0,C12680 -> C2173,291661,1
C9972,1.0,C9972 -> C3249 -> C2173,"355327,290450",2
C18821,1.0,C18821 -> C13039,404659,1
C1122,1.0,C1122 -> C2173,321394,1
C12463,1.0,C12463 -> C2553,324284,1
C12463,1.0,C12463 -> C5763,438835,1
C19485,1.0,C19485 -> C1681,327597,1
C19485,1.0,C19485 -> C2173,188167,1
C19485,1.0,C19485 -> C1681 -> C13239,"327597,453616",2
C22106,1.0,C22106 -> C5720,489143,1
C19551,1.0,C19551 -> C19225,226853,1
C8221,1.0,C8221 -> C16122,298696,1
C6826,1.0,C6826 -> C3395,185985,1
C3065,1.0,C3065 -> C12100,414710,1
C15597,1.0,C15597 -> C754,373459,1
C9057,1.0,C9057 -> C2173,288075,1
C1227,1.0,C1227 -> C2553,246975,1
C1227,1.0,C1227 -> C754,320592,1
C1227,1.0,C1227 -> C5721,483754,1
C9972,1.0,C9972 -> C3249 -> C357,"355327,483008",2
C18821,1.0,C18821 -> C743,288943,1
C11364,1.0,C11364 -> C2553,348475,1
C18821,1.0,C18821 -> C656,404671,1
C20317,1.0,C20317 -> C754,210896,1
C16018,1.0,C16018 -> C754,197465,1
C11748,1.0,C11748 -> C423,336943,1
C324,1.0,C324 -> C20787,243575,1
C324,1.0,C324 -> C12236,476836,1
C18821,1.0,C18821 -> C6451,404727,1
C22689,1.0,C22689 -> C2553,335288,1
C18623,1.0,C18623 -> C2173,289864,1
C23861,1.0,C23861 -> C754,379767,1
C23861,1.0,C23861 -> C21708,485306,1
C22689,1.0,C22689 -> C2173,305377,1
C1817,1.0,C1817 -> C1256 -> C754,"268715,335742",2
C1817,1.0,C1817 -> C1256,268715,1
C22689,1.0,C22689 -> C3573,335289,1
C1495,1.0,C1495 -> C480 -> C1056 -> C504 -> C2173,"312253,312691,399123,290172",4
C9972,1.0,C9972 -> C3249,355327,1
C18821,1.0,C18821 -> C18379,404657,1
C18821,1.0,C18821 -> C6735,404724,1
C18821,1.0,C18821 -> C17119,404726,1
C22116,1.0,C22116 -> C754,268298,1
C18821,1.0,C18821 -> C3395,158268,1
C3058,1.0,C3058 -> C19419,512488,1
C11364,1.0,C11364 -> C754,326560,1
