src,dst
C395,C13572
C17693,C338
C706,C18302
C5030,C17465
C706,C1286
C706,C5776
C17693,C10656
C22543,C504
C706,C8643
C706,C1335
C18369,C1549
C17160,C13711
C16712,C21913
C23099,C18763
C706,C10805
C706,C3528
C22645,C16180
C706,C10319
C706,C2056
C5030,C1423
C706,C14099
C10160,C1010
C17619,C8406
C1544,C13032
C706,C15558
C706,C12414
C17693,C16635
C3582,C19310
C706,C10210
C3173,C10767
C3688,C3971
C706,C8943
C706,C5973
C706,C19873
C2150,C22192
C16718,C12866
C706,C4425
C706,C10946
C5030,C11174
C17180,C2270
C5480,C3971
C17693,C14370
C4407,C12226
C2825,C6522
C706,C13340
C706,C5377
C706,C7328
C2150,C11846
C467,C23724
C18325,C23778
C3688,C3167
C23496,C12410
C5030,C9820
C17396,C152
C17693,C13142
C706,C11435
C706,C12850
C721,C3280
C480,C961
C2150,C9372
C3238,C14714
C17693,C13348
C5030,C4377
C706,C16500
C706,C3354
C1544,C732
C706,C1100
C1544,C3692
C706,C17196
C706,C196
C17693,C7491
C706,C6492
C2150,C16640
C706,C13399
C706,C11114
C706,C15952
C706,C4893
C5030,C5237
C12766,C19444
C13218,C1895
C706,C1351
C3582,C13346
C706,C15333
C19701,C2485
C17277,C2303
C706,C20779
C706,C520
C395,C14901
C3173,C15057
C2150,C13345
C604,C15733
C12670,C2485
C706,C17240
C16792,C6294
C706,C2648
C706,C13905
C3854,C2485
C395,C1072
C4377,C2685
C2881,C7139
C706,C14592
C16712,C14776
C706,C11873
C5030,C4508
C706,C13530
C3363,C20244
C706,C14837
C706,C3068
C17693,C18446
C706,C6211
C706,C9163
C4407,C6369
C5030,C15207
C706,C6752
C706,C16576
C706,C4773
C3173,C932
C706,C4429
C23679,C1592
C5030,C1300
C18068,C21173
C706,C17747
C2150,C7026
C706,C11926
C6192,C2511
C17693,C12816
C2475,C3960
C706,C15180
C5030,C3021
C2150,C25019
C22645,C6314
C5030,C645
C5030,C14204
C5030,C6911
C4174,C17660
C5030,C10786
C5030,C22270
C13391,C3088
C706,C9988
C706,C14764
C706,C21006
C8424,C18266
C5030,C14856
C706,C233
C3173,C861
C2150,C25841
C22645,C11922
C19129,C2841
C706,C5957
C14122,C13168
C4407,C7511
C1487,C7693
C706,C20283
C2150,C14553
C706,C3206
C5030,C15114
C4589,C10388
C22210,C9883
C21582,C2103
C4407,C12675
C706,C8270
C2150,C9521
C17693,C16424
C17693,C20059
C15701,C2983
C5030,C831
C3173,C3239
C706,C15584
C20206,C5810
C16792,C16424
C991,C2485
C1544,C5919
C3582,C19442
C5030,C12269
C706,C4029
C3688,C4847
C706,C323
C706,C9986
C3538,C4116
C706,C13515
C706,C8003
C706,C16364
C706,C10997
C706,C7071
C3774,C13779
C4407,C19025
C706,C20873
C5030,C22375
C5030,C8147
C3077,C8528
C15288,C10008
C706,C2624
C1544,C6685
C706,C2971
C1544,C9910
C5030,C14777
C1544,C6763
C706,C22969
C23679,C14134
C706,C4856
C706,C2966
C706,C1444
C5030,C15729
C706,C20522
C7137,C2242
C473,C2406
C22645,C796
C20000,C1719
C12843,C17416
C22635,C1818
C706,C20422
C473,C20380
C15877,C291
C480,C745
C19416,C15865
C706,C7905
C22714,C9727
C15307,C13345
C706,C18077
C706,C2758
C706,C13555
C706,C15482
C96,C3668
C706,C9219
C9692,C6026
C706,C24171
C706,C360
C5030,C3163
C5030,C12393
C706,C13032
C25044,C16609
C706,C8698
C395,C1449
C5030,C17363
C395,C993
C706,C7396
C5030,C3616
C706,C15538
C16718,C23134
C706,C15018
C706,C22303
C706,C6756
C706,C7850
C706,C10213
C706,C489
C706,C13591
C706,C13444
C706,C13152
C706,C16890
C706,C17813
C706,C21010
C7858,C2485
C4407,C1004
C22645,C16154
C706,C17141
C4589,C13060
C706,C18969
C15288,C857
C706,C5874
C15593,C1681
C5030,C17013
C706,C18560
C21787,C22400
C706,C732
C3173,C577
C706,C4176
C706,C5125
C706,C15563
C706,C3692
C4407,C7573
C706,C12100
C5030,C14907
C18874,C549
C5030,C709
C3173,C9184
C480,C1311
C706,C2236
C706,C17759
C706,C9880
C706,C17887
C12947,C15865
C4629,C6294
C22112,C5893
C706,C7552
C1426,C15865
C706,C1369
C5030,C15802
C16792,C44
C17693,C8131
C706,C17382
C3173,C7614
C2881,C13250
C22147,C1841
C17693,C10133
C706,C10016
C17693,C24447
C528,C22651
C17693,C9735
C5030,C20731
C22112,C18871
C706,C10880
C706,C10674
C706,C16184
C5030,C12691
C706,C4110
C706,C7960
C5802,C13766
C706,C893
C706,C11132
C22112,C22375
C7652,C15865
C1544,C13732
C1544,C9550
C706,C17277
C20373,C7284
C3077,C9414
C9997,C22398
C706,C1638
C706,C20976
C19023,C3116
C754,C21032
C5782,C26521
C5030,C902
C1544,C1346
C5030,C9074
C17693,C16234
C706,C19755
C3173,C19280
C706,C4975
C706,C5502
C8490,C2217
C706,C2438
C16557,C2485
C16712,C13196
C2783,C15304
C395,C6326
C1544,C6053
C4305,C22443
C6177,C22398
C5030,C5332
C706,C11165
C706,C12154
C15588,C4682
C706,C21252
C22645,C11619
C5030,C5018
C15288,C27171
C17160,C8159
C586,C17660
C22112,C5788
C2150,C13834
C706,C3352
C5030,C11336
C706,C5919
C18097,C2303
C395,C17909
C706,C278
C22591,C2485
C706,C448
C17761,C2485
C706,C1324
C22112,C8784
C17160,C10539
C706,C11051
C706,C286
C5536,C16389
C5030,C15678
C2881,C3139
C706,C13092
C3173,C3921
C706,C15478
C706,C692
C5030,C3268
C5030,C14266
C706,C10249
C706,C6685
C771,C2485
C706,C7272
C26013,C1940
C8637,C4833
C4407,C262
C3538,C3469
C22123,C2519
C706,C10686
C17693,C11188
C706,C17546
C2150,C12545
C706,C7535
C706,C11708
C706,C15321
C706,C14366
C3774,C10208
C706,C3734
C2150,C12253
C5030,C17633
C22112,C16653
C706,C14354
C3173,C6294
C706,C17770
C14492,C20244
C5030,C3049
C17693,C11231
C1485,C3088
C604,C14253
C19310,C22443
C706,C4314
C17815,C801
C1544,C9070
C706,C18977
C706,C18483
C23099,C19576
C706,C1554
C7740,C16589
C706,C8941
C395,C20976
C5782,C12414
