src,dst
C5787,C18676
C15244,C6349
C15244,C17599
C15244,C18996
C20940,C754
C3031,C3007
C22154,C13945
C15244,C7180
C17693,C5453
C1585,C1759
C22954,C754
C15244,C1370
C1382,C754
C7782,C754
C2865,C754
C12498,C754
C11694,C754
C15244,C2891
C15244,C8754
C15244,C21859
C5799,C754
C15516,C754
C9224,C754
C15244,C20325
C15244,C21499
C15244,C9709
C15244,C9941
C15244,C2490
C15244,C951
C2341,C3468
C7361,C754
C17290,C2606
C15244,C1276
C15244,C4706
C1944,C754
C21186,C366
C17693,C3813
C15244,C18827
C23957,C319
C17693,C3170
C15244,C3017
C13748,C754
C15244,C1025
C5787,C10759
C13428,C754
C18920,C5183
C15244,C16004
C17693,C1319
C21279,C754
C16774,C1549
C15244,C20829
C15244,C21780
C15244,C19092
C21050,C754
C12550,C4120
C15244,C11877
C19768,C457
C15244,C248
C16502,C754
C15244,C18542
C12854,C449
C24625,C2106
C2189,C19597
C26203,C754
C20858,C46
C15244,C752
C4267,C3017
C11229,C3287
C17693,C1486
C15244,C7989
C15244,C8223
C15244,C3752
C7838,C754
C15244,C847
C18479,C754
C15244,C11650
C1964,C754
C767,C754
C15244,C6973
C18639,C96
C17942,C625
C15244,C1751
C15244,C8779
C24544,C3108
C23440,C1790
C15244,C2378
C7210,C754
C18188,C2287
C1709,C754
C8437,C1124
C15244,C5446
C21341,C754
C9919,C12687
C18821,C656
C15244,C6869
C15244,C7215
C3112,C46
C15244,C9862
C24016,C2519
C19265,C92
C549,C754
C15244,C19444
C15244,C11888
C15244,C1082
C15244,C16125
C9755,C46
C2767,C1056
C17693,C346
C15244,C22561
C19793,C1884
C15244,C384
C9670,C754
C15244,C107
C15244,C15013
C15244,C16436
C21036,C754
C16764,C754
C5349,C1884
C15244,C2804
C15244,C2593
C689,C1336
C15244,C300
C15244,C8350
C17693,C1632
C8086,C5618
C5161,C754
C12709,C2106
C15244,C3556
C18222,C529
C17693,C16467
C15244,C12505
C2868,C754
C15244,C11673
C15244,C12792
C5283,C545
C15244,C16729
C13956,C46
C15244,C16341
C15244,C1582
C15244,C21046
C15244,C8715
C15244,C11817
C16191,C46
C15244,C8272
C1157,C754
C15244,C6279
C8893,C754
C5394,C1056
C61,C754
C15244,C16006
C17693,C2483
C15244,C14262
C17359,C528
C15244,C3421
C5778,C1527
C15244,C14251
C15244,C2341
C15244,C355
C3707,C754
C17508,C423
C15244,C9974
C149,C754
C15244,C15607
C21040,C13684
C15244,C11398
C1402,C754
C17435,C754
C5524,C754
C15244,C124
C15244,C3514
C10994,C457
C15244,C4771
C9317,C1884
C2162,C754
C15244,C11879
C15244,C1552
C15244,C9945
C16784,C754
C17693,C2746
C1196,C754
C15244,C16656
C15244,C22174
C15244,C20846
C21692,C754
C3097,C754
C15244,C73
C15244,C8410
C15244,C8045
C6323,C754
C17693,C20811
C236,C754
C1333,C2058
C305,C549
C21240,C754
C15244,C7352
C17290,C1731
C24792,C3300
C15244,C7993
C15244,C2532
C10869,C1669
C10109,C754
C2029,C754
C15244,C10378
C15244,C339
C15244,C6846
C17693,C20455
C7930,C5580
C1495,C3827
C18393,C754
C15244,C946
C13640,C754
C15244,C1410
C17693,C3007
C17693,C754
C15244,C1090
C15244,C11112
C15244,C8344
C15244,C19356
C15244,C9687
C22681,C754
C15244,C13570
C4034,C2918
C15244,C1543
C15244,C15652
C840,C754
C15244,C1030
C8511,C6489
C467,C754
C15244,C1801
C26896,C423
C15244,C6515
C24816,C586
C15244,C8958
C15244,C807
C15244,C410
C14720,C754
C15244,C526
C18603,C754
C15244,C3281
C15244,C10650
C146,C754
C824,C651
C15244,C2095
C21731,C754
C22108,C754
C15244,C1785
C15244,C4089
C7590,C754
C15244,C1140
C13475,C754
C15244,C3627
C8182,C1929
C2888,C754
C15244,C13028
C3730,C754
C15244,C11414
C15244,C19215
C1173,C549
C20561,C46
C10770,C92
C17693,C9958
C15244,C19701
C20293,C754
C5400,C583
C15244,C766
C15244,C2732
C6969,C754
C15244,C14601
C15244,C2743
C3681,C3684
C15244,C9753
C693,C754
C15244,C11457
C15244,C11378
C15244,C712
C5224,C754
C15244,C8591
C518,C3108
C15244,C13942
C17693,C2143
C3491,C754
C11912,C754
C15244,C18821
C15244,C10258
C15244,C4284
C15787,C754
C25023,C20085
C15244,C1067
C15244,C1723
C15244,C11202
C15964,C457
C22551,C1003
C23594,C754
C15244,C6638
C15244,C10646
C4561,C754
C15244,C16026
C15244,C3582
C15244,C7038
C21424,C1681
C24079,C423
C15244,C2209
C863,C754
C3284,C754
C17998,C754
C15244,C546
C15244,C10460
C7786,C754
C15244,C20520
C15244,C17137
C7014,C754
C25023,C22591
C15244,C2368
C15244,C2527
C15244,C6598
C1075,C754
C9603,C754
C15244,C17883
C15244,C474
C12201,C754
C15244,C19452
C2769,C1443
C15244,C307
C23477,C754
C15244,C3475
C19474,C586
C15244,C5936
C2150,C754
C19778,C754
C15244,C3890
C15244,C14362
C2057,C12145
C15244,C3495
C7067,C754
C15244,C14028
C17693,C16746
C15244,C9307
C19162,C1124
C15244,C19038
C16798,C754
C15244,C11975
C4958,C1527
C15244,C1397
C15244,C613
C5802,C16028
C15244,C18562
C15244,C16291
C15244,C12812
C15244,C15889
C18829,C2496
C15244,C13306
C15244,C8228
C6696,C754
C12100,C20384
C15244,C14284
C17693,C1275
C1298,C549
C8778,C92
C12714,C754
C17693,C22176
C17693,C4106
C17693,C19646
C15682,C754
C14435,C754
C15244,C1760
C15244,C7211
C20550,C2106
C17693,C17600
C20071,C754
C15244,C7865
C15244,C10309
C15244,C12710
C8707,C1208
C2603,C754
C15244,C15049
C15244,C8728
C11467,C2106
C23055,C46
C15244,C3865
C26225,C2825
C18420,C400
C25023,C11900
C15244,C3264
C13158,C1681
C15244,C1599
C15244,C19088
C11748,C423
C2035,C2663
C15244,C2842
C15244,C11527
C4420,C754
C15244,C6876
C15244,C9309
C11380,C754
C15244,C7804
C2396,C754
C15244,C7916
C15244,C1442
C8779,C754
C5802,C22997
C821,C754
C15244,C1495
C15244,C14683
C15244,C2482
C12885,C754
C1309,C754
C5190,C754
C3410,C754
C151,C1298
C12122,C21138
C4934,C754
C19825,C754
C16618,C4133
C8367,C754
C23099,C754
C25023,C18690
C4887,C754
C17693,C4476
C1390,C504
C15244,C7854
C18947,C754
C12496,C754
C15244,C1590
C15244,C15540
C15244,C20741
C21030,C754
C15244,C11504
C15244,C3067
C5802,C20664
C15244,C10545
C9004,C754
C15244,C12523
C20752,C754
C14298,C754
C15244,C6865
C15244,C14176
C4265,C92
