src,dst
C1707,C5811
C1707,C14346
C706,C3692
C1798,C5961
C1707,C9120
C15244,C7054
C15244,C21507
C1798,C10380
C15244,C3796
C1521,C15358
C528,C10183
C1685,C18135
C15244,C8625
C1707,C10865
C1521,C3328
C1685,C14907
C1798,C19086
C1707,C8945
C1685,C19369
C1521,C15365
C1707,C5919
C1521,C8420
C1685,C3705
C528,C4773
C528,C6493
C528,C274
C1521,C20287
C15244,C18628
C1798,C18184
C1707,C11288
C528,C19346
C1798,C635
C1798,C21900
C15244,C9860
C15244,C18229
C1798,C2578
C1798,C5500
C1685,C16070
C706,C17736
C1798,C20303
C1798,C8400
C15244,C14580
C1707,C26306
C528,C25296
C1521,C1289
C1521,C20315
C15244,C2704
C528,C14917
C1798,C12780
C1798,C6546
C1798,C6847
C1798,C20257
C528,C18656
C1798,C2899
C1521,C7061
C1798,C21339
C1521,C8127
C15244,C8003
C1798,C7546
C1707,C19428
C1798,C9549
C528,C2229
C15244,C14413
C1707,C7982
C1521,C17388
C1521,C12960
C15244,C346
C15244,C10450
C15244,C935
C15244,C1770
C1521,C22370
C15244,C8119
C1521,C17066
C1798,C14117
C15244,C3627
C15244,C26451
C15244,C21643
C1798,C8344
C1521,C12519
C1798,C22585
C1707,C12230
C1707,C26220
C1685,C13868
C1798,C1435
C15244,C6259
C15244,C824
C1707,C5408
C1685,C528
C15244,C678
C1685,C18696
C1707,C14680
C15244,C21159
C528,C10016
C15244,C1554
C1798,C2696
C1521,C8528
C1521,C7514
C1798,C24055
C1521,C19235
C15244,C1721
C15244,C9295
C528,C22974
C15244,C8952
C15244,C544
C706,C5888
C1798,C262
C15244,C389
C1685,C1100
C1521,C6277
C15244,C483
C1798,C24586
C15244,C17626
C1798,C18544
C1798,C12091
C15244,C26181
C15244,C8723
C1521,C19900
C1685,C21248
C15244,C20646
C1521,C537
C528,C17490
C15244,C18061
C1798,C19050
C706,C10245
C528,C17082
C1521,C6598
C15244,C12349
C15244,C8645
C1798,C24414
C15244,C18483
C15244,C19717
C1707,C14553
C1521,C8935
C528,C169
C15244,C2242
C1798,C1474
C15244,C12733
C1798,C6423
C528,C13124
C1521,C8569
C15244,C6777
C1798,C7300
C1798,C18678
C1521,C1178
C15244,C19711
C1798,C17280
C1707,C1065
C1798,C6079
C1707,C9685
C1521,C20869
C1707,C19055
C1707,C10185
C15244,C4622
C1798,C13722
C1521,C8155
C15244,C17420
C1685,C7097
C706,C4116
C1521,C10628
C1685,C5216
C528,C10852
C1798,C6694
C1798,C14059
C528,C12449
C1798,C13044
C1798,C13829
C528,C17264
C1521,C6505
C1798,C40
C1798,C1206
C528,C19755
C1521,C21045
C706,C14214
C1798,C5971
C528,C14473
C15244,C19741
C1798,C5576
C1521,C10428
C706,C2619
C1685,C20835
C15244,C5257
C1798,C8947
C1521,C14732
C1707,C12185
C1521,C3601
C15244,C18802
C1685,C9372
C1685,C14290
C1707,C2651
C528,C8770
C1798,C13460
C1798,C14557
C528,C18401
C1521,C11374
C1798,C114
C15244,C9900
C1521,C20600
C1685,C6943
C15244,C11165
C1707,C3469
C1707,C9103
C706,C22608
C528,C4176
C528,C7511
C15244,C584
C1798,C23036
C15244,C1148
C15244,C15290
C706,C8698
C1707,C600
C528,C21260
C1707,C14535
C15244,C11078
C1798,C19607
C1521,C13572
C1685,C10874
C15244,C13212
C1521,C23393
C1707,C13905
C15244,C5297
C15244,C18460
C1521,C1498
C15244,C20785
C1685,C2823
C15244,C24542
C15244,C20157
C15244,C169
C1521,C15670
C1685,C18330
C1798,C338
C1521,C10307
C1798,C3503
C528,C5059
C15244,C20642
C1707,C16637
C1707,C25044
C15244,C1336
C1521,C10767
C1707,C24792
C1521,C374
C1798,C20233
C1521,C5981
C706,C22609
C15244,C25058
C1707,C12598
C15244,C5333
C1707,C12613
C1798,C10568
C1798,C15939
C1798,C11589
C1521,C24767
C1798,C1091
C15244,C16395
C1685,C3959
C1521,C16947
C1798,C8840
C1521,C10501
C1521,C10060
C706,C427
C1521,C1993
C1521,C13701
C528,C21085
C706,C5834
C1521,C14569
C1521,C21499
C15244,C13082
C1798,C10762
C528,C17001
C1685,C7137
C528,C19976
C1521,C16528
C1798,C688
C1798,C16371
C1521,C5065
C1707,C3666
C15244,C878
C1798,C9615
C1521,C17327
C1521,C22208
C528,C21535
C706,C18275
C15244,C847
C1798,C23821
C1707,C21776
C1685,C3860
C1685,C12071
C1707,C27149
C528,C22863
C1521,C8045
C1707,C20804
C1521,C12008
C1521,C10453
C15244,C4759
C1521,C7916
C1798,C8088
C1798,C24882
C15244,C13146
C1521,C12418
C15244,C18844
C1798,C482
C1685,C21578
C1798,C16033
C1521,C13223
C1798,C9804
C528,C17131
C15244,C27073
C15244,C291
C1685,C1971
C15244,C16835
C528,C1354
C1798,C21999
C15244,C9466
C528,C15763
C1798,C12570
C528,C18302
C1798,C10303
