src,dst
C20373,C1294
C706,C14354
C8282,C4833
C706,C361
C3173,C360
C706,C19865
C706,C20263
C3173,C6411
C706,C5577
C706,C16166
C706,C19690
C706,C286
C395,C811
C706,C7107
C5283,C3886
C22112,C16055
C706,C16500
C17693,C15568
C17693,C14411
C991,C2485
C706,C11772
C706,C660
C4407,C2870
C706,C11873
C706,C10919
C1544,C17626
C457,C15805
C706,C17847
C706,C3105
C706,C10577
C5030,C12714
C706,C1474
C2150,C11474
C4174,C17660
C706,C7097
C2588,C15977
C2150,C13861
C5030,C17277
C3194,C6953
C5030,C15767
C706,C3882
C23099,C18010
C1544,C8617
C706,C4620
C706,C18104
C14069,C2485
C17396,C152
C4576,C19915
C12141,C60
C18874,C504
C17693,C12537
C5030,C5855
C15588,C4682
C6255,C2511
C1544,C15300
C6522,C2825
C5030,C13132
C5030,C1453
C11338,C5698
C16792,C9927
C2047,C1970
C5030,C18254
C706,C7272
C17693,C15376
C9997,C22400
C706,C11015
C706,C3980
C706,C8891
C706,C16389
C706,C6493
C706,C19363
C4407,C8855
C706,C708
C706,C12309
C706,C13648
C706,C13815
C5030,C11472
C706,C16054
C706,C21877
C706,C1336
C706,C12036
C706,C20779
C20206,C5810
C17693,C13345
C706,C997
C19109,C13060
C23769,C2983
C7139,C2881
C3363,C6777
C706,C11288
C16792,C13134
C22645,C3407
C22569,C1622
C2150,C5356
C16712,C13196
C706,C9829
C17693,C1046
C4421,C2485
C12,C936
C706,C17522
C706,C262
C17693,C10539
C706,C15030
C180,C7962
C706,C10261
C4651,C2685
C22112,C18282
C395,C15558
C5030,C15394
C706,C11125
C706,C13976
C12843,C8964
C706,C1367
C706,C20835
C2150,C17
C706,C10492
C16712,C5670
C2150,C21700
C3173,C3666
C3774,C4508
C706,C4885
C706,C8698
C395,C25760
C706,C12441
C5030,C4864
C706,C4642
C706,C5290
C706,C1259
C706,C12850
C706,C10203
C706,C19031
C3173,C9804
C4407,C19570
C17693,C9084
C96,C3668
C706,C4695
C706,C1216
C1544,C15189
C706,C14832
C5030,C21165
C2794,C17144
C706,C3509
C706,C6419
C706,C12539
C706,C6053
C4407,C11663
C706,C10210
C16792,C12292
C706,C18777
C5536,C861
C706,C10366
C706,C4979
C395,C6326
C22645,C15051
C706,C10194
C1508,C2983
C706,C17666
C3173,C3684
C17693,C22142
C706,C4773
C19109,C19915
C5030,C5237
C5030,C20511
C20524,C5789
C4407,C576
C12843,C13637
C706,C2619
C706,C13287
C706,C14030
C11472,C22399
C2952,C14638
C15288,C27171
C706,C9550
C2150,C20510
C706,C1988
C3173,C688
C706,C12051
C706,C20731
C22112,C8359
C5030,C9835
C15288,C13060
C5030,C1024
C706,C9984
C5782,C14529
C7249,C1970
C16498,C448
C22645,C13678
C395,C20099
C17160,C19491
C17693,C14893
C706,C6655
C3173,C16524
C2150,C26220
C706,C11762
C706,C5919
C12449,C7298
C706,C13285
C2752,C5096
C706,C9877
C706,C7312
C706,C1577
C4407,C7662
C5030,C22244
C5030,C3031
C22645,C17875
C17693,C4622
C3363,C17416
C17160,C9631
C5030,C902
C22635,C1818
C15733,C604
C17693,C4513
C706,C878
C706,C4429
C16792,C380
C17693,C1401
C706,C11973
C5030,C14222
C3173,C9349
C706,C16637
C706,C8857
C19533,C2485
C5030,C10925
C706,C665
C22645,C233
C706,C12166
C706,C4096
C706,C16905
C1544,C1799
C5030,C436
C706,C6953
C59,C3370
C706,C3971
C1544,C22298
C3173,C7541
C706,C3088
C706,C6294
C706,C13254
C17693,C1154
C5030,C4782
C706,C3833
C706,C6330
C706,C21425
C17277,C2303
C5030,C14777
C5030,C12777
C22112,C18251
C706,C15538
C1544,C1346
C706,C15166
C706,C3433
C4174,C9539
C706,C9184
C5030,C14722
C5030,C9692
C706,C10997
C706,C12393
C5030,C4144
C10829,C2485
C5030,C5925
C706,C14282
C706,C21262
C706,C10798
C3173,C932
C706,C10674
C706,C414
C706,C1439
C706,C12885
C706,C8484
C395,C14992
C706,C11569
C16712,C21913
C6123,C1549
C706,C13479
C1544,C1324
C706,C4866
C4407,C731
C706,C6336
C21193,C25879
C17693,C17788
C706,C3750
C706,C830
C4407,C15314
C706,C13771
C706,C19297
C706,C1004
C706,C5530
C5030,C8246
C706,C6697
C20379,C13123
C706,C2719
C706,C4425
C480,C138
C16792,C14409
C395,C1072
C3173,C4639
C706,C8794
C706,C16158
C706,C12642
C706,C1229
C22112,C2076
C706,C4148
C3173,C17010
C706,C17890
C5030,C12067
C706,C13505
C706,C3460
C5030,C2464
C706,C17855
C2150,C16351
C22645,C8470
C5030,C6131
C22112,C8784
C22645,C11686
C706,C12915
C706,C11149
C706,C17770
C17693,C15300
C12175,C2485
C17693,C10880
C706,C20065
C5030,C11342
C706,C14698
C12021,C1875
C20379,C18865
C706,C13974
C1544,C7107
C706,C17269
C5030,C15792
C2150,C16967
C17693,C1014
C706,C9782
C4407,C18904
C3173,C9827
C706,C6828
C706,C1295
C16364,C1759
C706,C15955
C706,C165
C1544,C8470
C1544,C16500
C706,C1225
C706,C11435
C706,C789
C12224,C2485
C12857,C3088
C11650,C18135
C5030,C15445
C706,C21129
C706,C11861
C706,C10759
C706,C17608
C706,C10116
C8188,C3219
C706,C1672
C706,C16126
C706,C11492
C5808,C20266
C395,C17151
C706,C14413
C5030,C14510
C706,C320
C5030,C14928
C706,C13062
C4407,C10131
C706,C2462
C706,C15520
C16792,C7348
C706,C14462
C706,C14121
C395,C5225
C5030,C4550
C706,C3605
C706,C8643
C2390,C5632
C4407,C7776
C22112,C5941
C5782,C11336
C2150,C6406
C5030,C10988
C706,C19442
C5030,C453
C17693,C3597
C17693,C8060
C706,C16393
C5030,C11587
C706,C27171
C3173,C11616
C5030,C4254
C706,C3844
C22645,C16234
C706,C12859
C5782,C26521
C706,C10776
C706,C24851
C706,C7850
C706,C12735
C5030,C4753
C5030,C8147
C706,C15178
C706,C9276
C17693,C9673
C570,C2485
C706,C2269
C706,C14395
C5030,C14763
C395,C54
C2150,C11701
C706,C393
C706,C11547
C706,C709
C3774,C13246
C1544,C5810
C1487,C1884
C706,C6580
C17693,C12697
C706,C2873
C17157,C17
C4174,C16067
C5030,C14266
C25444,C23967
C706,C775
C22714,C9727
C3173,C15533
C16718,C20244
C5030,C9857
C17693,C16635
C706,C19873
C706,C6411
C5030,C12892
C706,C20201
C22112,C16507
C2150,C11860
C5030,C1515
C1544,C262
C706,C17
C480,C745
C5030,C831
C706,C23957
C706,C8770
C721,C151
C706,C9558
C22645,C10946
C706,C16778
C395,C9895
C706,C15180
C22591,C2485
C4407,C23794
C5030,C5332
C706,C14990
C706,C3701
C22112,C16103
C17693,C15051
C706,C8104
C706,C13412
C18097,C2021
C706,C16518
C706,C2290
C4174,C14360
C706,C4738
C16852,C2485
C706,C323
C706,C17264
C706,C13886
C706,C11535
C706,C2001
C771,C58
C706,C20125
C5802,C13766
C395,C3826
C395,C15213
C706,C8677
C706,C24171
C706,C4381
C706,C13016
C22112,C18325
C3300,C1010
C604,C14253
C2150,C8554
C395,C13764
C2150,C11846
C706,C14163
C706,C19926
C22645,C404
C706,C10805
C5780,C22400
C3173,C7535
C706,C13092
C706,C17755
C366,C2
C5030,C20084
C5030,C14987
C706,C17824
C706,C12414
C20450,C12484
C706,C15405
C706,C15362
C21161,C2519
C706,C5635
C706,C17439
C5030,C3021
C6847,C2485
C22645,C11922
C706,C1971
C875,C549
C5030,C5638
C706,C7300
C4407,C12226
C3173,C8393
C706,C6685
C3774,C1538
C706,C442
C10434,C22032
C3774,C4384
C706,C16199
C3363,C23134
C706,C20254
C706,C8700
C22112,C16168
C480,C721
C706,C17701
C19023,C3116
C706,C20483
C706,C16140
C2148,C6530
C18815,C1841
C706,C11729
C4180,C505
C706,C2229
C5939,C2021
C22210,C9883
C706,C12543
C16,C2983
C3173,C483
C706,C5351
C4407,C8774
C5782,C23092
C3538,C4847
C706,C11613
C1544,C5919
C706,C376
C5030,C17887
C706,C1516
C5030,C3334
C17693,C3814
C4407,C2909
C18874,C1056
C706,C14975
C17693,C18590
C17693,C10453
C3277,C46
C15304,C2783
C504,C214
C3990,C9883
C5030,C17338
C706,C5396
C4407,C4636
C3173,C13080
C11472,C1487
C12021,C9883
C3173,C14564
C10160,C1010
C706,C8424
C706,C3810
C1313,C2485
C12267,C9883
C395,C12958
C4174,C17232
C706,C13905
C706,C9721
C706,C6369
C706,C811
C706,C21252
C1544,C6294
C5802,C23107
C1025,C22144
C17619,C8406
C22123,C2519
C706,C4750
C706,C6511
C22645,C8023
C706,C12490
C706,C5469
C706,C10016
C12737,C3245
C480,C5301
C5030,C4651
C706,C12410
C22112,C20718
C467,C2320
C706,C15365
C13225,C3088
C706,C13211
C706,C2780
C17693,C12729
C706,C7384
C2825,C6522
C18831,C1841
C3077,C18977
C23679,C21927
C706,C17766
C706,C6763
C706,C15869
C17693,C10464
C706,C3241
