src,dst
C15244,C11719
C15244,C21780
C5802,C18664
C15244,C19556
C15244,C307
C12550,C4120
C5802,C22070
C17257,C2287
C12261,C3586
C15244,C11129
C5787,C10309
C5787,C19368
C15244,C1081
C12325,C754
C19178,C8519
C17693,C1234
C15244,C3224
C5808,C20422
C15244,C1282
C15244,C16083
C15244,C19352
C15244,C1971
C15244,C8009
C15244,C13428
C15244,C4129
C5808,C24724
C15244,C1016
C5808,C15718
C15244,C12463
C15244,C3993
C5808,C1231
C15244,C818
C15244,C14085
C15244,C10678
C5802,C22790
C5787,C15562
C19547,C528
C15244,C15586
C15244,C8511
C5802,C16305
C15244,C19479
C5802,C11246
C5802,C20151
C19566,C754
C5802,C408
C15244,C6075
C4042,C651
C3812,C20714
C15244,C1301
C15244,C487
C15244,C19607
C5808,C107
C10254,C16744
C5787,C1283
C5787,C22914
C15244,C19721
C15244,C7558
C5802,C386
C15244,C21170
C15244,C1865
C15244,C9659
C15244,C5850
C22773,C17978
C5802,C19528
C19989,C586
C5808,C6344
C2769,C144
C15244,C14072
C5808,C1584
C15244,C1111
C15244,C979
C5787,C13722
C15244,C1495
C15244,C13197
C15244,C1302
C15244,C19147
C22433,C528
C5802,C6917
C15244,C2361
C15244,C1679
C15244,C376
C15244,C6843
C15244,C6139
C15244,C19755
C15244,C19643
C15244,C6024
C15244,C14251
C15244,C275
C5787,C19027
C5787,C10247
C15244,C162
C10018,C11516
C5782,C13988
C15244,C1147
C15244,C1058
C22392,C528
C15244,C15905
C15244,C20750
C5802,C12443
C5787,C19419
C15244,C12956
C5782,C22723
C15244,C17556
C15244,C15690
C15244,C4308
C8400,C463
C5802,C5416
C15244,C954
C15244,C17825
C5782,C21753
C5808,C22595
C15244,C6497
C15244,C18856
C15244,C764
C8017,C754
C16099,C2614
C15244,C6336
C5802,C1138
C15244,C13903
C5808,C12570
C16352,C6941
C15244,C1202
C4485,C528
C15244,C116
C15244,C9236
C5782,C22961
C15244,C1980
C5802,C706
C15244,C3311
C15244,C6495
C15244,C1219
C5802,C18533
C5802,C22830
C15244,C1888
C5808,C17451
C15244,C1593
C9063,C586
C15244,C19776
C9154,C5818
C15244,C15833
C15244,C7722
C17693,C1035
C5802,C18576
C5802,C9717
C12170,C668
C1055,C11516
C15244,C797
C15244,C418
C15244,C4144
C1495,C10399
C15244,C15038
C5802,C12638
C15244,C8637
C15244,C318
C5808,C17821
C15244,C262
C15244,C17303
C19518,C11011
C18898,C87
C15244,C1006
C15244,C2913
C15244,C23038
C15244,C21085
C21883,C586
C5802,C13064
C15988,C754
C17693,C706
C15244,C11775
C15244,C20369
C15244,C12339
C15244,C16197
C15244,C3211
C5808,C22778
C15244,C20647
C15244,C17774
C15244,C9912
C15244,C4924
C15244,C11286
C15244,C7460
C5802,C19057
C5808,C9439
C15244,C1425
C15244,C10711
C15244,C541
C15244,C2103
C15244,C7758
C15244,C3665
C5787,C6891
C15244,C2654
C15244,C12275
C15244,C17716
C5787,C18827
C15244,C14095
C17693,C798
C15244,C15077
C15244,C19481
C15244,C9262
C6375,C22594
C5802,C8005
C15244,C18398
C5802,C20212
C5787,C12107
C5787,C2848
C25708,C13585
C7774,C18720
C12261,C3011
C15244,C19785
C22480,C586
C15244,C16150
C15244,C15693
C5787,C10518
C13238,C1065
C15244,C11890
C5787,C1857
C5808,C8129
C15244,C8851
C5802,C23421
C15244,C10779
C5808,C1276
C15244,C9516
C5802,C6635
C5802,C11725
C5802,C21932
C5808,C16379
C5802,C1060
C15244,C3614
C15244,C14934
C15708,C1065
C5787,C17092
C15244,C1554
C5808,C1100
C5808,C9676
C15244,C14078
C15244,C13328
C11627,C754
C15244,C19585
C17693,C8104
C15244,C9849
C5787,C12831
C15244,C12596
C15244,C1839
C15244,C2637
C15244,C11472
C15244,C2315
C15244,C991
C5802,C6460
