src,dst
C721,C1173
C1567,C2835
C25192,C2519
C1311,C549
C3427,C2519
C4639,C3287
C820,C1003
C14615,C2415
C505,C2483
C4323,C1947
C3882,C1556
C16038,C14993
C5782,C16694
C721,C1003
C1220,C1056
C5787,C7740
C5787,C11952
C14794,C13717
C12449,C7298
C7328,C24136
C875,C1173
C1522,C2983
C9997,C22399
C12089,C5826
C21159,C22396
C772,C1003
C6522,C2825
C10743,C338
C1220,C1173
C5782,C27012
C25192,C4785
C3427,C4785
C9997,C4682
C19570,C3574
C379,C3468
C1311,C1173
C17693,C721
C14253,C5637
C395,C24064
C17693,C1906
C721,C3468
C6785,C338
C5782,C23660
C19797,C338
C5782,C26055
C5808,C12739
C6055,C338
C17693,C3469
C2827,C1015
C745,C549
C1901,C16750
C5787,C19183
C1311,C1056
C5782,C22903
C8165,C3065
C5418,C338
C8424,C18266
C5450,C46
C17693,C400
C3412,C18266
C5763,C15539
C17640,C2519
C11472,C22400
C1220,C3468
C11227,C25856
C21642,C25856
C820,C1056
C3089,C13717
C16712,C23224
C2039,C2189
C772,C549
C5808,C20552
C14670,C22397
C1901,C16739
C20473,C2519
C2035,C22032
C395,C14231
C25536,C2270
C745,C1173
C23769,C5374
C182,C1697
C820,C1173
C5808,C16531
C1277,C5698
C8677,C3065
C772,C1056
C17693,C1549
C11472,C1487
C8040,C1435
C17412,C23778
C395,C3350
C5202,C338
C395,C1179
C16637,C3574
C11915,C1821
C1487,C1884
C11472,C22399
C18369,C2008
C26612,C13024
C16270,C448
C3598,C46
C498,C338
C14959,C13717
C17693,C17640
C379,C1056
C13542,C2026
C5301,C1056
C1311,C3468
C721,C1056
C18204,C23304
C640,C2389
C13328,C3287
C772,C1173
C1015,C13960
C15701,C2983
C10,C4044
C4931,C2436
C18002,C5698
C18453,C4667
C23114,C2026
C8935,C24135
C13246,C3774
C505,C5590
C1053,C2389
C17693,C9006
C18576,C2683
C13168,C13717
C12816,C2128
C379,C1173
C395,C15386
C5782,C22902
C5301,C1173
