source_node,path_score,path_nodes,path_edges,path_length
C15296,1.0,C15296 -> C9883 -> C575,"124649,117946",2
C21738,1.0,C21738 -> C5737,100952,1
C22443,1.0,C22443 -> C1324,124518,1
C4777,1.0,C4777 -> C2007,87400,1
C22443,1.0,C22443 -> C4305,128240,1
C22443,1.0,C22443 -> C22323,127088,1
C26969,1.0,C26969 -> C5721,84898,1
C14842,1.0,C14842 -> C7298,124251,1
C4777,1.0,C4777 -> C12562,119754,1
C21209,1.0,C21209 -> C5030,94051,1
C4667,1.0,C4667 -> C2057,113952,1
C15497,1.0,C15497 -> C1200 -> C5500,"106032,106038",2
C4667,1.0,C4667 -> C1503,113983,1
C4667,1.0,C4667 -> C2521,83404,1
C4667,1.0,C4667 -> C18453,88747,1
C17929,1.0,C17929 -> C754,117503,1
C12534,1.0,C12534 -> C359,76913,1
C21222,1.0,C21222 -> C5721,98229,1
C20327,1.0,C20327 -> C1200 -> C2971 -> C754,"106107,106055,107310",3
C3810,1.0,C3810 -> C754,107609,1
C4969,1.0,C4969 -> C754,110498,1
C27,1.0,C27 -> C1200 -> C15497 -> C754,"106045,106031,107510",3
C4384,1.0,C4384 -> C3774,128922,1
C22443,1.0,C22443 -> C6967,76588,1
C15497,1.0,C15497 -> C1200 -> C2971,"106032,106055",2
C850,1.0,C850 -> C2651,105003,1
C15497,1.0,C15497 -> C1200 -> C2236,"106032,106025",2
C1343,1.0,C1343 -> C754,117855,1
C1266,1.0,C1266 -> C9883 -> C575,"122543,117946",2
C1266,1.0,C1266 -> C9883 -> C3990,"122543,129078",2
C15497,1.0,C15497 -> C1200 -> C2855,"106032,106047",2
C3229,1.0,C3229 -> C3734,84048,1
C15497,1.0,C15497 -> C1200 -> C4773,"106032,106027",2
C15497,1.0,C15497 -> C1200 -> C1906,"106032,106036",2
C96,1.0,C96 -> C3668,85850,1
C22443,1.0,C22443 -> C10237,120345,1
C22443,1.0,C22443 -> C6369,57183,1
C22443,1.0,C22443 -> C10213,115881,1
C17016,1.0,C17016 -> C754,118227,1
C22443,1.0,C22443 -> C1570,116036,1
C22443,1.0,C22443 -> C10223,116232,1
C1495,1.0,C1495 -> C342,101047,1
C17244,1.0,C17244 -> C5721,117268,1
C27,1.0,C27 -> C1200 -> C2971 -> C754,"106045,106055,107310",3
C27,1.0,C27 -> C1200 -> C5500,"106045,106038",2
C5311,1.0,C5311 -> C754,117065,1
C12143,1.0,C12143 -> C1685,8779,1
C21418,1.0,C21418 -> C5720,93058,1
C20327,1.0,C20327 -> C1200 -> C15497,"106107,106031",2
C20327,1.0,C20327 -> C1200 -> C3185,"106107,106058",2
