src_burst_score,dst_inter_arrival_mean,dst_inter_arrival_std,src_burst_score_weighted,dst_inter_arrival_mean_weighted,dst_inter_arrival_std_weighted,total_score,label
0.7333333333333333,1.7332339791356184,52.52045586696973,0.4375845948887509,0.013627283776475882,-0.006054693973672243,0.4451571846915545,0.0
0.5,0.0,0.0,0.16803700024279056,0.004891697022566747,-0.002191345674538858,0.17073735159081846,0.0
0.5,2699.1087613293053,22647.40742970958,0.16803700024279056,0.22848180905602195,-0.07415854508079503,0.32236026421801744,0.0
0.5833333333333334,1.7332339791356184,52.52045586696973,0.2820724929256249,0.013627283776475882,-0.006054693973672243,0.28964508272842854,0.0
0.8125,1.7332339791356184,52.52045586696973,0.4761228896409147,0.013627283776475882,-0.006054693973672243,0.4836954794437183,0.0
0.7857142857142857,952.6398078975452,12511.378009424116,0.4648029664005987,0.13376041586204407,-0.04009163847771602,0.5584717437849268,0.0
0.5,901.42004048583,12592.360262735554,0.16803700024279056,0.09220704162774335,-0.04574683779758493,0.21449720407294898,0.0
0.5,1.7332339791356184,52.52045586696973,0.16803700024279056,0.013627283776475882,-0.006054693973672243,0.17560959004559418,0.0
0.5384615384615384,1.7332339791356184,52.52045586696973,0.21606114739462154,0.013627283776475882,-0.006054693973672243,0.22363373719742516,0.0
0.6666666666666666,1.7332339791356184,52.52045586696973,0.38940459923025333,0.013627283776475882,-0.006054693973672243,0.39697718903305695,0.0
0.7272727272727273,1.7332339791356184,52.52045586696973,0.4352012530916796,0.013627283776475882,-0.006054693973672243,0.44277384289448324,0.0
0.7142857142857143,1.7332339791356184,52.52045586696973,0.4295602973869687,0.013627283776475882,-0.006054693973672243,0.43713288718977233,0.0
0.5,1.7332339791356184,52.52045586696973,0.16803700024279056,0.013627283776475882,-0.006054693973672243,0.17560959004559418,0.0
0.5454545454545454,1.7332339791356184,52.52045586696973,0.23091617090810546,0.013627283776475882,-0.006054693973672243,0.23848876071090908,0.0
0.5,1.7332339791356184,52.52045586696973,0.16803700024279056,0.013627283776475882,-0.006054693973672243,0.17560959004559418,0.0
0.6226415094339622,33548.27272727273,75196.74011683185,0.3400747456872039,0.3213140616641644,-0.0991880601258496,0.5622007472255187,0.0
0.6226415094339622,28746.333333333332,74863.42864769745,0.3400747456872039,0.30956434049240544,-0.09903472467784567,0.5506043615017636,0.0
0.6226415094339622,26851.5,69703.46487711354,0.3400747456872039,0.3036364141597328,-0.09621828736853219,0.5474928724784045,0.0
0.6226415094339622,1565.0,309.0,0.3400747456872039,0.20327654416104488,-0.008299501432764193,0.5350517884154846,0.0
0.6226415094339622,93.11111111111111,185.3509850373636,0.3400747456872039,0.0202248033505018,-0.007790733241302894,0.3525088157964028,0.0
0.6226415094339622,0.0,0.0,0.3400747456872039,0.004891697022566747,-0.002191345674538858,0.3427750970352318,0.0
0.6226415094339622,0.0,0.0,0.3400747456872039,0.004891697022566747,-0.002191345674538858,0.3427750970352318,0.0
0.6226415094339622,23934.071428571428,69194.8261055739,0.3400747456872039,0.29504555216980494,-0.09594334104797343,0.5391769568090354,0.0
0.6226415094339622,38923.36363636364,75469.70532757767,0.3400747456872039,0.33114762696081135,-0.09931260845909416,0.5719097641889211,0.0
0.6226415094339622,61279.933333333334,121181.01835874388,0.3400747456872039,0.36820874452113356,-0.11764471313156347,0.590638777076774,0.0
0.6226415094339622,113038.66666666669,142804.33144068922,0.3400747456872039,0.4370629982328601,-0.12449369647573882,0.6526440474443251,0.0
0.6226415094339622,86516.0,119678.75868005984,0.3400747456872039,0.40900569065569226,-0.11710657033320487,0.6319738660096914,0.0
0.6226415094339622,7102.4,16213.863674029086,0.3400747456872039,0.24797719959605816,-0.0589513110900609,0.5291006341932012,0.0
0.6226415094339622,52425.92307692308,120430.04889558953,0.3400747456872039,0.35362048831182213,-0.11739561646507433,0.5762996175339518,0.0
0.6226415094339622,333581.0,0.0,0.3400747456872039,0.5032736129225288,-0.002191345674538858,0.841157012935194,0.0
0.6226415094339622,58872.0,97931.61591232936,0.3400747456872039,0.3645867660945625,-0.10806095388524917,0.5966005578965172,0.0
0.6226415094339622,114033.33333333331,139647.91210596584,0.3400747456872039,0.43755313276687663,-0.12366415757695896,0.6539637208771216,0.0
0.6226415094339622,71043.84615384616,120929.48385277847,0.3400747456872039,0.38318679276143464,-0.11753426460962961,0.6057272738390089,0.0
0.6226415094339622,155.66666666666666,274.23266682792473,0.3400747456872039,0.021853439361170967,-0.008137353602691078,0.3537908314456838,0.0
0.6226415094339622,17.0,24.325912110340283,0.3400747456872039,0.01753871173100953,-0.004832710326744409,0.352780747091469,0.0
0.6226415094339622,31176.0,65054.67625620775,0.3400747456872039,0.3164995511823876,-0.09302703007520911,0.5635472667943825,0.0
0.6226415094339622,22220.733333333337,61725.87867279726,0.3400747456872039,0.28787299286689344,-0.09069879873252883,0.5372489398215685,0.0
0.6226415094339622,53506.0,102291.2143465899,0.3400747456872039,0.35530894389160356,-0.10979758064501775,0.5855861089337897,0.0
0.6226415094339622,90.0,0.0,0.3400747456872039,0.020134109165073542,-0.002191345674538858,0.35801750917773856,0.0
0.6226415094339622,126.9,237.6065866090416,0.3400747456872039,0.02119928342797565,-0.007969918343376447,0.3533041107718031,0.0
0.6226415094339622,77652.58333333333,124118.8675997451,0.3400747456872039,0.3927366975206783,-0.11879208527697216,0.6140193579309101,0.0
0.6226415094339622,37470.88888888889,75545.8296671548,0.3400747456872039,0.3286815169825706,-0.0993513829401986,0.5694048797295759,0.0
0.6226415094339622,34813.22222222222,77340.9844947508,0.3400747456872039,0.3238650768372741,-0.10005872347428568,0.5638810990501923,0.0
0.6226415094339622,32688.2,73681.43861217695,0.3400747456872039,0.31946737367576344,-0.09859175560583434,0.560950363757133,0.0
0.6226415094339622,67143.53333333334,152879.1542227026,0.3400747456872039,0.3774595514348161,-0.12786942630037695,0.589664870821643,0.0
0.6226415094339622,6601.777777777777,16164.738275214131,0.3400747456872039,0.2458487807337737,-0.05893897375516403,0.5269845526658137,0.0
0.6226415094339622,8873.6,17761.487005315743,0.3400747456872039,0.25566883838578247,-0.06703637789247478,0.5287072061805116,0.0
0.6428571428571429,1.7332339791356184,52.52045586696973,0.35754878434930354,0.013627283776475882,-0.006054693973672243,0.36512137415210716,0.0
0.5852382263839163,151610.25,217735.83974666987,0.2900226673571632,0.4603868411960807,-0.14138938287092997,0.6090201256823139,0.0
0.5852382263839163,151533.25,116710.47996939906,0.2900226673571632,0.4603057953282512,-0.11625764419387279,0.6340708184915417,0.0
0.8,1.7332339791356184,52.52045586696973,0.47075181793555326,0.013627283776475882,-0.006054693973672243,0.4783244077383569,0.0
0.569060773480663,77452.25,100838.02096276732,0.2559735698336136,0.39186255994623154,-0.10914487687975967,0.5386912529000855,0.0
0.569060773480663,166975.0,247513.05403688643,0.2559735698336136,0.4690471710727196,-0.14591072236456296,0.5791100185417702,0.0
0.6744186046511628,55544.166666666664,84652.80345705562,0.40360962043544507,0.3592879100693285,-0.10276882470663093,0.6601287057981426,0.0
0.3333333333333333,85587.0,123407.21559617168,0.04256374764386792,0.4079733206726259,-0.11833501639365011,0.33220205192284374,0.0
0.6666666666666666,1.7332339791356184,52.52045586696973,0.38940459923025333,0.013627283776475882,-0.006054693973672243,0.39697718903305695,0.0
0.6363636363636364,1.7332339791356184,52.52045586696973,0.34825109051256314,0.013627283776475882,-0.006054693973672243,0.35582368031536676,0.0
0.4375,1.7332339791356184,52.52045586696973,0.0925569076360225,0.013627283776475882,-0.006054693973672243,0.10012949743882615,0.0
0.6666666666666666,14.8,7.277362159464101,0.38940459923025333,0.017384338649429513,-0.00463355049198069,0.4021553873877022,0.0
0.6,639.2154269972452,11073.3436987138,0.30510576185601274,0.03546142650244935,-0.01942542754118695,0.3211417608172752,0.0
0.3840579710144927,236296.25,272137.628040827,0.05514566366987398,0.4930348182867343,-0.14796988230806396,0.40021059964854433,0.0
0.5555555555555556,1.7332339791356184,52.52045586696973,0.233875391943225,0.013627283776475882,-0.006054693973672243,0.2414479817460286,0.0
0.5,1.7332339791356184,52.52045586696973,0.16803700024279056,0.013627283776475882,-0.006054693973672243,0.17560959004559418,0.0
0.7272727272727273,1.7332339791356184,52.52045586696973,0.4352012530916796,0.013627283776475882,-0.006054693973672243,0.44277384289448324,0.0
0.8823529411764706,2699.1087613293053,22647.40742970958,0.49249458520708034,0.22848180905602195,-0.07415854508079503,0.6468178491823072,0.0
