source_node,path_score,path_nodes,path_edges,path_length
C5808,1.9145888691641701,C5808 -> C14783,74811,1
C15170,1.9107819125613676,C15170 -> C8672,4778,1
C22442,1.9010085233424283,C22442 -> C2162,116695,1
C21800,1.888476049482193,C21800 -> C3812,99591,1
C15733,1.873009968804623,C15733 -> C5696,2939,1
C1823,1.8619576950497896,C1823 -> C2127,3437,1
C13328,1.86144498672549,C13328 -> C1124,4955,1
C1697,1.858913289478456,C1697 -> C5590,1528,1
C17693,1.853762273112012,C17693 -> C8219,105873,1
C14494,1.8492130474162283,C14494 -> C3040,50951,1
C5787,1.8478682574155947,C5787 -> C17631,36469,1
C1222,1.8454314324011876,C1222 -> C3812,53028,1
C24710,1.844209029595363,C24710 -> C5730,983,1
C5808,1.8436586610054981,C5808 -> C19288,74690,1
C5802,1.8429344918083077,C5802 -> C17168,67652,1
C1823,1.8425367746715342,C1823 -> C1697 -> C5590,"3487,1528",2
C5808,1.8358644270693085,C5808 -> C18741,67623,1
C5808,1.8357051098459263,C5808 -> C8441,67759,1
C16103,1.8334362955525796,C16103 -> C2162,130923,1
C3774,1.8309639749787483,C3774 -> C13779,2188,1
C17693,1.8202231026469853,C17693 -> C10862,102331,1
C17693,1.8158027756009902,C17693 -> C27027,80839,1
C17186,1.815619057222776,C17186 -> C3774 -> C13779,"3008,2188",2
C2668,1.8111680840706919,C2668 -> C5698,881,1
C2784,1.8104424717360743,C2784 -> C20593,1927,1
C1823,1.8099471330705732,C1823 -> C1697,3487,1
C2696,1.806150313102875,C2696 -> C95,45269,1
C11330,1.8045832213620894,C11330 -> C1124,62770,1
C7507,1.8005604000975275,C7507 -> C3774 -> C13779,"2362,2188",2
C11194,1.7976507487705564,C11194 -> C3812,2749,1
C17693,1.7941457698561543,C17693 -> C8553,123352,1
C23967,1.793033444235614,C23967 -> C20593,1580,1
C14253,1.7910608090761226,C14253 -> C4592,79751,1
C7292,1.7868707556992434,C7292 -> C2683,2494,1
C20995,1.7865144783234719,C20995 -> C26752,90402,1
C17186,1.7850748160902112,C17186 -> C3774,3008,1
C1015,1.775595441298987,C1015 -> C3122,1044,1
C1005,1.7751020319794293,C1005 -> C3774 -> C13779,"77644,2188",2
C4407,1.7749393509409555,C4407 -> C3239,4908,1
C21383,1.772756706714279,C21383 -> C20593,91995,1
C5808,1.7698245430343709,C5808 -> C18992,74707,1
C3173,1.768904848153939,C3173 -> C8393,65385,1
C11694,1.7662435220201242,C11694 -> C15914,37978,1
C10208,1.7637861455991377,C10208 -> C3774 -> C13779,"49020,2188",2
C17640,1.762583581299458,C17640 -> C25466,58165,1
C12339,1.7617710513246199,C12339 -> C2683,2712,1
C17160,1.760410343470894,C17160 -> C4289,99780,1
C17693,1.7579988600442495,C17693 -> C1555,106021,1
C18489,1.7560884965010934,C18489 -> C4667,88439,1
C13024,1.7536154630268272,C13024 -> C1432,6176,1
