src,dst,label,one_class_svm_score,isolation_forest_score
C13576,C625,0,-278.36123739712093,0.494492763650763
C14423,C612,0,-232.30914417497297,0.5932462138724666
C23864,C743,0,-483.2344203286216,0.4513325775919749
C9236,C457,0,-265.23428657515296,0.4960492644913689
C1509,C457,0,-199.51437114540704,0.505425171892203
C1611,C17131,0,-568.0128357958774,0.43857503689370037
C11952,C5030,0,-684.5765245028192,0.4352114001144813
C11067,C4784,0,-506.06631779610916,0.4525700446043129
C20371,C625,0,-579.4116385850534,0.4638955545384043
C7758,TGT,0,-307.3745328488799,0.47740211707153934
C7930,C2106,0,-487.46663654286476,0.4709697668550596
C24009,C625,0,-292.29145835449845,0.5286988176585513
C528,C13331,0,-195.96091929747308,0.49055840977100723
C22500,C457,0,473.45256593949625,0.6131545947190198
C2812,C529,0,-87.38809817668744,0.5198093104522554
C20293,C529,0,-4.7745265397902585,0.5276782763576454
C20829,C586,0,-145.75367893889916,0.5173774329392598
C8528,C585,0,-500.23931791555424,0.4389806440724186
C23380,C7960,0,-562.4388888981821,0.4452012758645752
C7571,C586,0,-17.426973960870782,0.5391879258965387
C22275,C467,0,-433.20958912045944,0.47450094398310483
C17644,C625,0,-234.63294657830784,0.49524281545157933
C13406,C4784,0,-442.2422340128842,0.45218866526744017
C10611,C529,0,143.1613685620896,0.6470301926518855
C2719,C231,0,-456.8159292446021,0.4695379844274988
C489,C2106,0,-566.4769985993203,0.45933305781444816
C24264,C467,0,-112.2597330711601,0.555955236253154
C1227,C754,0,117.85044190494273,0.6401664028190581
C24372,C457,0,-170.539215806024,0.5180879185243843
C5033,C1640,0,-602.7057547420368,0.44261744468255815
C19388,TGT,0,-175.91463178089498,0.5378270992820786
C2588,C11264,0,-142.03850485055455,0.5193512483978641
C13393,C706,0,-251.0831240430839,0.46908335619615854
C529,C1001,0,-358.4784147453406,0.46321313839990613
C695,C5716,0,-310.7376147778418,0.47315696682586833
C1521,C9236,0,-183.64089199901127,0.5183416217489898
C7620,C2106,0,-586.9936349490827,0.46445090358238894
C17857,C2327,0,-499.7776252865606,0.4462194221091818
C13600,C528,0,-430.8392064842001,0.4803367586100271
C23246,C231,0,-212.45164277114372,0.5188756193870941
C2064,C1065,0,-114.5277252308174,0.5252931342890692
C8978,C706,0,-482.4563192302885,0.4508262346567858
C19711,C3547,0,-520.6945778169693,0.44055788984082955
C21587,C706,0,-656.4073196472505,0.4317020436573319
C12782,C16712,0,-565.6039762366463,0.4426415876613347
C2685,C15982,0,-126.76026448801667,0.5604546026663478
C23041,C1707,0,104.18948537734468,0.5538552861540715
C26408,C14961,0,-281.7949558260166,0.4835802492853919
C12699,C529,0,-66.7602933827643,0.5086865240690474
C1521,C20375,0,-209.78931115189516,0.5209453503210886
C15045,C585,0,-455.1822930987287,0.4543137910917728
C18933,C612,0,-350.4717131574448,0.5041209882585234
C2109,C408,0,-453.0710458627559,0.4513127197052861
C14470,C1707,0,-576.3640149596272,0.44290356953183146
C16565,C467,0,-484.4659976796688,0.463306470817085
C7286,C3398,0,-630.9458556103064,0.4325899782940522
C5802,C797,0,-195.1718819409498,0.6172409402946722
C9498,C612,0,-67.06664237018049,0.5167763665403624
C11743,C529,0,-84.42110777747575,0.49608881058204246
C1848,C625,0,-341.25885367791216,0.4917199157391874
C1521,C297,0,-285.3903770700208,0.470832891550877
C8972,C1640,0,-236.99664912348817,0.4734540908534358
C13521,C2327,0,-674.9711960136533,0.42237812893870963
C5721,C21583,0,-94.6590422252616,0.5536645214678354
C21787,C22400,0,-235.75181434540036,0.5382952632325442
C7233,C585,0,-419.234190314703,0.4619395375111952
C1010,TGT,0,-489.69962448589195,0.4749688338765382
C12010,C467,0,-446.2215136825989,0.46147934446135747
C10743,C5720,0,-457.52563607965203,0.4661340228726833
C23987,C706,0,-530.7234837811657,0.4524563626093506
C10595,C467,0,-364.39262931559733,0.48897461370538664
C15401,C467,0,-445.5624265757224,0.47264807530895914
C20071,C2327,0,-643.3649721407091,0.4370448537094801
C19452,C5721,0,-299.94854533568423,0.4946385470948548
C1076,C467,0,-206.72708576877312,0.4978565101478028
C15209,C706,0,-536.5569812788481,0.45328486546018504
C19929,C529,0,-289.5855206138358,0.509949035426897
C1521,C18975,0,-246.17570138089468,0.47237285324795386
C21906,C529,0,-77.5602103480187,0.6100288357763174
C17813,C706,0,-475.29446381886737,0.4599726187861392
C24387,C1877,0,-94.74307943017266,0.5290675078242971
C629,C1877,0,-612.4453295420049,0.435158893577263
C17228,TGT,0,-305.62736361979114,0.5057711011960663
C16204,C743,0,-442.96675278500834,0.4859538088774118
C22204,C528,0,-546.3216083007583,0.4561694071118995
C1521,C8133,0,-189.93953400000782,0.5117933447059848
C11663,C612,0,-156.99968192383767,0.5202126667760217
C13123,C1065,0,285.3644854910144,0.6443697505635096
C706,C6492,0,-188.67915957844207,0.5019491210816869
C893,C706,0,-597.5692739555739,0.4501569456405149
C22759,C3034,0,-618.3641569638748,0.4588321475743777
C13888,C612,0,-414.12455113615033,0.4645553719848319
C6965,C528,0,-465.6081963215129,0.4588550105398239
C843,C586,0,-156.06491020863314,0.508148146826599
C5720,C18197,0,-330.5596067340243,0.4908376416745241
C5721,C18147,0,-385.93863208083667,0.4649842876619041
C16670,C231,0,-583.855616257184,0.4938656623282037
C529,C22867,0,-260.60242012506205,0.4984785323585244
C6018,C5720,0,-588.8777187282967,0.44475149437235734
C457,C11743,0,-288.14440642798945,0.47000093852752134
C3662,C528,0,-518.9267511498292,0.4642287369830369
C7105,C2327,0,-676.3508229084141,0.4227857269533257
C19266,C1065,0,-201.76239546202305,0.506737279759188
C20353,C1640,0,-505.2654038021665,0.46395473215252936
C18288,C23778,0,-154.53415473777932,0.5251110503217435
C17481,C1640,0,-80.58784164400004,0.4849203826715902
