node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C10614,15,15,30,0.5,0.0,23934.071428571428,69194.8261055739,0.7333333333333333,335077.0
C16712,1589,2014,3603,0.5589786289203441,0.0,1.7332339791356184,52.52045586696973,0.6226415094339622,3489.0
C11227,0,2,2,1.0,0.0,313438.0,0.0,0.5,313438.0
C25856,5,1,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0
C11667,16,16,32,0.5,0.0,22675.4,62829.96961302253,0.5,340131.0
C743,662,663,1325,0.5003773584905661,0.0,2699.1087613293053,22647.40742970958,0.4781297134238311,1786810.0
C1226,12,12,24,0.5,0.0,38923.36363636364,75469.70532757767,0.5833333333333334,428157.0
C12267,16,16,32,0.5,0.0,61279.933333333334,121181.01835874388,0.8125,919199.0
C12632,15,14,29,0.4827586206896552,0.0,25586.0,72356.66069919521,0.7857142857142857,332618.0
C467,1905,1875,3780,0.49603174603174605,0.0,952.6398078975453,12511.378009424117,0.6416,1785247.0
C12941,0,2,2,1.0,0.0,428951.0,0.0,0.5,428951.0
C5721,3865,1977,5842,0.33841150290996236,0.0,901.42004048583,12592.360262735554,0.4729387961557916,1781206.0
C13470,4,4,8,0.5,0.0,113038.66666666667,142804.33144068922,0.5,339116.0
C13490,13,13,26,0.5,0.0,28746.333333333332,74863.42864769745,0.5384615384615384,344956.0
C14394,6,6,12,0.5,0.0,86516.0,119678.75868005985,0.6666666666666666,432580.0
C14702,11,11,22,0.5,0.0,7102.4,16213.863674029086,0.7272727272727273,71024.0
C14967,14,14,28,0.5,0.0,52425.92307692308,120430.04889558953,0.7142857142857143,681537.0
C15459,2,2,4,0.5,0.0,333581.0,0.0,0.5,333581.0
C15549,11,11,22,0.5,0.0,58872.0,97931.61591232936,0.5454545454545454,588720.0
C16029,4,4,8,0.5,0.0,114033.33333333333,139647.91210596584,0.5,342100.0
C13283,12,12,24,0.5,0.0,33548.27272727273,75196.74011683185,0.75,369031.0
C13570,17,17,34,0.5,0.0,26851.5,69703.46487711354,0.7647058823529411,429624.0
C20261,4,3,7,0.42857142857142855,0.0,1565.0,309.0,0.3333333333333333,3130.0
C20893,2,10,12,0.8333333333333334,0.0,93.11111111111111,185.35098503736359,0.8,838.0
C21112,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24911,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C16756,14,14,28,0.5,0.0,71043.84615384616,120929.48385277847,0.6428571428571429,923570.0
C1700,10,10,20,0.5,0.0,155.66666666666666,274.23266682792473,0.8,1401.0
C1843,9,9,18,0.5,0.0,17.0,24.325912110340283,0.6666666666666666,136.0
C185,11,11,22,0.5,0.0,31176.0,65054.67625620775,0.6363636363636364,311760.0
C1857,16,16,32,0.5,0.0,22220.733333333334,61725.87867279726,0.4375,333311.0
C2128,9,9,18,0.5,0.0,53506.0,102291.2143465899,0.5555555555555556,428048.0
C24336,2,2,4,0.5,0.0,90.0,0.0,0.5,90.0
C24474,3,11,14,0.7857142857142857,0.0,126.9,237.6065866090416,0.7272727272727273,1269.0
C2881,13,13,26,0.5,0.0,77652.58333333333,124118.8675997451,0.7692307692307693,931831.0
C2882,10,10,20,0.5,0.0,37470.88888888889,75545.8296671548,0.5,337238.0
C3100,10,10,20,0.5,0.0,34813.22222222222,77340.9844947508,0.5,313319.0
C4814,11,11,22,0.5,0.0,32688.2,73681.43861217695,0.45454545454545453,326882.0
C8026,16,16,32,0.5,0.0,67143.53333333334,152879.1542227026,0.5625,1007153.0
C8492,10,10,20,0.5,0.0,6601.777777777777,16164.738275214133,0.7,59416.0
C962,11,11,22,0.5,0.0,8873.6,17761.487005315743,0.5454545454545454,88736.0
C1685,3630,3631,7261,0.5000688610384244,0.0,639.2154269972452,11073.343698713801,0.5852382263839163,2320352.0
C20473,9,5,14,0.35714285714285715,0.0,151610.25,217735.83974666987,0.6,606441.0
C9156,9,5,14,0.35714285714285715,0.0,151533.25,116710.47996939906,0.4,606133.0
C1707,3622,3620,7242,0.49986191659762497,0.0,642.1248963802155,11060.022908175102,0.569060773480663,2323850.0
C6211,12,5,17,0.29411764705882354,0.0,77452.25,100838.02096276732,0.6,309809.0
C8677,15,7,22,0.3181818181818182,0.0,166975.0,247513.05403688643,0.7142857142857143,1001850.0
C17693,22,473,495,0.9555555555555556,0.0,3616.9406779661017,30433.95773479454,0.6744186046511628,1707196.0
C5074,11,7,18,0.3888888888888889,0.0,55544.166666666664,84652.80345705562,0.42857142857142855,333265.0
C1823,6,6,12,0.5,0.0,14.8,7.277362159464101,0.3333333333333333,74.0
C1971,11,6,17,0.35294117647058826,0.0,85587.0,123407.21559617169,0.6666666666666666,427935.0
C2091,40,276,316,0.8734177215189873,0.0,7807.552727272728,44897.55476589244,0.38405797101449274,2147077.0
C12839,12,5,17,0.29411764705882354,0.0,236296.25,272137.628040827,0.4,945185.0
C2697,17,17,34,0.5,0.0,68306.1875,201932.85242414704,0.8823529411764706,1092899.0
C453,19,19,38,0.5,0.0,60306.444444444445,106094.14379126902,0.5263157894736842,1085516.0
C5030,1753,1754,3507,0.5001425719988595,0.0,1018.8225898459783,13141.953756255589,0.7354618015963512,1785996.0
C10293,22,16,38,0.42105263157894735,0.0,20711.333333333332,58489.90819240149,0.5625,310670.0
C13140,13,13,26,0.5,0.0,22800.333333333332,66270.41775852094,0.8461538461538461,273604.0
C17743,4,4,8,0.5,0.0,1594.3333333333333,304.12095546929277,0.25,4783.0
C19499,12,12,24,0.5,0.0,10757.272727272728,25511.87967520197,0.75,118330.0
C20342,13,13,26,0.5,0.0,941.0833333333334,2605.110377006872,0.8461538461538461,11293.0
C21185,3,2,5,0.4,0.0,178744.0,0.0,0.5,178744.0
C21376,4,12,16,0.75,0.0,743.1818181818181,1706.6676098697462,0.75,8175.0
C22132,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C22414,2,1,3,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
C23067,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C23099,18,17,35,0.4857142857142857,0.0,4061.8125,10666.098210092749,0.7647058823529411,64989.0
C23918,2,2,4,0.5,0.0,2719.0,0.0,0.5,2719.0
C24056,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C25561,2,2,4,0.5,0.0,719.0,0.0,0.5,719.0
C11545,1,4,5,0.8,0.0,103748.33333333333,102486.62258178978,0.5,311245.0
C585,4752,2174,6926,0.3138896910193474,0.0,1029.9967786470318,16475.30658355343,0.4139834406623735,2238183.0
C11122,16,16,32,0.5,0.0,22630.266666666666,60486.11437398027,0.6875,339454.0
C586,2000,1964,3964,0.4954591321897074,0.0,909.7264391237901,12436.600835082534,0.6481670061099797,1785793.0
C13730,17,17,34,0.5,0.0,68708.6875,248345.2423071355,0.9411764705882353,1099339.0
C529,1927,1900,3827,0.4964724327149203,0.0,939.3091100579252,12479.63531795156,0.6089473684210527,1783748.0
C3841,10,4,14,0.2857142857142857,0.0,20132.0,27123.021844919862,0.75,60396.0
C1581,2,2,4,0.5,0.0,921582.0,0.0,0.5,921582.0
C368,29,17,46,0.3695652173913043,0.0,68380.625,123767.63572410347,0.35294117647058826,1094090.0
C5720,3154,1391,4545,0.3060506050605061,0.0,1600.168345323741,20410.47327007266,0.4227174694464414,2224234.0
C1015,48,187,235,0.7957446808510639,0.0,9161.032258064517,42112.050953047605,0.5240641711229946,1703952.0
C375,12,5,17,0.29411764705882354,0.0,77507.75,102771.43639984555,0.6,310031.0
C11727,0,4,4,1.0,0.0,307466.0,434749.7552255397,0.75,922398.0
C22112,25,88,113,0.7787610619469026,0.0,6769.252873563219,35789.660018110226,0.7840909090909091,588925.0
C22751,8,12,20,0.6,0.0,6598.818181818182,16145.37658457836,0.6666666666666666,72587.0
C9477,4,4,8,0.5,0.0,308797.3333333333,236869.38580341887,0.5,926392.0
C10,0,95,95,1.0,0.0,11788.712765957447,42760.10359107686,0.4631578947368421,1108139.0
C9079,14,5,19,0.2631578947368421,0.0,81840.25,130880.29747134402,0.6,327361.0
C1065,1925,1902,3827,0.49699503527567285,0.0,939.6196738558654,12488.372365096784,0.6125131440588854,1786217.0
C1508,13,13,26,0.5,0.0,6213.916666666667,15859.400569054375,0.8461538461538461,74567.0
C10833,11,11,22,0.5,0.0,31006.6,74888.8801868475,0.8181818181818182,310066.0
C12133,13,13,26,0.5,0.0,26104.25,69360.87791414432,0.6153846153846154,313251.0
C457,1642,1615,3257,0.4958550813632177,0.0,1106.0607187112764,13518.684507576772,0.5628482972136223,1785182.0
C13337,6,6,12,0.5,0.0,67982.8,97697.50390547345,0.5,339914.0
C1906,12,7,19,0.3684210526315789,0.0,103883.33333333333,128160.82750157667,0.7142857142857143,623300.0
C17552,26,26,52,0.5,0.0,44142.32,82262.50123049748,0.4230769230769231,1103558.0
C6001,18,18,36,0.5,0.0,19765.764705882353,58233.30055654877,0.6111111111111112,336018.0
