src,dst
C5787,C2604
C5808,C9764
C5808,C18963
C5802,C11017
C17693,C1610
C5808,C18550
C5808,C19965
C17693,C2846
C5808,C21476
C17693,C1234
C17693,C22176
C17693,C8422
C5808,C9430
C5802,C10776
C5808,C17554
C5808,C3762
C17693,C1371
C5808,C19865
C5787,C15120
C5808,C22594
C5808,C496
C5787,C10628
C17693,C12512
C5808,C322
C5802,C24206
C5787,C12410
C5802,C11246
C5787,C20197
C5802,C24614
C5808,C16848
C5808,C8086
C17693,C1964
C5787,C21504
C17693,C3037
C5787,C6878
C5802,C6941
C5808,C18072
C5808,C19107
C5787,C20363
C5802,C14055
C5787,C12436
C5808,C13508
C5802,C10865
C5808,C17583
C5802,C22986
C5808,C6689
C5802,C9855
C5808,C984
C17693,C11811
C17693,C1703
C5808,C20537
C5808,C17532
C5787,C24730
C5808,C1562
C17693,C625
C5787,C19889
C5808,C19957
C5802,C11479
C5802,C20431
C5808,C405
C5787,C22370
C5808,C10572
C5802,C19846
C5787,C19776
C5802,C9853
C5802,C5675
C5787,C17363
C5802,C19162
C5787,C10909
C17693,C3629
C5808,C21614
C5787,C10709
C17693,C4998
C5808,C15315
C5787,C15607
C5787,C459
C17693,C16316
C5802,C17927
C5808,C11583
C5808,C19462
C5802,C15368
C5802,C19127
C5787,C19147
C5808,C1568
C17693,C1946
C5808,C17313
C5802,C6901
C5808,C15688
C5802,C9232
C5808,C22935
C5808,C1070
C5787,C2935
C5808,C1512
C5808,C1556
C5787,C19789
C17693,C2379
C5802,C18656
C5808,C19063
C5787,C20976
C5802,C14451
C5802,C21616
C5787,C4818
C5808,C24631
C5787,C5006
C5802,C11292
C17693,C4773
C5787,C3210
C5787,C1883
C5802,C22561
C5787,C11613
C5808,C20071
C5802,C10874
C17693,C19156
C5808,C17021
C5787,C251
C5808,C24763
C5808,C17244
C5787,C24704
C5802,C19511
C5787,C19818
C5808,C22320
C5802,C6391
C5808,C16828
C5802,C10579
C5808,C23453
C5808,C9601
C17693,C152
C5808,C15257
C5787,C17052
C5787,C19078
C5808,C17601
C5787,C16580
C17693,C824
C5787,C17658
C5808,C8561
C5787,C11354
C5802,C15057
C5802,C22389
C17693,C2010
C5802,C18664
C5802,C20293
C5787,C12749
C17693,C61
C5787,C20500
C5802,C7978
C5787,C7964
C5787,C8060
C5802,C7618
C5808,C21963
C5787,C23438
C5808,C16707
C17693,C464
C5808,C22540
C5802,C96
C5808,C300
C5787,C18923
C5787,C11581
C5808,C10235
C5802,C3279
C5808,C11051
C5802,C18141
C5808,C7371
C5787,C330
C5808,C17596
C5802,C15987
C5808,C10185
C5802,C24615
C5808,C24633
C5808,C1231
C17693,C10405
C17693,C2378
C5808,C11779
C5808,C280
C5787,C1236
C5808,C6607
C5808,C17010
C5808,C6135
C5802,C2846
C5802,C22176
C5802,C6917
C5802,C17598
C5787,C16820
C5787,C11094
C5808,C18428
C5802,C7270
C5808,C8495
C5787,C22974
C17693,C2706
C5802,C18841
C5802,C17548
C5787,C10114
C5802,C16173
C5787,C14842
C17693,C7131
C5787,C11987
C5787,C9845
C5808,C13395
C5787,C19215
C5808,C12937
C5802,C22412
C5802,C5416
C5802,C6379
C5802,C9246
C5808,C5170
C5802,C3037
C5808,C17528
C5787,C866
C5802,C10692
C5802,C15701
C5787,C14431
C5802,C18211
C5802,C7884
C5787,C14706
C5802,C21800
C5787,C19363
C5808,C20416
C5802,C9717
C5787,C22173
C17693,C148
C17693,C19646
C5787,C17283
C5808,C20137
C5808,C13401
C5787,C806
C5802,C22289
C5802,C22157
C5808,C17153
C5808,C7272
C5802,C24761
C5808,C3928
C5802,C14714
C5808,C13610
C5808,C13623
C5808,C22123
C5787,C7635
C5802,C9178
C5787,C20283
C17693,C13866
C17693,C2597
C5808,C14307
C17693,C917
C5808,C22042
C5787,C17899
C5808,C14197
C5808,C6600
C5802,C17909
C5787,C21919
C17693,C20741
C17693,C2341
C17693,C2604
C5808,C10888
C5808,C14919
C17693,C246
C5802,C10872
C5808,C19211
C5787,C21873
C17693,C798
C5802,C22591
C5808,C24657
C5808,C14059
C5808,C15326
C5808,C21240
C5808,C87
C5787,C15888
C5802,C21069
C5787,C12761
C5808,C15771
C5787,C1090
C17693,C16401
C5787,C9341
C17693,C2242
C5787,C1150
C17693,C8209
C5808,C7873
C5808,C1884
C5808,C12505
C5802,C9057
C5802,C17605
C5808,C15196
C5787,C22016
C5787,C20246
C5787,C59
C5808,C23142
C5808,C18544
C5802,C700
C17693,C1870
C5808,C17470
C5808,C14601
C5808,C19785
C5787,C965
C5808,C20393
C5808,C17387
C5802,C19139
C5802,C23158
C17693,C2085
C5802,C17306
C17693,C13410
C5787,C20446
C5808,C21374
C5802,C10118
C5787,C16457
C5787,C9152
C5808,C19421
C5802,C12606
C5802,C2410
C5802,C14690
C17693,C3443
C5808,C5875
C5808,C8843
C17693,C366
C17693,C1549
C5808,C10069
C5787,C1567
C5802,C18965
C17693,C231
C17693,C486
C5808,C9947
C5787,C12107
C17693,C3058
C5802,C7709
C5787,C18994
C17693,C16467
C5802,C20509
C17693,C1755
C5808,C17821
C17693,C10817
