src,dst
C16869,C585
C5163,C585
C7219,C585
C9152,C625
C16033,C5720
C17693,C16739
C1322,C529
C8021,C5721
C16262,C467
C2470,C754
C12964,C585
C23099,C5721
C22775,C754
C14169,C2651
C17738,C2109
C12753,C585
C1567,C2189
C11637,C5721
C15588,C585
C7674,C585
C18558,C2651
C2162,C585
C21102,C754
C16592,C585
C5828,C585
C548,C754
C3422,C585
C10022,C5721
C771,C2651
C14683,C585
C11858,C457
C776,C467
C17979,C9883
C19040,C5720
C11661,C5720
C19530,C5721
C17895,C2651
C22471,C5721
C9462,C585
C20229,C585
C9849,C743
C21298,C743
C13205,C5721
C6003,C585
C17693,C12816
C20416,C754
C10835,C5721
C17105,C754
C6696,C5720
C17131,C4784
C12684,C585
C16439,C529
C10118,C22399
C20539,C743
C17429,C5720
C10827,C5721
C17693,C8490
C1112,C3468
C295,C5721
C8526,C585
C5783,C585
C10701,C585
C4767,C2651
C19335,C585
C5902,C754
C10146,C585
C5858,C5721
C15432,C5721
C3057,C585
C1747,C5721
C21800,C754
C2849,C5721
C15432,C612
C21502,C754
C20431,C585
C688,C5463
C8475,C2651
C10872,C585
C704,C5721
C1329,C585
C9820,C743
C8919,C5721
C14539,C2174
C8141,C9883
C7936,C743
C1442,C366
C22050,C5721
C8794,C754
C10101,C2651
C11567,C5720
C7073,C5721
C19996,C2174
C7637,C5720
C7575,C585
C19189,C5721
C5802,C20539
C1649,C585
C13715,C585
C12657,C585
C22064,C9883
C521,C2651
C9524,C585
C13877,C585
C1369,C754
C7705,C5721
C395,C1338
C17693,C14736
C20413,C585
C11755,C5720
C2969,C585
C17205,C467
C22961,C612
C912,C5720
C16397,C5720
C8011,C529
C8109,C5720
C1145,C585
C22753,C754
C12133,C5721
C20821,C5721
C1301,C585
C19697,C743
C20000,C1719
C15800,C585
C7633,C585
C16760,C5096
C22332,C2651
C1668,C585
C391,C3909
C11748,C585
C10043,C585
C677,C585
C8653,C585
C15049,C2651
C7215,C743
C1690,C585
C6389,C5720
C11775,C5736
C12951,C5721
C11768,C754
C12847,C2651
C7113,C2651
C18466,C585
C17693,C26866
C15324,C5721
C1015,C25840
C7103,C5721
C8100,C585
C9868,C5721
C12733,C585
C12835,C754
C8615,C585
C10568,C754
C22946,C5736
C1425,C585
C5802,C11238
C23074,C2651
C2833,C585
C18043,C743
C16291,C743
C22157,C754
C286,C754
C13279,C585
C23084,C5720
C3349,C894
C2521,C4667
C1481,C585
C10033,C585
C7658,C5720
C21061,C457
C6913,C5720
C10460,C585
C14523,C5721
C1287,C2651
C8034,C743
C9359,C585
C342,C1056
C1091,C585
C2269,C754
C12057,C5720
C1837,C585
C23200,C585
C14477,C754
C6979,C585
C14619,C5721
C11492,C754
C5401,C585
C689,C754
C9238,C5720
C12445,C585
C2287,C5720
C232,C5096
C8544,C1065
C20358,C2174
C1589,C5720
C12773,C743
C22524,C9883
C21445,C754
C9755,C5721
C14529,C2651
C20520,C1065
C831,C5721
C22912,C754
C19057,C2651
C502,C5720
C13158,C743
C17668,C585
C17583,C754
C20069,C5721
C12689,C585
C17351,C754
C285,C2651
C21334,C585
C11643,C528
C22668,C743
C6407,C5096
C1952,C585
C9570,C5463
C8236,C585
C10116,C754
C9057,C5721
C23021,C5721
C19240,C585
C1462,C585
C3597,C754
C8664,C5721
C10976,C2651
C6398,C754
C3153,C5720
C21374,C754
C9061,C5736
C5931,C743
C8974,C743
C20384,C754
C18986,C612
C2057,C4682
C571,C585
C8196,C5463
C5751,C585
C5891,C585
C10527,C585
C1468,C585
C1053,C585
C9553,C5721
C16087,C612
C15546,C754
C26666,C5721
C20023,C585
C973,C585
C5909,C5720
C1068,C5720
C1311,C504
C21510,C585
C9685,C754
C8111,C5721
C17014,C5720
C18910,C5720
C18660,C2174
C13062,C4784
C528,C2647
C21,C2651
C17425,C5721
C21993,C5721
C15852,C5721
C23029,C585
C17693,C15057
C7808,C585
C528,C2645
C1211,C549
C14465,C743
C17693,C15170
C21040,C754
C1202,C5720
C8673,C743
C731,C754
C742,C448
C18063,C585
C16173,C5721
C22875,C2651
C16289,C754
C8970,C754
C11753,C585
C18586,C585
C8849,C5721
C690,C585
C8196,C585
C6669,C585
C22166,C754
C13866,C5721
C1857,C743
C23009,C5721
C1544,C585
C12371,C585
C10384,C5720
C20532,C2519
C6045,C585
C12021,C1875
C22471,C585
C22047,C585
C18306,C9883
C783,C5720
C20340,C585
C12199,C585
C15196,C467
C19692,C585
C20420,C5721
C17334,C585
C8344,C585
C325,C754
C395,C20099
C11021,C5720
C21823,C231
C10764,C585
C12747,C585
C20429,C2651
C2689,C5736
C13629,C754
C21337,C529
C14848,C743
C869,C5720
C14642,C2651
C2850,C754
C17693,C19540
C5858,C585
C9186,C5721
C1543,C5720
C20375,C585
C19343,C5721
C6551,C5720
C19270,C585
C15432,C585
C10843,C625
C12013,C585
C9687,C586
C19292,C743
C395,C792
C17693,C3668
C20864,C754
C2849,C585
C22554,C754
C19134,C585
C17590,C754
C19752,C5720
C23925,C23778
C12236,C754
C20802,C585
C118,C585
C704,C585
C487,C585
C22050,C585
C8964,C4784
C22402,C2651
C338,C754
C18312,C2174
C10759,C754
C19587,C5721
C1397,C2651
C12985,C5721
C22168,C585
C17909,C754
C8194,C585
C18092,C585
C9820,C2651
C1420,C754
C19863,C743
C8412,C5736
C6667,C585
C22515,C754
C11394,C585
C18320,C585
C12798,C5721
C3173,C5720
C15723,C585
C15880,C5721
C3174,C754
C8784,C19684
C7369,C585
C19735,C5463
C6064,C754
C8758,C585
C22228,C754
C23812,C743
C22033,C5720
C4984,C754
C10796,C585
C23156,C5720
C1375,C585
C6574,C585
C18546,C585
C6169,C7730
C12133,C585
C20821,C585
C9252,C585
C8645,C612
C8472,C743
C6891,C1065
C19168,C2651
C14919,C585
C15180,C585
C8437,C5721
C23030,C1065
C1657,C585
C347,C585
C3787,C585
C21432,C754
C755,C2651
C4936,C2651
C12749,C754
C1991,C585
C10311,C457
C17800,C2109
C16760,C585
C12680,C754
C10199,C5720
C3282,C5721
C6521,C585
C3036,C585
C12998,C585
C16507,C2174
C17390,C585
C7824,C585
C6834,C2511
C9093,C743
C7501,C5720
C16827,C754
C7103,C585
C13574,C2174
C15324,C585
C20667,C625
C9868,C585
C17264,C754
C11472,C743
C17010,C754
C327,C2651
C17907,C5720
C14638,C754
C2557,C743
C20884,C9883
C16843,C612
C436,C754
C14980,C5721
C14597,C5720
C22885,C754
C7975,C3245
C11129,C754
C9633,C754
C17116,C754
C21869,C754
C22914,C5721
C18912,C585
C7192,C467
C7542,C754
C7371,C585
C19848,C457
C8820,C5721
C14523,C585
C7075,C585
C934,C585
C13750,C5463
C21174,C2651
C18603,C585
C22085,C5721
C19755,C754
C13124,C754
C395,C9895
C23195,C754
C21061,C585
C9020,C2651
C11013,C754
C22835,C754
C11013,C7298
C6407,C5463
C20919,C585
C23093,C585
C281,C5721
C15126,C5721
C11477,C585
C1445,C585
C19803,C743
C20903,C529
C17366,C612
C16251,C743
C21856,C5721
C9755,C585
C10946,C754
C19083,C1065
C831,C585
C22171,C5721
C7597,C2651
C278,C754
C1211,C504
C847,C585
C16689,C585
C6765,C467
C206,C585
C2842,C2651
C11418,C585
C8681,C754
C12638,C754
C18141,C5721
C13303,C754
C17157,C754
C3178,C754
C14220,C5721
C9057,C585
C1746,C5721
C11021,C1065
C23021,C585
C19481,C743
C14059,C2651
C16214,C754
C16258,C5720
C6452,C585
C18371,C5721
C11827,C754
C6793,C5721
C22027,C5721
C1726,C5721
C15268,C754
C7416,C457
C5630,C754
C4837,C585
C6810,C25879
C177,C2651
C7519,C5720
C12956,C5721
C16673,C754
C9260,C2651
C9399,C9883
C17693,C20263
C1825,C2651
C133,C754
C19505,C585
C15868,C585
C7069,C5720
C26666,C585
C13489,C743
C8111,C585
C10173,C585
C17993,C5096
C16739,C754
C11694,C754
C4937,C754
C23188,C5721
C22010,C2983
C22824,C585
C15852,C585
C20496,C743
C17945,C612
C17693,C11173
C17693,C9881
C10482,C5721
C11461,C585
C10585,C585
C11305,C5720
C157,C754
C20800,C585
C16399,C743
C7564,C625
C16148,C585
C18953,C585
C13452,C754
C11961,C585
C1875,C754
C1535,C2651
C21606,C585
C10364,C3245
C15457,C754
C5834,C5720
C4854,C754
C12076,C457
C11105,C5096
C6810,C585
C7991,C754
C13813,C754
C6729,C5096
C9974,C743
C23009,C585
C19025,C5096
C3309,C2881
C1450,C5720
C958,C2651
C241,C5720
C1112,C504
C2270,C23881
