source_node,path_score,path_nodes,path_edges,path_length
C12247,1.0,C12247 -> C1065,0,1
C4429,1.0,C4429 -> C1065,2,1
ANONYMOUS LOGON@C528,1.0,ANONYMOUS LOGON@C528 -> ANONYMOUS LOGON@C528,4,1
ANONYMOUS LOGON@C529,1.0,ANONYMOUS LOGON@C529 -> ANONYMOUS LOGON@C529,6,1
C1035,1.0,C1035 -> C467,16,1
C1025,1.0,C1025 -> C561,13,1
C561,1.0,C561 -> C561,15,1
C10045$@DOM1,1.0,C10045$@DOM1 -> C10045$@DOM1,11,1
C1020$@DOM1,1.0,C1020$@DOM1 -> C1020$@DOM1,12,1
C14746,1.0,C14746 -> C1015,65,1
C14746$@DOM1,1.0,C14746$@DOM1 -> C14746$@DOM1,66,1
C1475,1.0,C1475 -> C457,67,1
C14709$@DOM1,1.0,C14709$@DOM1 -> C14709$@DOM1,64,1
C14670$@DOM1,1.0,C14670$@DOM1 -> C14670$@DOM1,62,1
C104$@DOM1,1.0,C104$@DOM1 -> C104$@DOM1,20,1
C105,1.0,C105 -> C104,19,1
C467,1.0,C467 -> C467,18,1
C10445$@DOM1,1.0,C10445$@DOM1 -> C10445$@DOM1,24,1
C1042$@DOM1,1.0,C1042$@DOM1 -> C1042$@DOM1,22,1
C1042,1.0,C1042 -> C1042,21,1
C11639$@DOM1,1.0,C11639$@DOM1 -> C11639$@DOM1,29,1
C1114$@DOM1,1.0,C1114$@DOM1 -> C1114$@DOM1,28,1
C1115,1.0,C1115 -> C1085,27,1
C10805$@DOM1,1.0,C10805$@DOM1 -> C10805$@DOM1,26,1
C10805,1.0,C10805 -> C2106,25,1
C11888,1.0,C11888 -> C612,33,1
C12135,1.0,C12135 -> C528,35,1
C1214$@DOM1,1.0,C1214$@DOM1 -> C1214$@DOM1,38,1
C1214,1.0,C1214 -> C529,37,1
C527,1.0,C527 -> C2106,40,1
C11741$@DOM1,1.0,C11741$@DOM1 -> C11741$@DOM1,30,1
C11886,1.0,C11886 -> C2106,31,1
C11886$@DOM1,1.0,C11886$@DOM1 -> C11886$@DOM1,32,1
C13039,1.0,C13039 -> C13039 -> C612,"43,47",2
C13039,1.0,C13039 -> C13039 -> TGT,"43,48",2
C13039,1.0,C13039 -> TGT,48,1
C13039,1.0,C13039 -> C13039 -> C586,"43,46",2
C13039,1.0,C13039 -> C13039,43,1
C13039,1.0,C13039 -> C612,47,1
C13039,1.0,C13039 -> C586,46,1
C12702$@DOM1,1.0,C12702$@DOM1 -> C12702$@DOM1,42,1
C13455$@DOM1,1.0,C13455$@DOM1 -> C13455$@DOM1,51,1
C13084$@DOM1,1.0,C13084$@DOM1 -> C13084$@DOM1,49,1
C1323$@DOM1,1.0,C1323$@DOM1 -> C1323$@DOM1,50,1
C14354$@DOM1,1.0,C14354$@DOM1 -> C14354$@DOM1,60,1
C13968$@DOM1,1.0,C13968$@DOM1 -> C13968$@DOM1,57,1
C14709,1.0,C14709 -> C528,63,1
C801,1.0,C801 -> C801,61,1
C13968,1.0,C13968 -> C528,56,1
C1422$@DOM1,1.0,C1422$@DOM1 -> C1422$@DOM1,59,1
