node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C12247,5,9,14,0.6428571428571429,6.5128179459055145e-06,8.0,20.03746490951388,0.7777777777777778,64.0
C1065,737,174,911,0.19099890230515917,0.003409890607217428,2.23121387283237,2.354127411070439,0.16091954022988506,386.0
ANONYMOUS LOGON@C1065,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C4429,1,3,4,0.75,0.0,8.5,4.5,0.3333333333333333,17.0
C528,872,310,1182,0.2622673434856176,0.00789789420001619,1.255663430420712,1.3447760475679598,0.14838709677419354,388.0
ANONYMOUS LOGON@C528,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C529,779,161,940,0.17127659574468085,0.003573498213643849,2.425,2.2927876046419997,0.18633540372670807,388.0
ANONYMOUS LOGON@C529,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455,0,2,2,1.0,0.0,218.0,0.0,0.5,218.0
C586,1321,345,1666,0.2070828331332533,0.009116263946458763,1.1366279069767442,1.2765534179926208,0.17971014492753623,391.0
ANONYMOUS LOGON@C586,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C2106,434,1,435,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0
C10045$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1020$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1025,2,2,4,0.5,0.0,133.0,0.0,0.5,133.0
C561,3,6,9,0.6666666666666666,3.767687893196568e-06,21.0,14.587666023048376,0.3333333333333333,105.0
C1025$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1035,1,3,4,0.75,0.0,57.0,52.0,0.6666666666666666,114.0
C467,865,243,1108,0.21931407942238268,0.004005182259507245,1.615702479338843,1.9616786648706583,0.16049382716049382,391.0
C1035$@DOM1,1,2,3,0.6666666666666666,0.0,114.0,0.0,0.5,114.0
C105,1,16,17,0.9411764705882353,0.0,10.866666666666667,20.221660553860442,0.375,163.0
C104,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0
C104$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1042,1,3,4,0.75,0.0,83.0,81.0,0.6666666666666666,166.0
C1042$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C612,854,202,1056,0.19128787878787878,0.0032711706345562503,1.9402985074626866,2.0238424393591035,0.17326732673267325,390.0
C10445$@DOM1,2,3,5,0.6,6.412819235913101e-09,36.0,26.0,0.3333333333333333,72.0
C10805,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C10805$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1115,1,16,17,0.9411764705882353,0.0,14.0,26.560622482665323,0.4375,210.0
C1085,13,14,27,0.5185185185185185,6.709651788852669e-06,9.76923076923077,11.239722458617274,0.35714285714285715,127.0
C1114$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11639$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11741$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11886,3,6,9,0.6666666666666666,1.5244156770330186e-06,51.4,68.2043986851288,0.6666666666666666,257.0
C11886$@DOM1,1,2,3,0.6666666666666666,0.0,12.0,0.0,0.5,12.0
C11888,1,5,6,0.8333333333333334,0.0,11.5,8.2915619758885,0.4,46.0
C11888$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12135,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C12135$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1214,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1214$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C123$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C527,1,12,13,0.9230769230769231,0.0,3.3636363636363638,4.829318176470337,0.5833333333333334,37.0
