edge_index,score
0,1.0
1,1.0
2,1.0
3,0.4499882684622747
4,0.4533066177045663
5,0.4499212311038446
6,0.4512452189328397
7,1.0
8,1.0
9,0.44990447176423704
10,0.450122343179135
11,0.8359726189633789
12,0.6575526895015773
13,0.5023109267169943
14,0.4644013005247535
15,0.4672336289184267
16,0.45099382883872674
17,0.4505413266693232
18,0.44997150912266715
19,0.0008212076407691421
20,0.0
21,0.385883794463459
22,0.052004230802176483
23,0.44993799044345206
24,0.4562059834566696
25,0.8360061376425941
26,0.673189153355406
27,1.0
28,1.0
29,0.5197406399088291
30,0.5192378597206032
31,0.8360228969822014
32,0.5793200922136107
33,1.0
34,1.0
35,0.8360396563218091
36,0.6575191708223621
37,0.6731053566573683
38,0.5793368515532183
39,0.4504742893108932
40,0.6730885973177608
41,0.45000502780188223
42,0.8360564156614165
43,0.3859675911614967
44,0.00792716763436335
45,0.12924802705329844
46,0.2070113628322539
47,0.20783257047302306
48,0.3859843505011042
49,0.8361066936802393
50,0.5223718562272119
51,0.672904244582078
52,0.07229979106689956
53,0.02572558629756394
54,0.5793703702324334
55,0.471389945141095
56,0.8361234530198468
57,0.6732729500534436
58,0.8361402123594541
59,0.5225729683025023
60,0.6569158345964909
61,0.4503737332732479
62,0.4593734986424935
63,0.8361569716990618
64,0.6736584148644169
65,1.0
66,1.0
67,0.6735913775059867
68,0.4705017001418957
69,0.4705184594815033
70,0.03038468270845825
71,0.006351789711255201
72,0.3860681471991419
73,0.07308748002845362
74,0.836190490378277
75,0.4500217871414898
76,0.4556696845892286
77,0.579387129572041
78,0.5794038889116485
79,0.8362072497178845
80,0.4501391025187425
81,0.46450185656239873
82,0.6562957390310122
83,0.656731481860808
84,0.4500888244999199
85,0.45030669591481787
86,0.4506921607257911
87,0.4515971650645979
88,0.47068605287757864
89,0.45578699996648125
90,0.4502061398771726
91,0.836224009057492
92,0.8362407683970994
93,0.655692402805141
94,0.45255244742222733
95,0.5794206482512559
96,0.5204948101911682
97,0.6723511863750293
98,0.475412186646903
99,0.6572175027094265
100,0.45635681751313745
101,0.4530719869500609
102,0.6570834279925662
103,0.4832220389040136
104,0.011144960839009782
105,0.05158524731198815
106,0.4604125776981605
107,0.45136253431009243
108,0.45116142223480205
109,0.4502228992167802
110,0.4520161485547862
111,0.8362575277367069
112,0.6722003523185615
113,0.672183592978954
114,0.5018584245475909
115,0.4887693803141072
116,0.6720830369413088
117,0.8362742870763146
118,0.5794374075908635
119,0.8359558596237713
