source_fan_out,dst_in_degree,dst_fan_out_ratio,source_fan_out_weighted,dst_in_degree_weighted,dst_fan_out_ratio_weighted,total_score,label
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
1.0,5.0,0.16666666666666666,0.6089100158822967,-0.002118591696033144,0.10239449710599148,0.709185921292255,0.0
0.5,662.0,0.5003773584905661,0.3044550079411483,-0.2805015405547882,0.3074153279151956,0.3313687953015557,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.4827586206896552,1905.0,0.49603174603174605,0.29395655939145354,-0.8071834361886278,0.30474552710116515,-0.208481349696009,0.0
1.0,3865.0,0.33841150290996236,0.6089100158822967,-1.63767138103362,0.20790885393209022,-0.8208525112192332,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5,1589.0,0.5589786289203441,0.3044550079411483,-0.673288440999333,0.3434180136077716,-0.025415419450413146,0.0
0.5589786289203441,12.0,0.5,0.34036768581375115,-0.005084620070479545,0.30718349131797446,0.642466557061246,0.0
0.5589786289203441,13.0,0.5,0.34036768581375115,-0.005508338409686174,0.30718349131797446,0.6420428387220394,0.0
0.5589786289203441,17.0,0.5,0.34036768581375115,-0.0072032117665126886,0.30718349131797446,0.6403479653652129,0.0
0.5589786289203441,4.0,0.42857142857142855,0.34036768581375115,-0.001694873356826515,0.26330013541540664,0.6019729478723312,0.0
0.5589786289203441,2.0,0.8333333333333334,0.34036768581375115,-0.0008474366784132575,0.5119724855299574,0.8514927346652954,0.0
0.5589786289203441,1.0,0.0,0.34036768581375115,-0.0004237183392066287,0.0,0.33994396747454453,0.0
0.5589786289203441,1.0,0.0,0.34036768581375115,-0.0004237183392066287,0.0,0.33994396747454453,0.0
0.5589786289203441,15.0,0.5,0.34036768581375115,-0.006355775088099431,0.30718349131797446,0.6411954020436261,0.0
0.5589786289203441,12.0,0.5,0.34036768581375115,-0.005084620070479545,0.30718349131797446,0.642466557061246,0.0
