src,dst
C5763,C12078
C1798,C5961
C15244,C7054
C5802,C230
C15244,C21507
C1798,C10380
C15244,C3796
C17693,C9958
C1521,C15358
C15244,C8625
C17693,C798
C1521,C3328
C1798,C19086
C17693,C1536
C1521,C15365
C1521,C8420
C17693,C2844
C1521,C20287
C15244,C18628
C1798,C18184
C1798,C635
C1798,C21900
C5808,C17761
C1798,C2578
C10,C14748
C1798,C5500
C5802,C20187
C1798,C20303
C1798,C8400
C5802,C2688
C17693,C1432
C1521,C1289
C1521,C20315
C15244,C2704
C1798,C12780
C1798,C6546
C1798,C6847
C1798,C20257
C1798,C2899
C17693,C11811
C5787,C8766
C1521,C7061
C1798,C21339
C1521,C8127
C15244,C8003
C1798,C7546
C5787,C6398
C1798,C9549
C1521,C17388
C1521,C12960
C15244,C346
C15244,C935
C15244,C1770
C1521,C22370
C15244,C8119
C1521,C17066
C1798,C14117
C15244,C3627
C15244,C21643
C1798,C8344
C1521,C12519
C1798,C22585
C1798,C1435
C15244,C6259
C15244,C824
C15244,C678
C15244,C21159
C15244,C1554
C754,C18144
C1798,C2696
C1521,C8528
C1521,C7514
C17693,C13866
C1798,C24055
C1521,C19235
C15244,C1721
C5802,C18151
C5763,C1875
C15244,C9295
C5802,C8410
C15244,C8952
C15244,C544
C1798,C262
C15244,C389
C1521,C6277
C15244,C483
C1798,C24586
C15244,C17626
C1798,C18544
C1798,C12091
C1521,C19900
C1521,C537
C5808,C24521
C1798,C19050
C754,C22393
C17693,C5653
C1521,C6598
C15244,C12349
C15244,C8645
C1798,C24414
C15244,C18483
C15244,C19717
C5763,C18716
C1521,C8935
C754,C18113
C5763,C215
C1798,C1474
C15244,C2242
C15244,C12733
C1798,C6423
C1521,C8569
C1798,C7300
C1798,C18678
C1521,C1178
C17693,C19038
C15244,C19711
C1798,C17280
C1798,C6079
C1521,C20869
C1798,C13722
C1521,C8155
C1521,C10628
C1798,C6694
C1798,C14059
C1798,C13044
C1798,C13829
C5808,C5602
C1521,C6505
C1798,C40
C5787,C2007
C1798,C1206
C1521,C21045
C1798,C5971
C15244,C19741
C1798,C5576
C1521,C10428
C1798,C8947
C1521,C14732
C1521,C3601
C5802,C263
C15244,C18802
C5763,C15556
C1798,C13460
C1798,C14557
C1521,C11374
C1798,C114
C15244,C9900
C1521,C20600
C15244,C11165
C5802,C19572
C5802,C20355
C15244,C584
C1798,C23036
C15244,C1148
C15244,C11078
C1798,C19607
C1521,C13572
C5808,C19703
C15244,C13212
C1521,C23393
C15244,C5297
C15244,C18460
C1521,C1498
C15244,C20785
C754,C2519
C754,C20317
C15244,C169
C1521,C15670
C1798,C338
C1521,C10307
C1798,C3503
C15244,C20642
C15244,C1336
C1521,C10767
C5787,C725
C1521,C374
C1798,C20233
C1521,C5981
C15244,C5333
C5808,C19865
C1798,C10568
C1798,C15939
C1798,C11589
C1521,C24767
C1798,C1091
C15244,C16395
C1521,C16947
C1798,C8840
C1521,C10501
C1521,C10060
C1521,C1993
C1521,C13701
C1521,C14569
C17693,C395
C1521,C21499
C5808,C24690
C15244,C13082
C1798,C10762
C17693,C8209
C1521,C16528
C5808,C23154
C1798,C688
C1798,C16371
C1521,C5065
C15244,C878
C1798,C9615
C1521,C17327
C1521,C22208
C754,C1430
C15244,C847
C5787,C10375
C1798,C23821
C1521,C8045
C754,C24711
C1521,C12008
C1521,C10453
C15244,C4759
C1521,C7916
C1798,C8088
C1798,C24882
C15244,C13146
C1521,C12418
C17693,C791
C15244,C18844
C1798,C482
C1798,C16033
C1521,C13223
C1798,C9804
C15244,C291
C15244,C16835
C1798,C21999
C17693,C1438
C15244,C9466
C1798,C12570
C5763,C962
C1798,C10303
C1798,C13142
C10,C4198
C1521,C14358
C15244,C865
C1521,C11120
C1798,C1557
C1521,C12689
C1521,C8812
C1521,C15530
C1798,C14619
C1521,C1118
C1521,C13068
C1798,C21143
C1798,C119
C1521,C18874
C15244,C1801
C1798,C11819
C1521,C20873
C15244,C204
C1798,C1481
C1521,C3407
C1798,C1518
C1521,C20995
C15244,C10295
C5787,C6411
C1521,C2798
C5787,C7898
C5802,C24614
C1798,C3038
C15244,C1050
C1798,C24835
C1798,C17584
C1521,C22847
C15244,C13250
C754,C21867
C15244,C6407
C1798,C8314
C1521,C11549
C15244,C5336
C15244,C13827
C5787,C21081
C754,C17388
C1798,C13333
C1521,C10201
C1521,C21019
C1798,C11143
C1798,C3832
C1521,C19045
C15244,C18815
C1798,C5566
C1798,C11074
C1521,C1818
C1798,C18813
C1798,C20314
C15244,C20398
C5808,C21199
C10,C8367
C1521,C1788
C1798,C667
C1798,C11613
C5802,C22174
C17693,C378
C1521,C1431
C15244,C1128
C1798,C2849
C5763,C9681
C1798,C458
C17693,C116
C1521,C4818
C1798,C23443
C1521,C9760
C1521,C2012
C1798,C7912
C1798,C20079
C1521,C22100
C1798,C7552
C1521,C11711
C15244,C13362
C1798,C20301
C1798,C8198
C15244,C13691
C17693,C2742
C15244,C139
C1798,C884
C1521,C6336
C1521,C3728
C1798,C23225
C10,C6175
C1798,C6417
C1521,C1252
C15244,C360
C1521,C6393
C1521,C15457
C1521,C5923
C1521,C18172
C15244,C6001
C15244,C4828
C15244,C19780
C1521,C15659
C1798,C24733
C1798,C17759
C15244,C142
C1521,C24545
C1521,C22728
C15244,C8468
C1798,C11706
C1521,C15693
C1521,C12463
C15244,C3413
C1798,C7077
C754,C20608
C1521,C17102
C15244,C361
C1521,C13711
C10,C3103
C1521,C6638
C5808,C11457
C1798,C17668
C5808,C9597
C15244,C15443
C1798,C7462
C15244,C899
C1521,C15072
C5808,C6314
C5787,C20259
C1798,C7660
C1521,C2086
C1521,C12116
C1521,C59
C1521,C364
C15244,C13903
C1798,C13298
C1521,C13907
C1798,C10269
C1521,C18341
C5787,C21436
C1798,C876
C5802,C22618
C10,C5139
C5802,C23038
C1798,C9258
C15244,C10326
C15244,C6332
C15244,C942
C1521,C6489
C1521,C16901
C5802,C18945
C1521,C24925
C1798,C20085
C1798,C16689
C1798,C16436
C5787,C21953
C1521,C534
C1521,C6576
C1798,C11376
C1521,C12304
C1798,C86
C1521,C7121
C1521,C21674
C1798,C2850
C1798,C22666
C15244,C17010
C1798,C880
C1798,C19468
C1798,C303
C5802,C1407
C1521,C14387
C1521,C12294
C15244,C18796
C1521,C16551
C1798,C6165
C5808,C18428
C1521,C4546
C1798,C20791
C1521,C19805
C17693,C8221
C15244,C19572
C1798,C20464
C1798,C1138
C1798,C14775
C1521,C12019
C15244,C10786
C1798,C1650
C15244,C10962
C15244,C5006
C1798,C285
C1798,C9727
C1521,C18634
C1798,C10003
C1521,C9159
C15244,C2048
C1521,C14085
C1521,C12098
C5808,C22759
C1798,C8444
C1798,C595
C15244,C8113
C1521,C14368
C1798,C2259
C15244,C18733
C15244,C680
C1798,C5572
C1798,C6194
C15244,C12451
C15244,C14599
C1521,C23293
C1521,C17096
C1798,C21950
C15244,C2963
C15244,C784
C15244,C1404
C15244,C3725
C1798,C10646
C1798,C15295
C1521,C16922
C5802,C22591
C1521,C10585
C5808,C23055
C1521,C16221
C5787,C19266
C1521,C14692
C15244,C21298
C1798,C728
C1798,C20418
C1521,C9343
C1521,C22373
C5802,C20509
C1521,C7041
C5787,C22519
C15244,C6123
C15244,C1961
C1521,C20000
C1521,C23254
C15244,C8092
C1521,C7701
C754,C8045
C5787,C23346
C5787,C16208
C15244,C1306
C5787,C9182
C1521,C17014
C15244,C2686
C1521,C6924
C1521,C1020
C15244,C2768
C1798,C23546
C15244,C13300
C5787,C1287
C1798,C19316
C15244,C21655
C15244,C11671
C15244,C2039
C1521,C22636
C15244,C14862
C1798,C22671
C15244,C8062
C1798,C13148
C1798,C6939
C15244,C9453
C1798,C12560
C15244,C8932
C1521,C15832
C1798,C24450
C1798,C755
C1521,C13080
C1521,C8635
C1521,C1583
C15244,C255
C1521,C8301
C5802,C6326
C1798,C22454
C1798,C257
C1521,C705
C17693,C2257
C15244,C7718
C1798,C6821
C1798,C18686
C1798,C23927
C1521,C23453
C1798,C11364
C1798,C15298
C1798,C8739
C10,C16284
C1798,C870
C1521,C18077
C1798,C1280
C15244,C1014
C15244,C172
C5808,C13399
C1798,C24026
C1521,C12017
C1798,C10867
C1521,C2940
C5787,C17351
C17693,C155
C1798,C12218
C15244,C13414
C1521,C505
C15244,C13058
C15244,C14319
C1798,C578
C17693,C148
C1521,C12236
C15244,C19006
C1798,C18890
C1798,C19162
C17693,C19156
C15244,C12242
C1798,C11502
C1798,C12337
C1521,C9618
C1798,C1003
C1798,C11180
C1521,C778
C15244,C5796
C10,C10718
C1798,C1825
C1798,C18841
C1798,C9679
C15244,C21904
C1798,C16758
C5787,C6627
C1798,C13443
C1521,C13343
C15244,C1539
C1521,C825
C1798,C8159
C15244,C14433
C15244,C540
C15244,C2882
C1521,C14356
C1798,C3890
C15244,C9234
C1521,C2814
C5763,C1172
C1521,C3333
C15244,C6356
C15244,C1389
C15244,C12378
C15244,C11309
C1798,C20921
C1521,C18092
C1521,C1348
C1798,C10709
C15244,C7011
C1521,C16081
C1798,C9495
C1521,C8535
C1798,C13899
C15244,C1585
C1521,C8165
C15244,C10014
C1798,C14967
C1521,C3153
C1521,C15470
C5787,C15070
C1521,C23940
C1798,C9982
C1521,C24959
C1521,C13492
C15244,C19373
C15244,C628
C1521,C931
C15244,C11206
C15244,C16822
C15244,C12289
C15244,C760
C1521,C4554
C1521,C6905
C17693,C20811
C15244,C245
C15244,C7573
C1521,C11149
C1798,C10931
C1521,C1198
C1798,C23997
C1798,C10177
C1521,C1368
C1798,C3286
C5808,C19213
C15244,C16867
C1798,C7956
C1798,C12792
C1521,C1179
C15244,C22618
C15244,C11981
C15244,C23038
C15244,C12523
C5787,C21455
C15244,C13410
C17693,C8172
C5808,C21331
C1521,C23056
C1521,C18063
C1798,C50
C5802,C7614
C1521,C13678
C1521,C10788
C1798,C5396
C1521,C18584
C15244,C6745
C1521,C8563
C10,C17870
C1521,C3437
C5763,C3634
C15244,C7736
C1798,C20580
C1798,C14958
C1798,C15242
C1521,C21389
C15244,C3015
C17693,C8972
C10,C4438
C1798,C45
C15244,C13625
C1521,C7192
C1521,C21949
C15244,C2971
C1798,C18729
C1798,C9625
C1798,C1171
C1521,C1509
C1521,C7398
C15244,C390
C15244,C16280
C1798,C17273
C5787,C18637
C1798,C846
C1521,C9862
C15244,C3859
C15244,C2809
C1798,C18292
C1798,C5975
C1798,C21566
C15244,C4627
C1798,C10227
C1521,C1449
C5787,C24641
C15244,C888
C1521,C23306
C754,C20567
C15244,C1394
C1521,C8385
C1521,C6077
C1798,C11292
C5787,C14696
C1521,C617
C1521,C22781
C1798,C4953
C1521,C7233
C15244,C22591
C1798,C16341
C15244,C13248
C1521,C14683
C1798,C7771
C15244,C8787
C1798,C18959
C15244,C171
C10,C7579
C1521,C22681
C10,C4044
C1798,C22990
C1521,C19116
C15244,C854
C1521,C1
C5787,C15562
C1521,C6589
C1798,C2864
C1798,C17168
C5808,C17600
C1798,C17620
C1521,C22291
C1798,C17903
C15244,C18961
C15244,C5929
C5802,C9508
