src,dst
C19109,C13060
C17693,C10805
C10597,C368
C1544,C44
C706,C10421
C586,C17660
C706,C17202
C4407,C11475
C1556,C16589
C706,C9570
C706,C3678
C20569,C2485
C706,C5305
C3173,C9178
C706,C11585
C17693,C8422
C2150,C22588
C875,C1003
C2150,C26220
C3173,C9804
C16718,C13637
C5030,C4144
C706,C8880
C2150,C22358
C21337,C5826
C15113,C3156
C706,C11525
C706,C19229
C4407,C11535
C706,C10674
C706,C7057
C2150,C21766
C2150,C11474
C706,C17875
C17693,C6379
C22635,C14945
C4407,C7511
C395,C9895
C17160,C491
C18713,C15865
C9692,C6026
C5030,C16811
C706,C14617
C16137,C1007
C17693,C8553
C706,C21389
C706,C13481
C17693,C1399
C21582,C2103
C706,C426
C706,C3412
C706,C4803
C5782,C14529
C706,C11009
C2150,C11846
C1707,C21032
C5030,C15996
C18874,C1056
C6177,C22399
C706,C5211
C706,C1474
C706,C14001
C706,C13544
C706,C357
C706,C17439
C21853,C12484
C9377,C1622
C706,C8734
C936,C24800
C706,C8422
C706,C5115
C3582,C19284
C706,C5356
C4589,C13637
C1200,C3185
C11356,C2485
C706,C22196
C706,C17633
C395,C11494
C2150,C26987
C395,C18010
C706,C2657
C3774,C7507
C17693,C15300
C706,C5416
C706,C1483
C706,C3507
C3173,C16234
C706,C5594
C706,C10214
C706,C5026
C706,C3042
C2150,C20809
C23099,C81
C12267,C9883
C5030,C409
C14492,C12866
C706,C11803
C5030,C16387
C706,C21312
C5030,C9825
C5030,C13667
C706,C12680
C706,C1399
C395,C13346
C3688,C3469
C4407,C12113
C706,C17372
C1025,C22196
C706,C15584
C706,C12885
C706,C9117
C23679,C21927
C5030,C12257
C4407,C11856
C5030,C5638
C706,C1565
C706,C1799
C395,C5216
C17160,C12238
C5030,C2436
C706,C10699
C706,C22233
C706,C352
C706,C9084
C1544,C1444
C706,C9178
C17693,C491
C706,C16563
C706,C18483
C706,C14214
C10118,C22400
C706,C5137
C706,C12166
C706,C3202
C13568,C1940
C11472,C1487
C706,C22142
C5030,C17945
C875,C1759
C3173,C17952
C5782,C17083
C17693,C11772
C10121,C3088
C395,C54
C706,C10464
C706,C17909
C22645,C11686
C706,C431
C17693,C4773
C17693,C16234
C706,C9733
C19533,C2485
