source_node,path_score,path_nodes,path_edges,path_length
C51,1.4772343559032022,C51 -> C754 -> C21224,"320417,399439",2
C1174,1.4772343559032022,C1174 -> C754 -> C18128,"321583,141728",2
C18313,1.4772343559032022,C18313 -> C754,354961,1
C11537,1.4772343559032022,C11537 -> C754 -> C14722,"326739,141898",2
C4941,1.4772343559032022,C4941 -> C754,320541,1
C4941,1.4772343559032022,C4941 -> C754 -> C14722,"320541,141898",2
C20829,1.4772343559032022,C20829 -> C22594,380928,1
C4941,1.4772343559032022,C4941 -> C754 -> C16985,"320541,224843",2
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C16985,"315876,404138,293063,224843",4
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C14722,"315876,404138,293063,141898",4
C11537,1.4772343559032022,C11537 -> C754 -> C16985,"326739,224843",2
C11537,1.4772343559032022,C11537 -> C754 -> C17052,"326739,141436",2
C4941,1.4772343559032022,C4941 -> C754 -> C17052,"320541,141436",2
C12050,1.4772343559032022,C12050 -> C12187,228356,1
C22720,1.4772343559032022,C22720 -> C5865,306943,1
C1174,1.4772343559032022,C1174 -> C754 -> C24597,"321583,389700",2
C1174,1.4772343559032022,C1174 -> C754 -> C21224,"321583,399439",2
C2767,1.4772343559032022,C2767 -> C1759,345086,1
C18313,1.4772343559032022,C18313 -> C754 -> C14722,"354961,141898",2
C18313,1.4772343559032022,C18313 -> C754 -> C16985,"354961,224843",2
C18313,1.4772343559032022,C18313 -> C754 -> C23683,"354961,399378",2
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C21143,"315876,404138,293063,272397",4
C22561,1.4772343559032022,C22561 -> C754 -> C16985,"298817,224843",2
C18313,1.4772343559032022,C18313 -> C754 -> C24597,"354961,389700",2
C18313,1.4772343559032022,C18313 -> C754 -> C21224,"354961,399439",2
C18313,1.4772343559032022,C18313 -> C754 -> C21143,"354961,272397",2
C18313,1.4772343559032022,C18313 -> C754 -> C18128,"354961,141728",2
C15148,1.4772343559032022,C15148 -> C2106,211322,1
C2767,1.4772343559032022,C2767 -> C3468,345077,1
C18313,1.4772343559032022,C18313 -> C754 -> C17052,"354961,141436",2
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C18128,"315876,404138,293063,141728",4
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C23683,"315876,404138,293063,399378",4
C305,1.4772343559032022,C305 -> C549 -> C1056 -> C754 -> C17052,"315876,404138,293063,141436",4
C22561,1.4772343559032022,C22561 -> C754 -> C14722,"298817,141898",2
C22561,1.4772343559032022,C22561 -> C754,298817,1
C1174,1.4772343559032022,C1174 -> C754 -> C21143,"321583,272397",2
C1174,1.4772343559032022,C1174 -> C754 -> C23683,"321583,399378",2
C1415,1.4772343559032022,C1415 -> C754 -> C16985,"336874,224843",2
C1174,1.4772343559032022,C1174 -> C754 -> C17052,"321583,141436",2
C6407,1.4772343559032022,C6407 -> C754 -> C24597,"321689,389700",2
C11537,1.4772343559032022,C11537 -> C754 -> C18128,"326739,141728",2
C11537,1.4772343559032022,C11537 -> C754 -> C21143,"326739,272397",2
C4941,1.4772343559032022,C4941 -> C754 -> C21224,"320541,399439",2
C4941,1.4772343559032022,C4941 -> C754 -> C24597,"320541,389700",2
C8823,1.4772343559032022,C8823 -> C754,318867,1
C8823,1.4772343559032022,C8823 -> C754 -> C14722,"318867,141898",2
C2767,1.4772343559032022,C2767 -> C549 -> C1173,"345038,404140",2
C8823,1.4772343559032022,C8823 -> C754 -> C16985,"318867,224843",2
C8823,1.4772343559032022,C8823 -> C754 -> C17052,"318867,141436",2
C8823,1.4772343559032022,C8823 -> C754 -> C23683,"318867,399378",2
