node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C12247,2,20,22,0.9090909090909091,3.534999388487756e-11,57213.21052631579,147544.06897087392,0.7,1087051.0
C1065,12695,99,12794,0.007738002188525872,0.0004726303792929725,24340.54081632653,92025.00640233814,0.7474747474747475,2385373.0
ANONYMOUS LOGON@C1065,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C4429,2,19,21,0.9047619047619048,3.85802945471775e-10,37833.666666666664,138522.4116552184,0.631578947368421,681006.0
C528,12501,84,12585,0.0066746126340882,0.00040480235860521074,25848.168674698794,124242.10400673251,0.8928571428571429,2145398.0
ANONYMOUS LOGON@C528,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C529,12664,15,12679,0.0011830586008360281,0.00013461047962392566,165667.85714285713,337857.26605198596,0.3333333333333333,2319350.0
ANONYMOUS LOGON@C529,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455,7,22,29,0.7586206896551724,7.340113656562161e-09,43931.09523809524,91107.52787981837,0.6363636363636364,922553.0
C586,12915,94,13009,0.0072257667768467985,0.00046302615865571493,18363.40860215054,93687.89608161044,0.776595744680851,1707797.0
ANONYMOUS LOGON@C586,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C2106,12402,3,12405,0.0002418379685610641,2.820350695155594e-07,162548.0,91676.0,0.3333333333333333,325096.0
C10045$@DOM1,2,5,7,0.7142857142857143,1.092039211712194e-09,271565.5,249881.17360607622,0.4,1086262.0
C1020$@DOM1,2,5,7,0.7142857142857143,7.280261411414627e-10,230106.25,364013.026567989,0.6,920425.0
C1025,291,13,304,0.04276315789473684,4.8644156393728064e-08,76327.16666666667,155264.36817990648,0.8461538461538461,915926.0
C561,196,28,224,0.125,8.531000030228126e-06,89086.11111111111,327818.6625195381,0.5714285714285714,2405325.0
C1025$@DOM1,2,3,5,0.6,1.0556379046551209e-08,289645.0,281182.0,0.6666666666666666,579290.0
C1035,8,16,24,0.6666666666666666,3.951526923442302e-10,45520.86666666667,99794.80322866961,0.625,682813.0
C467,12591,90,12681,0.007097232079488999,0.0004121364468279419,24190.74157303371,115327.01626571908,0.8333333333333334,2152976.0
C1035$@DOM1,4,8,12,0.6666666666666666,8.646581412655011e-08,82444.85714285714,127051.25339847084,0.625,577114.0
C105,1,31,32,0.96875,0.0,74117.23333333334,251632.79216292978,0.8064516129032258,2223517.0
C104,17,0,17,0.0,0.0,0.0,0.0,0.0,0.0
C104$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1042,21,35,56,0.625,1.77946752456802e-07,65840.70588235294,197987.95182647582,0.2857142857142857,2238584.0
C1042$@DOM1,14,19,33,0.5757575757575758,1.462298715487039e-07,133822.66666666666,267998.1479106816,0.3157894736842105,2408808.0
C612,12614,12,12626,0.0009504197687311896,5.995667868076809e-05,83417.18181818182,177933.27313800337,0.6666666666666666,917589.0
C10445$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,275166.5,476560.7899027678,0.6,1100666.0
C10805,5,18,23,0.782608695652174,6.134869656703445e-11,59713.294117647056,133532.82307700042,0.7222222222222222,1015126.0
C10805$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,229503.75,361379.3269781595,0.6,918015.0
C1115,1,31,32,0.96875,0.0,56702.5,165526.10156583562,0.8064516129032258,1701075.0
C1085,28,33,61,0.5409836065573771,5.301951905385567e-06,55670.1875,214899.7374815808,0.8484848484848485,1781446.0
C1114$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11639$@DOM1,2,3,5,0.6,1.2133769019024378e-10,156910.5,97371.5,0.3333333333333333,313821.0
C11741$@DOM1,2,5,7,0.7142857142857143,4.368156846848776e-09,271622.75,305223.99753244745,0.4,1086491.0
C11886,5,17,22,0.7727272727272727,2.557547117228986e-10,68181.125,142646.2432395588,0.8235294117647058,1090898.0
C11886$@DOM1,2,5,7,0.7142857142857143,7.280261411414627e-10,271683.0,434419.8111815344,0.6,1086732.0
C11888,4,29,33,0.8787878787878788,8.256713106081609e-11,39344.82142857143,98889.13286246138,0.7931034482758621,1101655.0
C11888$@DOM1,2,5,7,0.7142857142857143,7.280261411414627e-10,78482.5,102379.18588634118,0.4,313930.0
C12135,5,22,27,0.8148148148148148,2.418398668543283e-09,56178.19047619047,138122.54906409638,0.5454545454545454,1179742.0
C12135$@DOM1,3,4,7,0.5714285714285714,8.493638313317065e-10,143051.66666666666,82495.80677963105,0.25,429155.0
C1214,6,12,18,0.6666666666666666,3.321125872732956e-11,85235.81818181818,135305.92129609524,0.5833333333333334,937594.0
C1214$@DOM1,3,6,9,0.6666666666666666,4.246819156658532e-09,220932.6,220485.6500887076,0.3333333333333333,1104663.0
C123$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C527,1,38,39,0.9743589743589743,0.0,29710.486486486487,108776.18612958657,0.6578947368421053,1099288.0
C457,12565,16,12581,0.0012717590016691836,0.00014152533963367146,143086.53333333333,229714.4705921873,0.375,2146298.0
C12702$@DOM1,2,5,7,0.7142857142857143,1.4560522822829254e-09,122779.75,179873.37421416072,0.4,491119.0
C13039,5,21,26,0.8076923076923077,7.408810895960979e-10,45857.7,116440.66165523964,0.8571428571428571,917154.0
C13039$@DOM1,2,5,7,0.7142857142857143,1.092039211712194e-09,229282.25,361532.8783266987,0.6,917129.0
TGT,12532,0,12532,0.0,0.0,0.0,0.0,0.0,0.0
C13084$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1323$@DOM1,2,3,5,0.6,1.2133769019024378e-10,31382.5,30920.5,0.6666666666666666,62765.0
C13455$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,273529.25,440074.8785487391,0.6,1094117.0
C13701,4,12,16,0.75,6.373957203151281e-14,84384.54545454546,121752.6594149449,0.6666666666666666,928230.0
C13701$@DOM1,2,5,7,0.7142857142857143,1.4560522822829254e-09,271614.0,435525.8556113517,0.6,1086456.0
C13781,1,15,16,0.9375,0.0,73244.5,127457.71447299128,0.6666666666666666,1025423.0
C13781$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13968,1,15,16,0.9375,0.0,170635.35714285713,409251.7836563988,0.6,2388895.0
C13968$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1422,4,12,16,0.75,7.662063587443636e-12,98628.45454545454,206781.41629853914,0.8333333333333334,1084913.0
C1422$@DOM1,1,4,5,0.8,0.0,362087.3333333333,467106.77424641245,0.5,1086262.0
C14354$@DOM1,2,5,7,0.7142857142857143,7.280261411414627e-10,16552.0,26702.86512717315,0.8,66208.0
C801,622,93,715,0.13006993006993006,0.00011726992456166562,25927.869565217392,74247.53688422458,0.43010752688172044,2385364.0
C14670$@DOM1,2,5,7,0.7142857142857143,1.092039211712194e-09,271416.25,261778.7903797546,0.4,1085665.0
C14709,5,16,21,0.7619047619047619,2.1686992788876092e-13,67835.4,133933.12234733673,0.625,1017531.0
C14709$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,271606.75,219907.1052619435,0.4,1086427.0
C14746,4,19,23,0.8260869565217391,2.2223913701409176e-11,51586.5,147355.30444746657,0.631578947368421,928557.0
C1015,768,193,961,0.2008324661810614,0.0002414212664857165,12567.083333333334,48890.28781718536,0.37305699481865284,2412880.0
C14746$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,80206.0,105139.75934916343,0.4,320824.0
C1475,4,15,19,0.7894736842105263,2.890022370139649e-13,121673.64285714286,294903.01096331584,0.6,1703431.0
C1475$@DOM1,2,5,7,0.7142857142857143,1.092039211712194e-09,426037.5,702229.8088960978,0.6,1704150.0
C14850$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14930,4,23,27,0.8518518518518519,3.822706121661871e-10,49970.954545454544,90567.33409632921,0.391304347826087,1099361.0
C14930$@DOM1,2,5,7,0.7142857142857143,5.46019605856097e-09,78443.25,135864.80777481524,0.8,313773.0
C1503,21,66,87,0.7586206896551724,1.2232348427022892e-06,35565.846153846156,96530.68787907346,0.4090909090909091,2311780.0
C1503$@DOM1,448,474,922,0.5140997830802603,4.698756189991063e-05,5101.993657505285,30753.06948887013,0.3270042194092827,2413243.0
C1519$@DOM1,2,5,7,0.7142857142857143,1.8200653528536566e-09,274521.5,440420.1447223435,0.6,1098086.0
C1519,4,25,29,0.8620689655172413,3.9735142068909764e-12,96339.04166666667,268848.10209073435,0.48,2312137.0
C1798,0,8038,8038,1.0,0.0,300.25954958317783,7351.729349604381,0.6889773575516298,2413186.0
C2162,832,158,990,0.1595959595959596,0.00021806377049791414,15328.350318471337,53474.54071231656,0.4620253164556962,2406551.0
C15602$@DOM1,2,3,5,0.6,6.066884509512189e-10,158530.0,97970.0,0.3333333333333333,317060.0
C15715$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,233227.5,369322.8272267367,0.6,932910.0
C1573$@DOM1,1,3,4,0.75,0.0,167602.5,106317.5,0.3333333333333333,335205.0
C101,23,31,54,0.5740740740740741,4.262869328556234e-06,30611.433333333334,114173.49123203785,0.8709677419354839,918343.0
C1617$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1618,1,30,31,0.967741935483871,0.0,31668.793103448275,115773.92064035818,0.8666666666666667,918395.0
C553,25,32,57,0.5614035087719298,7.22788349930504e-06,29704.483870967742,112713.44291319697,0.84375,920839.0
C16318$@DOM1,2,5,7,0.7142857142857143,3.6401307057073135e-10,234309.5,370464.4422596452,0.6,937238.0
C1634,5,14,19,0.7368421052631579,1.257426914370193e-09,137128.53846153847,291762.9970698334,0.42857142857142855,1782671.0
C1634$@DOM1,2,3,5,0.6,1.577389972473169e-09,5485.0,5469.0,0.6666666666666666,10970.0
C1640$@DOM1,226,302,528,0.571969696969697,1.811103811233304e-05,8015.993355481727,37976.29926914099,0.2814569536423841,2412814.0
C2109,1,86,87,0.9885057471264368,0.0,25245.870588235295,114364.68180340911,0.8372093023255814,2145899.0
C2110,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1677$@DOM1,5,8,13,0.6153846153846154,9.899141979210488e-09,243453.85714285713,226037.8508072288,0.375,1704177.0
C17262$@DOM1,2,5,7,0.7142857142857143,7.280261411414627e-10,402822.75,357735.1777861488,0.4,1611291.0
C17262,8,23,31,0.7419354838709677,5.233879474110979e-07,73242.31818181818,211812.10508466876,0.43478260869565216,1611331.0
C1727,6,19,25,0.76,1.0424006045027942e-08,128457.61111111111,342331.2854875683,0.7368421052631579,2312237.0
