source_node,path_score,path_nodes,path_edges,path_length
C15429,1.4789877255726018,C15429 -> C754 -> C16985,"319764,224843",2
C7668,1.4789877255726018,C7668 -> C754 -> C14722,"326729,141898",2
C1532,1.4789877255726018,C1532 -> C1723 -> C754 -> C23683,"327178,283040,399378",3
C560,1.4789877255726018,C560 -> C754 -> C23683,"321059,399378",2
C560,1.4789877255726018,C560 -> C754 -> C17052,"321059,141436",2
C560,1.4789877255726018,C560 -> C754 -> C16985,"321059,224843",2
C560,1.4789877255726018,C560 -> C754 -> C14722,"321059,141898",2
C560,1.4789877255726018,C560 -> C754,321059,1
C20618,1.4789877255726018,C20618 -> C586 -> C523,"224935,222690",2
C20618,1.4789877255726018,C20618 -> C586,224935,1
C16837,1.4789877255726018,C16837 -> C754,368322,1
C30,1.4789877255726018,C30 -> C754 -> C23683,"319879,399378",2
C13910,1.4789877255726018,C13910 -> C754 -> C23683,"368828,399378",2
C13910,1.4789877255726018,C13910 -> C754 -> C17052,"368828,141436",2
C30,1.4789877255726018,C30 -> C754 -> C17052,"319879,141436",2
C16652,1.4789877255726018,C16652 -> C754 -> C23683,"66590,399378",2
C16652,1.4789877255726018,C16652 -> C754 -> C17052,"66590,141436",2
C16652,1.4789877255726018,C16652 -> C754 -> C16985,"66590,224843",2
C16652,1.4789877255726018,C16652 -> C754 -> C14722,"66590,141898",2
C1532,1.4789877255726018,C1532 -> C1723 -> C754 -> C17052,"327178,283040,141436",3
C1532,1.4789877255726018,C1532 -> C1723 -> C754 -> C16985,"327178,283040,224843",3
C1532,1.4789877255726018,C1532 -> C1723 -> C754 -> C14722,"327178,283040,141898",3
C850,1.4789877255726018,C850 -> C754 -> C17052,"276600,141436",2
C17819,1.4789877255726018,C17819 -> C754 -> C14722,"291709,141898",2
C10841,1.4789877255726018,C10841 -> C754 -> C16985,"366218,224843",2
C19014,1.4789877255726018,C19014 -> C12731,379728,1
C850,1.4789877255726018,C850 -> C754,276600,1
C17819,1.4789877255726018,C17819 -> C754,291709,1
C850,1.4789877255726018,C850 -> C754 -> C14722,"276600,141898",2
C850,1.4789877255726018,C850 -> C754 -> C16985,"276600,224843",2
C10841,1.4789877255726018,C10841 -> C754 -> C17052,"366218,141436",2
C16627,1.4789877255726018,C16627 -> C2058 -> C754 -> C23683,"392374,290574,399378",3
C10841,1.4789877255726018,C10841 -> C754 -> C23683,"366218,399378",2
C850,1.4789877255726018,C850 -> C754 -> C23683,"276600,399378",2
C16627,1.4789877255726018,C16627 -> C2058 -> C754 -> C14722,"392374,290574,141898",3
C17811,1.4789877255726018,C17811 -> C1634,249754,1
C17811,1.4789877255726018,C17811 -> C96,246909,1
C16627,1.4789877255726018,C16627 -> C2058 -> C754 -> C16985,"392374,290574,224843",3
C16627,1.4789877255726018,C16627 -> C2058 -> C754 -> C17052,"392374,290574,141436",3
C16652,1.4789877255726018,C16652 -> C754,66590,1
C13910,1.4789877255726018,C13910 -> C754 -> C16985,"368828,224843",2
C18898,1.4789877255726018,C18898 -> C87,382124,1
C21065,1.4789877255726018,C21065 -> C754 -> C17052,"283658,141436",2
C8690,1.4789877255726018,C8690 -> C754 -> C17052,"322097,141436",2
C8690,1.4789877255726018,C8690 -> C754 -> C16985,"322097,224843",2
C8690,1.4789877255726018,C8690 -> C754 -> C14722,"322097,141898",2
C8690,1.4789877255726018,C8690 -> C754,322097,1
C12849,1.4789877255726018,C12849 -> C2058 -> C754 -> C16985,"201308,290574,224843",3
C12849,1.4789877255726018,C12849 -> C2058 -> C754 -> C17052,"201308,290574,141436",3
C21065,1.4789877255726018,C21065 -> C754 -> C23683,"283658,399378",2
