src,dst
C10901,C585
C3591,C5721
C18298,C612
C14967,C743
C1463,C625
C13553,C743
C3174,C754
C9747,C5720
C2562,C585
C11669,C5720
C597,C612
C19735,C5721
C6909,C5721
C17693,C24719
C13150,C5720
C9617,C585
C17595,C2651
C14199,C585
C23280,C5721
C5948,C1065
C1360,C2651
C12747,C5720
C20767,C585
C11531,C585
C2842,C5720
C12040,C5720
C379,C504
C13849,C625
C6521,C1065
C699,C5721
C13121,C585
C18365,C585
C18487,C5721
C3568,C585
C12810,C5721
C2997,C5721
C185,C1065
C7884,C585
C19134,C2109
C7497,C585
C8550,C5721
C10254,C585
C11954,C585
C20869,C5721
C1139,C5721
C17235,C743
C10460,C585
C710,C612
C14722,C5721
C10839,C612
C13239,C5721
C13007,C585
C9260,C2651
C3067,C5721
C18412,C585
C6771,C5721
C15295,C2109
C8966,C585
C8627,C586
C17781,C5721
C6229,C585
C10684,C5720
C16397,C5720
C1514,C585
C5931,C585
C15804,C585
C12448,C585
C9140,C5721
C10709,C585
C11348,C585
C19162,C585
C9950,C743
C10360,C585
C11673,C5721
C10277,C585
C8693,C5721
C1508,C1065
C20880,C585
C12298,C585
C17133,C5721
C21787,C585
C19863,C743
C17792,C743
C14418,C5721
C18466,C5720
C15104,C585
C5791,C625
C189,C743
C15725,C2651
C12098,C5721
C8,C5720
C902,C612
C15786,C5720
C15324,C585
C22875,C2651
C12857,C585
C7812,C5720
C12638,C5096
C12133,C585
C5909,C585
C20013,C5721
C22027,C5721
C3349,C10506
C8282,C5721
C15020,C743
C20505,C5720
C357,C754
C10289,C585
C13230,C5463
C19078,C585
C10821,C2109
C17297,C585
C13314,C585
C19614,C5721
C12519,C5721
C9000,C754
C16055,C528
C11477,C585
C8107,C585
C8544,C5463
C15882,C5721
C16734,C585
C5015,C586
C9599,C585
C8990,C585
C15530,C5721
C17796,C585
C12076,C743
C1050,C585
C12814,C585
C749,C457
C7121,C5721
C3745,C5721
C920,C5720
C12808,C585
C13467,C5826
C10728,C586
C1574,C585
C9309,C467
C10697,C585
C15317,C5720
C10819,C529
C18082,C625
C11116,C585
C17693,C20059
C2306,C585
C623,C5721
C9204,C5096
C13088,C5720
C5763,C24510
C21593,C585
C19643,C743
C177,C2651
C13039,C585
C4180,C585
C12638,C754
C23204,C1065
C854,C585
C6924,C5720
C1080,C1065
C22710,C754
C544,C5721
C2882,C625
C14848,C2651
C2047,C5463
C19096,C585
C10043,C5721
C20442,C5720
C2549,C585
C8996,C743
C2039,C448
C22930,C5721
C11267,C529
C13279,C585
C8355,C5721
C1410,C743
C6521,C467
C22844,C585
C7978,C5721
C19424,C5721
C9849,C457
C14555,C2109
C5985,C5463
C22756,C586
C10523,C5720
C19493,C5721
C8151,C5721
C8015,C5721
C20080,C585
C2347,C1056
C16737,C754
C13173,C457
C13985,C5721
C1318,C585
C11543,C586
C8778,C5721
C659,C585
C16746,C2008
C11021,C5720
C14827,C585
C8619,C2651
C21974,C5721
C453,C754
C19061,C585
C14862,C5721
C24,C585
C18425,C5721
C1037,C5720
C16557,C5721
C18953,C585
C649,C612
C14603,C5721
C20265,C5721
C22859,C585
C19107,C585
C11741,C585
C16704,C743
C6393,C5721
C11248,C5721
C20520,C1065
C20145,C5721
C7677,C5721
C7158,C5720
C20460,C5721
C8260,C529
C771,C743
C17909,C754
C11890,C5463
C15602,C5721
C4872,C5720
C18239,C2109
C395,C5216
C7709,C585
C138,C3468
C18147,C2651
C13750,C585
C18798,C585
C200,C457
C15270,C585
C18698,C529
C22863,C5736
C20025,C585
C16243,C585
C12107,C7298
C13942,C2651
C13855,C754
C20896,C5721
C12300,C5721
C850,C2651
C4083,C2651
C19458,C5463
C2347,C1003
C8847,C585
C318,C585
C9540,C467
C9641,C585
C18142,C2651
C10245,C754
C16652,C585
C12699,C585
C14683,C5721
C3907,C457
C12320,C5721
C22901,C612
C14083,C586
C7229,C585
C1093,C612
C9647,C586
C6935,C5721
C13090,C585
C18961,C585
C5500,C5736
C7796,C585
C625,C315
C15843,C612
C12202,C529
C11719,C585
C9966,C585
C17978,C754
C6440,C585
C8009,C585
C367,C585
C17693,C5850
C15707,C5721
C8361,C585
C13179,C5721
C10809,C5721
C4,C585
C19195,C585
C6986,C585
C8486,C5720
C6883,C743
C6963,C585
C16524,C754
C1080,C467
C19057,C2651
C7285,C625
C18279,C585
C13318,C457
C162,C5721
C16901,C5721
C14549,C5721
C10823,C585
C19843,C457
C6959,C1065
C15053,C585
C13998,C5720
C15075,C585
C342,C1173
C10978,C2109
C10821,C5721
C10342,C5721
C1468,C585
C21182,C18266
C18526,C585
C9281,C5720
C14526,C5698
C23009,C585
C20671,C2651
C8908,C5463
C11950,C5721
C7339,C467
C17602,C5721
C10634,C529
C15900,C585
C468,C5721
C6947,C585
C17749,C585
C2521,C22400
C1177,C1763
C15540,C457
C7989,C5721
C5787,C19636
C6760,C585
C10658,C585
C14328,C5721
C11496,C585
C22532,C5721
C10555,C5720
C646,C585
C6589,C585
C18599,C585
C12973,C585
C18520,C743
C6897,C5721
C14364,C529
C7887,C585
C1947,C612
C10510,C585
C21686,C585
C17879,C625
C166,C5721
C8806,C585
C23571,C457
C6924,C743
C13074,C743
C16447,C5721
C6590,C5721
C21853,C754
C8021,C457
C16953,C5720
C19760,C5721
C20520,C467
C11472,C585
C14266,C754
C331,C1173
C1863,C5720
C9343,C585
C11466,C5721
C16291,C2109
C22769,C5721
C6617,C585
C15765,C5721
C5782,C20338
C14988,C612
C20209,C585
C9091,C625
C3387,C585
C22903,C467
C19814,C585
C15432,C2389
C3433,C754
C17363,C467
C14471,C585
C9692,C586
C10557,C5720
C19373,C5721
C11725,C5721
C9120,C3574
C7876,C5721
C10271,C585
C19852,C585
C3503,C5721
C9504,C5721
C22471,C585
C6173,C585
C13623,C585
C11001,C457
C20842,C467
C1248,C585
C17500,C754
C23254,C2651
C17993,C2511
C2505,C585
C8728,C585
C20532,C706
C8698,C5736
C15672,C754
C19985,C585
C11609,C5721
C17387,C1065
C7178,C585
C2039,C5721
C7316,C5721
C14967,C5721
C16381,C529
C13772,C5721
C6018,C5720
C10018,C585
C21046,C585
C11125,C754
C7133,C585
C10508,C5721
C9293,C585
C20229,C5720
C13323,C1065
C5944,C5721
C6625,C585
C21499,C5721
C16722,C585
C304,C585
C22513,C585
C12486,C585
C3912,C612
C19393,C754
C22909,C5720
C9161,C5463
C7728,C585
C13555,C5736
C14777,C612
C15057,C754
C868,C5721
C13455,C5721
C11039,C625
C858,C5721
C11936,C585
C8441,C467
C6767,C586
C6546,C5721
C1426,C2511
C12,C457
C705,C625
C6707,C5720
C18570,C5721
C20197,C5721
C12391,C5721
C11938,C5721
C755,C2651
C20153,C5720
C10552,C5721
C12693,C5721
C19544,C743
C18325,C23778
C18833,C585
C15180,C5721
C13705,C457
C19124,C5720
C22193,C5721
C13021,C585
C1740,C5721
C12133,C2109
C11405,C1065
C19501,C585
C22303,C5736
C10664,C5721
C17693,C1593
C10601,C585
C20151,C5721
C8611,C5720
C6383,C585
C9919,C585
C7975,C5721
C16974,C5720
C14130,C585
C214,C1056
C494,C5720
C19863,C5721
C7002,C586
C17792,C5721
C18339,C585
C23680,C5721
C8225,C625
C12636,C5721
C17693,C21587
C1251,C3574
C7577,C5721
C23093,C585
C18139,C585
C6787,C585
C13813,C754
C8289,C585
C3193,C585
C6566,C612
C69,C5720
C8149,C5720
C7660,C585
C9820,C5721
C12872,C5721
C16760,C5463
C7036,C585
C6524,C5720
C14642,C2651
C3636,C5720
C10572,C1065
C20429,C585
C17911,C5720
C16071,C2174
C1884,C5721
C9694,C5721
C18660,C2174
C10614,C2109
C8069,C585
C10022,C5721
C13851,C585
C3112,C5721
C6489,C5721
C14619,C585
C8426,C5721
C19821,C5721
C23047,C5721
C11637,C1065
C13371,C743
C12523,C585
C117,C5720
C21949,C2651
C13311,C754
C10914,C5721
C3680,C585
C18436,C625
C19278,C5721
C403,C585
C307,C585
C12759,C754
C1030,C5720
C216,C585
C7705,C5721
C1089,C5720
C173,C4784
C8450,C5721
C6874,C585
C17693,C26739
C16760,C5096
C247,C5721
C7061,C585
C16581,C5721
C133,C754
C12267,C585
C19448,C585
C6863,C5721
C559,C585
C15857,C2651
C214,C1003
C1456,C2651
C18722,C585
C2057,C2438
C4866,C754
C18454,C585
C13680,C585
C19643,C5721
C17590,C754
C8919,C743
C381,C5721
C16191,C612
C15675,C585
C13128,C5721
C11086,C585
C1721,C585
C19147,C585
C10585,C585
C22812,C5720
C575,C585
C12960,C585
C12050,C5720
C2095,C529
C10311,C585
C10701,C5721
C18411,C585
C9220,C586
C138,C504
C3833,C4784
C12860,C585
C14087,C585
C22364,C585
C11847,C5721
C17356,C2109
C9875,C585
C11583,C5721
C2660,C585
C18132,C5720
C1282,C585
C19787,C2651
C16262,C743
C19793,C2651
C17693,C14635
C511,C5721
C1477,C585
C9651,C585
C7685,C585
C1690,C5720
C7054,C5721
C18624,C585
C18489,C612
C9438,C5721
C21323,C625
C15156,C5721
C16395,C585
C13086,C457
C2254,C585
C4643,C585
C8515,C585
C5817,C754
C20908,C5721
C13696,C612
C10779,C1065
C831,C5721
C19396,C585
C1857,C743
C11253,C5721
C11021,C2109
C457,C1947
C19996,C754
C12847,C2651
C13185,C5720
C18854,C529
C1372,C5720
C12325,C5721
C15526,C5721
C9122,C5721
C6045,C585
C20119,C5721
C4013,C5720
C13691,C585
C7802,C585
C20044,C585
C1567,C1763
C7869,C5721
C11669,C5721
C22370,C585
C6917,C2511
C20789,C585
C19139,C585
C730,C5721
C110,C585
C1993,C1763
C8111,C5721
C17823,C529
C7215,C585
C13262,C585
C9274,C585
C13150,C5721
C7753,C5720
C10301,C1065
C4341,C585
C15500,C754
C17159,C5720
C23012,C2651
C14731,C2651
C762,C585
C8565,C5721
C7664,C457
C771,C5721
C21035,C2651
C10058,C625
C20858,C585
C22106,C2651
C11549,C457
C19697,C612
C2724,C585
C13391,C5721
C13736,C5721
C1538,C3774
C3890,C625
C940,C754
C8924,C585
C19452,C625
C17066,C754
C772,C3468
C6853,C743
C10753,C743
C22064,C9883
C1086,C585
C12076,C586
C16650,C743
C20954,C5721
C10091,C585
C9902,C457
C22523,C754
C7499,C585
C6255,C5721
C19778,C5721
C16712,C5913
C11637,C467
C19160,C743
C15939,C529
C2263,C5720
C16150,C585
C1207,C585
C6824,C585
C12525,C743
C11198,C585
C8066,C5721
C1801,C585
C17693,C585
C9044,C585
C15475,C585
C4010,C585
C3907,C1065
C10589,C14980
C7146,C585
C13166,C585
C15998,C585
C18466,C5721
C18292,C585
C9098,C5720
C18320,C585
C8,C5721
C11342,C585
C7290,C585
C17620,C585
C12085,C585
C17804,C585
C6296,C585
C7687,C585
C7454,C529
C9914,C2109
C19189,C529
C16590,C5721
C22668,C754
C1082,C585
C16875,C1065
C11710,C5721
C6883,C5721
C20505,C5721
C14764,C754
C12943,C5736
C15586,C585
C18566,C612
C19210,C585
C312,C585
C17131,C4784
C16416,C585
C10607,C585
C19676,C5721
C6081,C5720
C2892,C585
C7628,C585
C10458,C5720
C9281,C2109
C7822,C743
C15880,C467
C21415,C529
C6551,C612
C12652,C754
C17693,C5746
C6799,C585
C152,C2109
C13918,C2109
C10445,C585
C19050,C743
C195,C585
C8897,C467
C17693,C14417
C920,C5721
C10219,C585
C22865,C2651
C8982,C585
C1087,C585
C7069,C5720
C2162,C5720
C4936,C2651
C16071,C1065
C21983,C5720
C7235,C1065
C25,C529
C7050,C625
C2846,C585
C17558,C5721
C1228,C585
C1148,C2109
C12024,C5721
C11045,C585
C1544,C5721
C9252,C585
C16516,C5720
C683,C585
C9512,C5721
C2557,C743
C7746,C5720
C15487,C5736
C13088,C5721
C16816,C743
C2616,C585
C8306,C585
C2586,C585
C6169,C5721
C6600,C457
C10992,C585
C10713,C5721
C373,C585
C19006,C743
C11009,C754
C19889,C2651
C12046,C625
C10301,C467
C17151,C754
C17202,C754
C617,C585
C15965,C585
C10378,C585
C9232,C5721
C11418,C585
C7144,C1065
C12870,C5720
C692,C754
C22269,C754
C19,C586
C11138,C5721
C14462,C754
C15040,C585
C7898,C754
C1473,C5720
C6576,C5721
C18986,C457
C8184,C5721
C268,C5721
C7156,C585
C2347,C1173
C9753,C585
C1301,C585
C11395,C5721
C203,C585
C5315,C5720
C16070,C528
C8030,C585
C18654,C743
C23156,C5720
C9268,C585
C18016,C2651
C12616,C5720
C1037,C5721
C12985,C585
C919,C754
C8645,C585
C8211,C743
C13687,C2651
C10646,C585
C18529,C585
C1467,C585
C19385,C5721
C8629,C585
C7816,C5721
C17481,C5721
C16275,C5721
C13724,C585
C852,C2651
C9479,C585
C317,C585
C22677,C585
C18326,C5720
C8198,C585
C10299,C5463
C983,C585
C16715,C5721
C4872,C5721
C12202,C625
C15670,C5720
C11948,C612
C20500,C625
C23055,C2651
C18395,C585
C6342,C585
C1000,C743
C9423,C586
C14820,C5721
C21606,C5720
C3926,C5721
C10438,C5720
C22332,C2651
C20952,C529
C14176,C5721
C13542,C5721
C8064,C743
C7206,C1065
C16182,C5721
C19544,C5721
