edge_rarity,is_unusual_dst_port,dst_in_degree,edge_rarity_weighted,is_unusual_dst_port_weighted,dst_in_degree_weighted,total_score,label
0.038461538461538464,0.0,1589.0,-1.0760140433375258,0.0,-12.2929813362584,-13.368995379595926,0.0
0.0017730496453900709,1.0,5.0,-0.16141007236179797,1.938666773402042,-0.038681502002071745,1.7385751990381724,0.0
0.012048192771084338,0.0,662.0,-0.7642157537951698,0.0,-5.1214308650742995,-5.885646618869469,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.013157894736842105,0.0,1905.0,-0.7899961772151527,0.0,-14.737652262789334,-15.527648440004487,0.0
0.002347417840375587,1.0,3865.0,-0.20336843564701748,1.938666773402042,-29.90080104760146,-28.165502709846432,0.0
0.038461538461538464,0.0,1589.0,-1.0760140433375258,0.0,-12.2929813362584,-13.368995379595926,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.1,0.0,1589.0,-1.360945655664113,0.0,-12.2929813362584,-13.653926991922512,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.041666666666666664,0.0,1589.0,-1.101388932007082,0.0,-12.2929813362584,-13.394370268265481,0.0
0.011904761904761904,1.0,12.0,-0.7605876661172453,1.938666773402042,-0.09283560480497219,1.0852435024798246,0.0
0.04,1.0,13.0,-1.0872893577377822,1.938666773402042,-0.10057190520538653,0.7508055104588732,0.0
0.0125,1.0,17.0,-0.7744482645514721,1.938666773402042,-0.13151710680704393,1.032701402043526,0.0
0.012345679012345678,1.0,4.0,-0.7710374276327047,1.938666773402042,-0.030945201601657396,1.13668414416768,0.0
0.008928571428571428,1.0,2.0,-0.6644904136500615,1.938666773402042,-0.015472600800828698,1.2587037589511516,0.0
0.008333333333333333,1.0,1.0,-0.6368561170852708,1.938666773402042,-0.007736300400414349,1.294074355916357,0.0
0.008333333333333333,1.0,1.0,-0.6368561170852708,1.938666773402042,-0.007736300400414349,1.294074355916357,0.0
0.038461538461538464,0.0,15.0,-1.0760140433375258,0.0,-0.11604450600621524,-1.192058549343741,0.0
0.041666666666666664,0.0,12.0,-1.101388932007082,0.0,-0.09283560480497219,-1.194224536812054,0.0
0.041666666666666664,0.0,16.0,-1.101388932007082,0.0,-0.12378080640662958,-1.2251697384137117,0.0
0.038461538461538464,0.0,4.0,-1.0760140433375258,0.0,-0.030945201601657396,-1.1069592449391832,0.0
0.041666666666666664,0.0,6.0,-1.101388932007082,0.0,-0.046417802402486094,-1.1478067344095682,0.0
0.041666666666666664,0.0,11.0,-1.101388932007082,0.0,-0.08509930440455785,-1.1864882364116398,0.0
0.0125,0.0,14.0,-0.7744482645514721,0.0,-0.10830820560580089,-0.882756470157273,0.0
0.041666666666666664,0.0,2.0,-1.101388932007082,0.0,-0.015472600800828698,-1.1168615328079108,0.0
0.041666666666666664,0.0,11.0,-1.101388932007082,0.0,-0.08509930440455785,-1.1864882364116398,0.0
0.041666666666666664,0.0,4.0,-1.101388932007082,0.0,-0.030945201601657396,-1.1323341336087394,0.0
0.018867924528301886,0.0,14.0,-0.8887438889440539,0.0,-0.10830820560580089,-0.9970520945498548,0.0
0.041666666666666664,0.0,10.0,-1.101388932007082,0.0,-0.07736300400414349,-1.1787519360112255,0.0
0.041666666666666664,0.0,9.0,-1.101388932007082,0.0,-0.06962670360372913,-1.1710156356108112,0.0
0.041666666666666664,0.0,11.0,-1.101388932007082,0.0,-0.08509930440455785,-1.1864882364116398,0.0
0.041666666666666664,0.0,16.0,-1.101388932007082,0.0,-0.12378080640662958,-1.2251697384137117,0.0
0.041666666666666664,0.0,9.0,-1.101388932007082,0.0,-0.06962670360372913,-1.1710156356108112,0.0
0.037037037037037035,0.0,2.0,-1.0658756745768585,0.0,-0.015472600800828698,-1.0813482753776873,0.0
0.038461538461538464,0.0,3.0,-1.0760140433375258,0.0,-0.023208901201243047,-1.099222944538769,0.0
0.041666666666666664,0.0,13.0,-1.101388932007082,0.0,-0.10057190520538653,-1.2019608372124686,0.0
0.041666666666666664,0.0,10.0,-1.101388932007082,0.0,-0.07736300400414349,-1.1787519360112255,0.0
0.041666666666666664,0.0,10.0,-1.101388932007082,0.0,-0.07736300400414349,-1.1787519360112255,0.0
0.041666666666666664,0.0,11.0,-1.101388932007082,0.0,-0.08509930440455785,-1.1864882364116398,0.0
0.041666666666666664,0.0,16.0,-1.101388932007082,0.0,-0.12378080640662958,-1.2251697384137117,0.0
0.023809523809523808,0.0,10.0,-0.9571633946946155,0.0,-0.07736300400414349,-1.034526398698759,0.0
0.041666666666666664,0.0,11.0,-1.101388932007082,0.0,-0.08509930440455785,-1.1864882364116398,0.0
0.05555555555555555,0.0,1589.0,-1.197631018313704,0.0,-12.2929813362584,-13.490612354572104,0.0
