source_node,path_score,path_nodes,path_edges,path_length
C12247,1.0,C12247 -> C1065,0,1
C4429,1.0,C4429 -> C1065,2,1
C13455,1.0,C13455 -> C586,7,1
C1025,0.6666666666666666,C1025 -> C561,13,1
ANONYMOUS LOGON@C1065,3.333333333333332e-11,ANONYMOUS LOGON@C1065 -> ANONYMOUS LOGON@C1065,1,1
C528,3.333333333333332e-11,C528 -> C528,3,1
ANONYMOUS LOGON@C528,3.333333333333332e-11,ANONYMOUS LOGON@C528 -> ANONYMOUS LOGON@C528,4,1
C529,3.333333333333332e-11,C529 -> C529,5,1
ANONYMOUS LOGON@C529,3.333333333333332e-11,ANONYMOUS LOGON@C529 -> ANONYMOUS LOGON@C529,6,1
C586,3.333333333333332e-11,C586 -> C586,9,1
ANONYMOUS LOGON@C586,3.333333333333332e-11,ANONYMOUS LOGON@C586 -> ANONYMOUS LOGON@C586,8,1
C2106,3.333333333333332e-11,C2106 -> C2106,10,1
C10045$@DOM1,3.333333333333332e-11,C10045$@DOM1 -> C10045$@DOM1,11,1
C1020$@DOM1,3.333333333333332e-11,C1020$@DOM1 -> C1020$@DOM1,12,1
C561,3.333333333333332e-11,C561 -> C561,15,1
C1025$@DOM1,3.333333333333332e-11,C1025$@DOM1 -> C1025$@DOM1,14,1
