edge_rarity,is_unusual_dst_port,dst_in_degree,edge_rarity_weighted,is_unusual_dst_port_weighted,dst_in_degree_weighted,total_score,label
0.038461538461538464,0.0,1589.0,0.14540405908521054,0.0,0.15348862912587777,0.2988926882110883,0.0
0.0017730496453900709,1.0,5.0,0.021811685306490906,0.5090252903521486,0.01131641679447783,0.5421533924531173,0.0
0.012048192771084338,0.0,662.0,0.10327009513185811,0.0,0.14360357947780733,0.24687367460966544,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.013157894736842105,0.0,1905.0,0.1067538584093092,0.0,0.16815222941321373,0.2749060878225229,0.0
0.002347417840375587,1.0,3865.0,0.027481607899061608,0.5090252903521486,0.21959000799639536,0.7560969062476056,0.0
0.038461538461538464,0.0,1589.0,0.14540405908521054,0.0,0.15348862912587777,0.2988926882110883,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.1,0.0,1589.0,0.1839074719825676,0.0,0.15348862912587777,0.33739610110844537,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.011904761904761904,1.0,12.0,0.10277982395152019,0.5090252903521486,0.052189510100490215,0.663994624404159,0.0
0.04,1.0,13.0,0.14692771622650025,0.5090252903521486,0.06111709118440971,0.7170700977630585,0.0
0.0125,1.0,17.0,0.1046528360057453,0.5090252903521486,0.09839681991587226,0.7120749462737661,0.0
0.012345679012345678,1.0,4.0,0.10419192238111624,0.5090252903521486,0.009714481327184022,0.6229316940604489,0.0
0.008928571428571428,1.0,2.0,0.08979399847630218,0.5090252903521486,0.0036865616983331167,0.602505850526784,0.0
0.008333333333333333,1.0,1.0,0.08605971739013549,0.5090252903521486,0.0010119800893826417,0.5960969878316668,0.0
0.008333333333333333,1.0,1.0,0.08605971739013549,0.5090252903521486,0.0010119800893826417,0.5960969878316668,0.0
0.038461538461538464,0.0,15.0,0.14540405908521054,0.0,0.08063221721736985,0.22603627630258039,0.0
0.041666666666666664,0.0,12.0,0.1488330215920051,0.0,0.052189510100490215,0.20102253169249532,0.0
0.041666666666666664,0.0,16.0,0.1488330215920051,0.0,0.09081532181791699,0.23964834340992208,0.0
0.038461538461538464,0.0,4.0,0.14540405908521054,0.0,0.009714481327184022,0.15511854041239456,0.0
0.041666666666666664,0.0,6.0,0.1488330215920051,0.0,0.013164533343463332,0.1619975549354684,0.0
0.041666666666666664,0.0,11.0,0.1488330215920051,0.0,0.04304915822453717,0.19188217981654226,0.0
0.0125,0.0,14.0,0.1046528360057453,0.0,0.07004467226832921,0.17469750827407451,0.0
0.041666666666666664,0.0,2.0,0.1488330215920051,0.0,0.0036865616983331167,0.1525195832903382,0.0
0.041666666666666664,0.0,11.0,0.1488330215920051,0.0,0.04304915822453717,0.19188217981654226,0.0
0.041666666666666664,0.0,4.0,0.1488330215920051,0.0,0.009714481327184022,0.15854750291918912,0.0
0.018867924528301886,0.0,14.0,0.12009784606417528,0.0,0.07004467226832921,0.1901425183325045,0.0
0.041666666666666664,0.0,10.0,0.1488330215920051,0.0,0.03448205658166623,0.18331507817367132,0.0
0.041666666666666664,0.0,9.0,0.1488330215920051,0.0,0.02696034531783608,0.17579336690984118,0.0
0.041666666666666664,0.0,11.0,0.1488330215920051,0.0,0.04304915822453717,0.19188217981654226,0.0
0.041666666666666664,0.0,16.0,0.1488330215920051,0.0,0.09081532181791699,0.23964834340992208,0.0
0.041666666666666664,0.0,9.0,0.1488330215920051,0.0,0.02696034531783608,0.17579336690984118,0.0
0.037037037037037035,0.0,2.0,0.1440340398187972,0.0,0.0036865616983331167,0.14772060151713032,0.0
0.038461538461538464,0.0,3.0,0.14540405908521054,0.0,0.00706979313529611,0.15247385222050663,0.0
0.041666666666666664,0.0,13.0,0.1488330215920051,0.0,0.06111709118440971,0.2099501127764148,0.0
0.041666666666666664,0.0,10.0,0.1488330215920051,0.0,0.03448205658166623,0.18331507817367132,0.0
0.041666666666666664,0.0,10.0,0.1488330215920051,0.0,0.03448205658166623,0.18331507817367132,0.0
0.041666666666666664,0.0,11.0,0.1488330215920051,0.0,0.04304915822453717,0.19188217981654226,0.0
0.041666666666666664,0.0,16.0,0.1488330215920051,0.0,0.09081532181791699,0.23964834340992208,0.0
0.023809523809523808,0.0,10.0,0.12934351894208485,0.0,0.03448205658166623,0.16382557552375107,0.0
0.041666666666666664,0.0,11.0,0.1488330215920051,0.0,0.04304915822453717,0.19188217981654226,0.0
0.05555555555555555,0.0,1589.0,0.16183841877102906,0.0,0.15348862912587777,0.3153270478969068,0.0
0.0006464124111182935,0.0,9.0,0.008184886531629501,0.0,0.02696034531783608,0.03514523184946558,0.0
0.0006406149903907751,0.0,9.0,0.00801167695294724,0.0,0.02696034531783608,0.03497202227078332,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.005025125628140704,0.0,12.0,0.059908006764685134,0.0,0.052189510100490215,0.11209751686517536,0.0
0.029411764705882353,0.0,15.0,0.1362807093560879,0.0,0.08063221721736985,0.21691292657345776,0.0
6.976322361903699e-06,0.0,11.0,7.828681522362028e-06,0.0,0.04304915822453717,0.04305698690605953,0.0
0.00022040996253030638,0.0,11.0,0.0009521633901572817,0.0,0.04304915822453717,0.04400132161469445,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
0.00022040996253030638,0.0,6.0,0.0009521633901572817,0.0,0.013164533343463332,0.014116696733620614,0.0
0.0006464124111182935,0.0,3630.0,0.008184886531629501,0.0,0.21300026797039806,0.22118515450202755,0.0
1.0,0.0,12.0,0.24831109911146912,0.0,0.052189510100490215,0.3005006092119593,0.0
0.041666666666666664,0.0,1589.0,0.1488330215920051,0.0,0.15348862912587777,0.30232165071788286,0.0
