node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C10614,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C16712,12,32,44,0.7272727272727273,0.22682926829268293,0.0,0.0,0.0,0.0
C11227,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C25856,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C11667,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C743,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1226,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12267,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12632,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C467,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C12941,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C5721,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13470,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13490,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14394,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14702,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14967,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C15459,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C15549,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C16029,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13283,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C13570,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C20261,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C20893,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C21112,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24911,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C16756,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1700,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1843,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C185,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C1857,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2128,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24336,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C24474,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2881,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C2882,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C3100,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C4814,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C8026,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C8492,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
C962,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
