src,dst,label,one_class_svm_score,svc_score,isolation_forest_score
C19641,C467,0,-112.64187404660402,1.0000000994736041e-07,0.4298095470092054
C14585,C1640,0,-59.75895897942178,1.0000000994736041e-07,0.48360352772752113
C15771,C3649,0,-97.14372898047327,1.0000000994736041e-07,0.5303806704574219
C8013,C467,0,-93.76711893285415,1.0000000994736041e-07,0.484174290674915
C1521,C21562,0,-41.68242764705724,1.0000000994736041e-07,0.5517466012136827
C10,C21218,0,-89.8395828949524,1.0000000994736041e-07,0.5383275240439249
C7898,TGT,0,-141.09423534056873,0.00032676451443538774,0.4667150773308188
C25812,C529,0,-89.10664467328138,1.0000000994736041e-07,0.45083211010207813
C5787,C20640,0,-10.604335973004254,0.0013043937409036503,0.6214524752355506
C24274,C528,0,-40.01838390664966,1.0000000994736041e-07,0.567427867786372
C4761,C5769,0,-74.81847913215711,6.349176637863223e-06,0.44532438169455735
C8466,C706,0,-129.96392494832685,1.0000000994736041e-07,0.5055813996958028
C1993,C1065,0,98.88303812869935,3.764095892949402e-07,0.5900085673302997
C5566,C231,0,-47.15609712221931,1.0000000994736041e-07,0.45778514594380765
C9469,C1015,0,319.92649094493913,1.0000000994736041e-07,0.6668723556682048
C7718,TGT,0,-117.03730434549266,1.0000000994736041e-07,0.4469695289064243
C648,C1640,0,-86.24172693724972,1.0000000994736041e-07,0.5015610116913681
C16695,C2567,0,426.6167365772328,1.0000000994736041e-07,0.6394132548067711
C1641,C3395,0,-38.2532741564155,1.0000000994736041e-07,0.5707905106951356
C1590,C1478,0,-75.45334018079029,0.006817647875516426,0.6240779547300888
C1660,C586,0,-55.63502587631956,1.0000000994736041e-07,0.5028995153853607
C1216,C528,0,-97.67697617132558,1.0000000994736041e-07,0.45964197303759896
C1521,C20055,0,-43.21922965346744,1.0000000994736041e-07,0.5081500102286617
C11264,C1958,0,-140.95199838732515,1.0000000994736041e-07,0.5000700413608775
C16625,C528,0,-100.63462255565878,1.0000000994736041e-07,0.4630639765782311
C15244,C14796,0,-0.000310017505853466,0.004063993849412008,0.5723987751902464
C4323,C1065,0,-41.086951803930106,1.0000000994736041e-07,0.5040658383004492
C23805,C2106,0,-53.04547359054686,1.0000000994736041e-07,0.46401097870485825
C360,C2753,0,-56.69406875482014,1.0000000994736041e-07,0.44887641738719963
C3299,C612,0,-60.9041973935216,1.0000000994736041e-07,0.5023100353842118
C22923,C467,0,-91.76209026085667,1.0000000994736041e-07,0.4727219348951479
C1521,C9293,0,-42.75896327649525,1.0000000994736041e-07,0.5029671363708351
C375,C743,0,-7.548931832808194,1.0000000994736041e-07,0.43666815455023084
C1037,C625,0,-51.813987376696105,0.008550125733843316,0.503183382107997
C5163,C231,0,-80.39903154192984,1.0000000994736041e-07,0.4669792350730245
C9591,C528,0,-102.03612996599463,0.0015593234119471158,0.4687441601035473
C20671,C529,0,-31.492856130984137,0.00029800721073736965,0.5267062509702461
C16770,C2173,0,1.22777389606199e-05,1.0000000994736041e-07,0.5869931163749263
C21753,C528,0,12.011261753491908,1.0000000994736041e-07,0.5655671680126935
C19183,C625,0,-57.56599196035518,0.0012238527816322042,0.4929899433629106
C11165,C3034,0,-0.6641550935976284,0.0009071145911804476,0.5449856842553729
C1570,C500,0,-113.43349323576422,1.0000000994736041e-07,0.530394160183608
C6849,C2327,0,-123.75314668638748,1.0000000994736041e-07,0.4557295651388768
C3780,C529,0,63.68338569338971,1.0000000994736041e-07,0.5718197377672342
C17216,C612,0,-110.97998944724372,1.0000000994736041e-07,0.4517385185365582
C13123,C2106,0,8.667378607495948,1.0000000994736041e-07,0.6560006537933228
C21589,C529,0,-80.11438555982909,1.0000000994736041e-07,0.47001829265344464
C521,C529,0,-168.73184881710245,0.011861340252973643,0.4613265233614722
C7685,C2553,0,-138.81055496725094,1.0000000994736041e-07,0.46470405038816315
C13537,C625,0,-34.376864674419494,1.0000000994736041e-07,0.5014124780799938
C7978,C1640,0,-93.53357708790236,9.934823637987774e-06,0.4404096216629486
C1521,C17909,0,192.4514081229347,1.0000000994736041e-07,0.6317022702374541
C4321,C1640,0,-71.40522695461482,1.0000000994736041e-07,0.5345044796499463
C15244,C1536,0,-0.000310017505853466,0.004063993849412008,0.5723987751902464
C4998,TGT,0,-55.14014374960925,1.0000000994736041e-07,0.45499640959026505
C24553,C612,0,-76.41955074502471,1.0000000994736041e-07,0.42568238525829233
