edge_index,score
0,0.775770874929356
1,0.7000547063068208
2,0.7224432257067821
3,0.2999966266888555
4,0.30005675962664774
5,0.2999929600463072
6,0.300028159814771
7,0.7178635891639468
8,0.7000041066396541
9,0.29999149338928793
10,0.2999980933458749
11,0.3026300093670494
12,0.30258674298497945
13,0.30102695324492973
14,0.300248891696179
15,0.3002342251259858
16,0.3050727266327315
17,0.30011835922145935
18,0.29999442670332654
19,3.7399753992729294e-05
20,0.0
21,0.0047688352983278155
22,0.00045319701897071965
23,0.29999222671779757
24,0.3034682038535924
25,0.38201722050894954
26,0.30400866696521284
27,0.7000686395485043
28,0.7000055732966735
29,0.30296147385341643
30,0.3060737200484192
31,0.4098961704607454
32,0.30152561663149946
33,0.7887361229801688
34,0.7021630257720971
35,0.35683838612972674
36,0.313794202598134
37,0.3384905068179996
38,0.30793197449190113
39,0.3000164265586164
40,0.3087122360261808
41,0.2999951600318362
42,0.3023154114364047
43,0.0292011412547153
44,0.00918053961245055
45,0.04980840570470914
46,0.06598049932827109
47,0.04793475136252437
48,0.1192245491007437
49,0.3765876562234168
50,0.3067293157360565
51,0.3056087897732939
52,0.043533313647536896
53,0.0037128422444154593
54,0.31696584840241937
55,0.30998822763299155
56,0.3412632219130292
57,0.3082854388335579
58,0.3994587057827353
59,0.30321007221819163
60,0.31032335876190675
61,0.3000032266454425
62,0.3004263571955171
63,0.3515312877053075
64,0.30568798925233737
65,0.7166477304949282
66,0.7072801921125141
67,0.3570378514843547
68,0.3110757538128194
69,0.3003148912620485
70,0.019205873668030986
71,0.005028433590747937
72,0.0017592550946775995
73,0.0001649989146738057
74,0.30399326706651
75,0.2999958933603459
76,0.30627978535963407
77,0.3640910050902776
78,0.32746857931778933
79,0.42529020253555666
80,0.2999995600028942
81,0.30048795679032864
82,0.30317560577823754
83,0.30364053605336283
84,0.3000149599015971
85,0.30001349324457777
86,0.3000120265875584
87,0.3001337591201622
88,0.30014842569035544
89,0.3003178245760872
90,0.30000982660202946
91,0.30277667506898176
92,0.3634229428179761
93,0.3105748904407207
94,0.300069226211312
95,0.30054442308557255
96,0.30073068852702656
97,0.30340660425878085
98,0.3015116833898159
99,0.3531783435380069
100,0.30028115815060413
101,0.3001110259363627
102,0.32070289048765366
103,0.3467778523056826
104,0.15264306261452146
105,0.0201753339578033
106,0.46022523940731414
107,0.30776844223424665
108,0.30003695975688693
109,0.3000142265730874
110,0.30017995881627085
111,0.3695183693902813
112,0.3075301104686066
113,0.32806624205316337
114,0.30053048984388897
115,0.30718984604012384
116,0.33579259123095545
117,0.3172606464633032
118,0.3002063586426187
119,0.3019692803798446
120,0.30005382631260913
121,0.18345239329092414
122,0.0004964634010407398
123,0.0010911928223761018
124,0.00018333212741533967
125,0.0003981973807461178
126,0.012383718542651362
127,0.001009793357803691
128,0.003645376021526614
129,0.0010009934156877546
130,0.00018186547039601695
131,0.0015832562523588735
132,0.3004930900898963
133,0.34908857043962555
134,0.30881856866008167
135,0.30194141389647744
136,0.3020338132886948
137,0.33059842539702405
138,0.30900336744451634
139,0.300991753476466
140,0.300623622564616
141,0.3021122794392286
142,0.31957796455383314
143,0.3007497550682778
144,0.3000127599160681
145,0.313839668965733
146,0.3007050220291884
147,0.3005818228395653
148,0.3058060551423928
149,0.3460701902938594
150,0.3107156895145756
151,0.30170968208742444
152,0.07405004624858469
153,0.008060746978197654
154,0.3367899180040949
155,0.3133637387629628
156,0.3740723394352784
157,0.3107714224813099
158,0.3829441477451615
159,0.3000068932879908
160,0.301362084373845
161,0.30000909327351977
162,0.30000175998842316
163,0.30028702477868147
164,0.7001749721824052
165,0.3016774156329994
166,2.1999855289840756e-05
167,0.30491726098868327
168,0.3012616183680214
169,0.3531167439431954
170,0.3072191791805103
171,0.31035415855931253
172,0.35627152319175853
173,0.3039199342155438
174,0.4252572027526219
175,0.3062035191946293
176,0.3258075902434064
177,0.35915203757770836
178,0.3053257249685646
179,0.3050815265748474
180,0.30153881654467335
181,0.3029086742007208
182,0.4166427927496299
183,0.40997830325382745
184,0.30087808755746853
185,0.3980389817880309
186,0.308127039875471
187,0.36340020963417663
188,0.3056571894549316
189,0.04719188958223741
190,0.005293898511245349
191,0.31124808601258974
192,0.30642278441901805
193,0.38259215006052405
194,0.3039976670375679
195,0.30561025643031325
196,0.02113526097695002
197,0.015322899209374088
198,0.01827894643181903
199,0.07698042697319146
200,0.3002518250102177
201,0.3091331665907264
202,0.3043151982822513
203,0.300062626254725
204,0.03070519802803075
205,0.00039159742415916557
206,0.30000835994501013
207,0.30013449244867185
208,0.30410106635743017
209,0.887729605156375
210,0.7011876988542475
211,0.311726216200889
212,0.3000831594529956
213,0.32904230229952264
214,0.3005832894965846
215,0.2999973600173652
216,0.300344224402435
217,0.3008355545039081
218,0.3358358576130254
219,0.3003192912331065
220,0.34885757195908224
221,0.3090048341015357
222,0.30620425252313893
223,0.30162974927987135
224,0.19509618336732718
225,0.013524777703684437
226,0.17911402182776756
227,0.3022442785709676
228,0.3033098048955055
229,0.30709011336280984
230,0.4893721143523145
231,0.3004219572244591
232,0.31479299602829275
233,0.3000765594964086
234,0.3036398027248532
235,0.407421920069148
236,0.30107388626954806
237,0.3545687343923249
238,0.30203967991677205
239,0.11397538362858768
240,0.012452651422559531
241,0.30118608553152626
242,0.3129838745949582
243,0.3000046933024618
244,0.30020342532858
245,0.30630031855790457
246,0.00684928828023709
247,0.0007538617079318766
248,0.013683909990280952
249,0.009104273447445767
250,0.3000428263849642
251,0.31992116229635464
252,0.30087735422895884
253,0.327744310837422
254,0.31220287973216887
255,0.7004690369147794
256,0.7000987060174004
257,0.30007362618237
258,0.3737628748042013
259,0.30105335307127756
260,0.38895964150991363
261,0.30023349179747616
262,0.30567332268214414
263,0.3034506039693605
264,0.3004989567179736
265,0.3043320648379735
266,0.14169740127931604
267,0.011138526733246376
268,0.30091255399742256
269,0.015109500613062633
270,0.001353724428834868
271,0.30471632897703604
272,0.3293950333126698
273,0.30094042048078967
274,0.03562436567083914
275,0.3003156245905582
276,0.7095615771060706
277,0.30087515424342987
278,0.3000024933169328
279,0.30532279165452597
280,6.37995803405382e-05
281,0.00011879921856514012
282,0.30051435661667647
283,0.3001506256758844
284,0.3958375296020275
285,0.30210714613966094
286,0.3596895673752901
287,0.31463533039871555
288,0.34016762911959514
289,0.0001972653690989055
290,0.30038749078450505
291,0.7193170462700956
292,0.7000774394906202
293,0.7550433446037778
294,0.7000407730651372
295,0.7517301663971278
296,0.7377037919928349
297,0.7321700950589304
298,0.30708791337728086
299,0.34003416333083675
300,0.3039045343168409
301,0.3389261039527384
302,0.3047331955327583
303,0.3022376786143806
304,0.30012789249208494
305,0.3002474250391597
306,0.7887199897529563
307,0.7036047496220914
308,0.3108608885594885
309,0.3014911501915454
310,0.3000545596411188
311,0.3003346911318094
312,0.7469231980162976
313,0.7028244880878117
314,0.3032650718564162
315,0.31694091523309087
316,0.30020929195665735
317,0.30918523291491234
318,0.3964007258974474
319,0.30317927242078585
320,0.300207825299638
321,0.3079539743471909
322,0.3819475543005317
323,0.3037483353442831
324,0.36955136917321607
325,0.30770390932539643
326,0.4116906253238868
327,0.3093172320466514
328,0.7447811454395767
329,0.7008467010972551
330,0.33114842177927006
331,0.30645285088791413
332,0.3006162892795194
333,0.3845934035633899
334,0.3039096676164086
335,0.30310813955534865
336,0.35237314883439874
337,0.3091170333635138
338,0.2999936933748169
339,0.3064895173133972
340,0.7800535134257783
341,0.05054980082797677
342,0.1709088091331666
343,0.1855350462583624
344,0.3038326681228941
345,0.3160015214122147
346,0.01843294541884791
347,0.040066136453857995
348,0.33376053793068383
349,0.30602165372423323
350,0.3514784880526119
351,0.3058133884274894
352,0.3171873136123371
353,0.3047991950986278
354,0.3004036240117176
355,0.30002229318669366
356,0.31214494677990556
357,0.03372211151677758
358,0.00951053744179816
359,0.11999601069290744
360,0.30276127517027884
361,0.3005994227237972
362,0.30494732745757935
363,0.019443472105161265
364,0.0031767791038530063
365,0.3378070446469952
366,0.3242338672616731
367,0.30674471563475936
368,0.32782351031646545
369,0.30003622642837724
370,0.1647371163958566
371,0.30011322592189166
372,0.30426386528657495
373,0.3029160074858174
374,0.3095394305850788
375,0.3007284885414976
376,0.005233765573453118
377,0.0008176612882724149
378,0.0001437323878936263
379,0.0005477963967170348
380,0.3001682255601163
381,0.015738696474352082
382,0.31586878895196596
383,0.0009760602463592683
384,0.0007773282202410401
385,0.00013419911726802864
386,0.0004025973518040859
387,0.0007626616500478131
388,0.00013126580322938322
389,0.0004040640088234086
390,0.3062277190354481
391,0.3089557010913883
392,0.30735777826883626
393,0.41578773170736477
394,0.30616611944063654
395,0.033285047725019404
396,0.011753789352852257
397,0.308963034376485
398,0.32154035164568695
399,0.30332300480867946
400,0.4251714033169915
401,0.30434453142263773
402,0.3232446071021399
403,0.37072102814612595
404,0.3307194246011182
405,0.35010716373954515
406,0.07774382195174893
407,0.4051471350321785
408,0.09938874624291359
409,0.3050492601204223
410,0.3152307931485606
411,0.3010621530133935
412,0.31655298445148006
413,0.3098107621336535
414,0.35475793314781745
415,0.30928423226371665
416,0.3099053615113998
417,0.30916836635919015
418,0.3126795432634487
419,0.31965496404734756
420,0.3014141506980309
421,0.301814548064306
422,0.30003475977135796
423,0.30001862654414535
424,0.302003013491289
425,0.3000457596990028
426,0.30002962647179027
427,0.3036508026524981
428,0.30109441946781856
429,0.3284607727913612
430,0.3012058854012871
431,0.3031682724931409
432,0.34206474997408903
433,0.30782710851501954
434,0.33866283901777
435,0.3046055963720772
436,0.3090503004691347
437,0.30104675311469065
438,0.001680788944143834
439,0.3046503294111665
440,0.3000010266599135
441,0.3035855364151382
442,0.33587399069552787
443,0.3082333725093719
444,0.4893743143378435
445,0.33086462364603114
446,0.47442027936882897
447,0.47910258190301686
448,0.13193973212976198
449,0.30043295715210405
450,0.30032075789012586
451,0.3964916586326454
452,0.30408933310127556
453,0.302553009873535
454,0.305143126169659
455,0.30715097962911175
456,0.3072866454033991
457,0.3065122504971967
458,0.30410693298550745
459,0.37957816988581583
460,0.3024811436795882
461,0.018487945057072516
462,0.02389770947284436
463,0.301037219844065
464,1.9066541251195325e-05
465,4.766635312798831e-05
466,0.00025666497838147553
467,0.4440971454943318
468,0.30051875658773447
469,0.700160305612212
470,0.7000371064225889
471,6.673289437918365e-05
472,0.0012686583217141505
473,0.00016059894361583754
474,0.01700075483947928
475,0.013546044230464616
476,0.30105995302786454
477,0.41257648616355763
478,0.30744871100403426
479,0.3004160905963818
480,0.30268720899080304
481,0.30835583837048536
482,0.3006441557628865
483,0.3414164875715484
484,0.30394120074232395
485,0.09633883297123201
486,0.009517137398385112
487,0.3311315552235478
488,0.3034014709592132
489,0.38457287036511933
490,0.30204407988783005
491,0.31270227644724824
492,0.30214894586471164
493,0.020739996910242545
494,0.0011571923882456238
495,0.31916803391693244
496,0.3009140206544419
497,0.31763977730279813
498,0.10219226113534897
499,0.035348634151206475
500,0.04587629823590494
501,0.3255494586080056
502,0.3052861252290429
503,0.32023062692743176
504,0.3006426891058672
505,0.30108195288315437
506,0.3181135075200394
507,0.31432659909614813
508,0.149716348532463
509,0.0002573983068911369
510,0.0005595296528716166
511,0.3022134787735618
512,0.30136501768788365
513,0.30126895165311796
514,0.05404044453396484
515,0.04731288878633154
516,0.13202626489390204
517,0.3097806956647574
518,0.30004869301304155
519,0.30003035980029996
520,0.3014603503941396
521,0.30005822628366713
522,0.0008777942260646463
523,0.001416790680665745
524,0.18937182102091066
525,0.031584458911114714
526,0.31567665688243474
527,0.000560262981381278
528,9.973267731394477e-05
529,0.07680442813087274
530,0.018077281091662154
531,0.09638209935330204
532,0.003398244313770736
533,0.3420486167468765
534,0.30002669315775166
535,0.30003915974241585
536,0.7777574618620287
537,0.7618867662559375
538,0.716704930118682
539,0.9234009038518325
540,0.7007330351782575
541,0.31731564610152785
542,0.30353273676244263
543,0.32477213038776453
544,0.022695784045509395
545,0.0025769163829500144
546,0.3420222169205287
547,0.34998176456439306
548,0.33692778376391125
