src,dst
C7314,C2109
C22837,C2651
C21061,C585
C8098,C5720
C299,C585
C5156,C585
C9351,C585
C14130,C5720
C1503,C4667
C13076,C625
C110,C5721
C15126,C625
C10843,C625
C13619,C585
C17408,C585
C17182,C612
C9089,C5721
C14833,C5721
C14286,C529
C15453,C585
C8561,C743
C13842,C612
C8595,C5721
C18882,C585
C3430,C585
C18320,C585
C10955,C585
C1450,C5720
C1058,C5721
C2848,C585
C14856,C529
C21312,C754
C10134,C585
C15880,C612
C782,C5463
C7050,C5721
C9853,C5720
C16828,C585
C15193,C5721
C6705,C625
C7050,C5720
C5782,C161
C16565,C5721
C6863,C585
C20496,C585
C8412,C5736
C295,C585
C18731,C5721
C9849,C743
C17039,C5721
C16344,C5720
C149,C625
C8693,C585
C23660,C612
C8066,C585
C10751,C754
C19969,C5720
C1320,C5096
C7006,C5721
C10585,C585
C8169,C2651
C6066,C5721
C7369,C2109
C16301,C3574
C16401,C754
C6375,C5721
C11549,C2109
C9895,C754
C749,C743
C15230,C5721
C6874,C585
C15873,C612
C21174,C2651
C16712,C11366
C19515,C467
C17146,C585
C11733,C5720
C3875,C585
C22987,C5736
C7643,C625
C10156,C743
C19793,C585
C18434,C5720
C1044,C5463
C4474,C585
C6404,C743
C22881,C585
C656,C585
C8908,C5721
C8225,C1065
C19863,C585
C16619,C5721
C22208,C754
C5211,C5736
C6449,C5721
C21853,C754
C15106,C5721
C7418,C585
C3554,C5721
C16291,C1065
C20206,C586
C6839,C5721
C7701,C5721
C16210,C585
C20404,C5721
C13528,C5720
C6645,C1065
C18092,C585
C7830,C5721
C244,C467
C13436,C625
C3282,C5721
C12628,C2109
C1276,C457
C12326,C5720
C1473,C585
C8633,C585
C18771,C585
C13371,C1065
C22944,C585
C15270,C585
C16770,C585
C16125,C585
C18353,C586
C1677,C5720
C7975,C585
C20546,C5736
C14435,C585
C6253,C5721
C20139,C585
C1467,C5721
C11870,C2651
C7354,C5463
C11924,C625
C15526,C5721
C8139,C5720
C739,C585
C5908,C625
C21476,C585
C6290,C5721
C7645,C5721
C9402,C585
C3349,C10506
C18929,C5721
C12242,C5720
C8974,C743
C9159,C585
C11219,C529
C13931,C5720
C1175,C5720
C7221,C5720
C16275,C585
C23297,C754
C13845,C5721
C5751,C743
C16547,C585
C11481,C5721
C1837,C585
C805,C5720
C16512,C585
C22946,C5736
C10634,C743
C12352,C5721
C7595,C5721
C998,C5720
C1097,C1173
C18795,C585
C4137,C1065
C4394,C585
C22546,C754
C118,C5721
C12074,C585
C6765,C585
C291,C2983
C3210,C625
C9024,C1065
C118,C5720
C14683,C612
C21457,C585
