node,in_degree,out_degree,total_degree,fan_out_ratio,betweenness_centrality,inter_arrival_mean,inter_arrival_std,burst_score,active_duration
C12247,0,6,6,1.0,0.0,0.4,0.48989794855663565,0.5,2.0
C1065,593,5,598,0.008361204013377926,3.1465797197676204e-05,45.0,45.205088209182826,0.4,180.0
ANONYMOUS LOGON@C1065,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C4429,1,3,4,0.75,0.0,8.5,4.5,0.3333333333333333,17.0
C528,821,4,825,0.0048484848484848485,4.032568987411516e-05,66.66666666666667,79.48305200201837,0.5,200.0
ANONYMOUS LOGON@C528,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C529,644,5,649,0.007704160246533128,3.2004603852208945e-05,47.75,74.25084174607046,0.6,191.0
ANONYMOUS LOGON@C529,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455,0,2,2,1.0,0.0,218.0,0.0,0.5,218.0
C586,1070,5,1075,0.004651162790697674,8.219668943461798e-05,20.5,4.8218253804964775,0.2,82.0
ANONYMOUS LOGON@C586,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C2106,434,1,435,0.0022988505747126436,0.0,0.0,0.0,0.0,0.0
C10045$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1020$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1025,2,2,4,0.5,0.0,133.0,0.0,0.5,133.0
C561,2,5,7,0.7142857142857143,7.364549412103671e-08,26.25,27.279800219209818,0.4,105.0
C1025$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1035,1,2,3,0.6666666666666666,0.0,114.0,0.0,0.5,114.0
C467,664,4,668,0.005988023952095809,4.107158795036039e-05,40.0,49.60510726393671,0.5,120.0
C1035$@DOM1,1,2,3,0.6666666666666666,0.0,114.0,0.0,0.5,114.0
C105,1,16,17,0.9411764705882353,0.0,10.866666666666667,20.221660553860442,0.375,163.0
C104,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0
C104$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1042,1,3,4,0.75,0.0,83.0,81.0,0.6666666666666666,166.0
C1042$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C612,700,5,705,0.0070921985815602835,4.1340419575254376e-05,39.0,23.62202362203543,0.4,156.0
C10445$@DOM1,2,3,5,0.6,9.205686765129588e-09,36.0,26.0,0.3333333333333333,72.0
C10805,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C10805$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1115,1,16,17,0.9411764705882353,0.0,14.0,26.560622482665323,0.4375,210.0
C1085,13,14,27,0.5185185185185185,3.2003277794948725e-07,9.76923076923077,11.239722458617274,0.35714285714285715,127.0
C1114$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11639$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11741$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C11886,1,4,5,0.8,0.0,4.0,2.8284271247461903,0.25,12.0
C11886$@DOM1,1,2,3,0.6666666666666666,0.0,12.0,0.0,0.5,12.0
C11888,1,5,6,0.8333333333333334,0.0,11.5,8.2915619758885,0.4,46.0
C11888$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C12135,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C12135$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1214,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1214$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C123$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C527,1,12,13,0.9230769230769231,0.0,3.3636363636363638,4.829318176470337,0.5833333333333334,37.0
C457,628,3,631,0.004754358161648178,2.3259997790302048e-05,23.5,4.5,0.3333333333333333,47.0
C12702$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13039,1,5,6,0.8333333333333334,0.0,0.0,0.0,0.0,0.0
C13039$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
TGT,361,0,361,0.0,0.0,0.0,0.0,0.0,0.0
C13084$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1323$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13455$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13701,1,3,4,0.75,0.0,32.5,12.5,0.3333333333333333,65.0
C13701$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13781,1,5,6,0.8333333333333334,0.0,7.5,2.5,0.2,30.0
C13781$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C13968,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C13968$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1422,0,2,2,1.0,0.0,14.0,0.0,0.5,14.0
C1422$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14354$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C801,35,8,43,0.18604651162790697,3.568606392804307e-06,17.142857142857142,26.188484772775183,0.625,120.0
C14670$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14709,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C14709$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14746,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1015,41,3,44,0.06818181818181818,7.548663147406263e-07,56.0,38.0,0.3333333333333333,112.0
C14746$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1475,0,3,3,1.0,0.0,8.5,3.5,0.3333333333333333,17.0
C1475$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14850$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C14930,1,5,6,0.8333333333333334,0.0,11.25,12.47747971346778,0.4,45.0
C14930$@DOM1,1,4,5,0.8,0.0,1.6666666666666667,2.357022603955158,0.75,5.0
C1503,1,2,3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0
C1503$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1519$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1519,2,5,7,0.7142857142857143,0.0,0.25,0.4330127018922193,0.6,1.0
C1798,0,181,181,1.0,0.0,1.2444444444444445,1.2893677271447697,0.15469613259668508,224.0
C2162,70,3,73,0.0410958904109589,2.5444518218818185e-06,38.5,38.5,0.6666666666666666,77.0
C15602$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C15715$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1573$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C101,14,12,26,0.46153846153846156,3.367016464849183e-08,16.454545454545453,16.707992841553065,0.3333333333333333,181.0
C1617$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1618,1,14,15,0.9333333333333333,0.0,5.230769230769231,6.840533561666373,0.2857142857142857,68.0
C553,13,11,24,0.4583333333333333,3.367016464849183e-08,6.8,7.11055553385247,0.2727272727272727,68.0
C16318$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C1634,1,2,3,0.6666666666666666,0.0,16.0,0.0,0.5,16.0
C1634$@DOM1,2,2,4,0.5,0.0,16.0,0.0,0.5,16.0
C1640$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
C2109,1,6,7,0.8571428571428571,0.0,32.2,41.85403206382869,0.5,161.0
C2110,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0
C1677$@DOM1,1,1,2,0.5,0.0,0.0,0.0,0.0,0.0
