source_node,path_score,path_nodes,path_edges,path_length
C4421,1.0,C4421 -> C585,3060,1
C3256,0.996154561199229,C3256 -> C585,3035,1
C12427,0.9947944696132055,C12427 -> C467,2741,1
C355,0.9942171645515122,C355 -> C612,2967,1
C17378,0.9941682403937415,C17378 -> C2109,2828,1
C9857,0.9939529740995509,C9857 -> C457,2872,1
C6551,0.9936887836475896,C6551 -> C529,2833,1
C6551,0.9936789988160354,C6551 -> C467,2834,1
C2288,0.9932093269014374,C2288 -> C5721,2867,1
C11457,0.9928375033023805,C11457 -> C467,2865,1
C8789,0.9878472392097769,C8789 -> C585,2824,1
C8834,0.9876711122418027,C8834 -> C529,2922,1
C8834,0.9873384279689627,C8834 -> C2109,2914,1
C876,0.9616043209816142,C876 -> C612,3338,1
C8768,0.9606747619839725,C8768 -> C743,3304,1
C8768,0.9600093934382917,C8768 -> C2109,3309,1
C735,0.9575631855497607,C735 -> C467,3158,1
C6779,0.9571522226244876,C6779 -> C5721,3211,1
C15786,0.9570054501511759,C15786 -> C366,3201,1
C5811,0.9537960254014227,C5811 -> C528,4648,1
C13685,0.9527979725829021,C13685 -> C5721,3280,1
C1420,0.9527001242673608,C1420 -> C1065,4615,1
C11074,0.9519564770692472,C11074 -> C625,3115,1
C7736,0.9489036096243603,C7736 -> C585,4669,1
C304,0.9458507421794734,C304 -> C612,4278,1
C17397,0.9458409573479193,C17397 -> C585,4275,1
C17397,0.9458311725163652,C17397 -> C1065,4276,1
C7379,0.9457626786954862,C7379 -> C457,4285,1
C9206,0.9440307635104062,C9206 -> C5721,860,1
C6290,0.9438057123846612,C6290 -> C5721,855,1
C13364,0.9435317371011459,C13364 -> C585,4310,1
C9919,0.9428957230501277,C9919 -> C5721,845,1
C12030,0.9424260511355297,C12030 -> C5463,884,1
C7693,0.9413105803383596,C7693 -> C585,4242,1
C867,0.9408702629184238,C867 -> C1065,4216,1
C12,0.9406941359504496,C12 -> C743,4224,1
C13166,0.9406843511188955,C13166 -> C585,4225,1
C912,0.9392851202066557,C912 -> C467,928,1
C300,0.9388448027867199,C300 -> C625,970,1
C1202,0.9385316881769881,C1202 -> C586,4075,1
C8492,0.9384925488507716,C8492 -> C625,4375,1
C3100,0.9383164218827972,C3100 -> C586,4073,1
C14439,0.9383066370512432,C14439 -> C1065,4070,1
C2850,0.938287067388135,C2850 -> C467,929,1
C1389,0.9382479280619184,C1389 -> C467,933,1
C13070,0.9378467499681994,C13070 -> C585,4559,1
C15873,0.9355179600583177,C15873 -> C612,4134,1
C13874,0.934852591512637,C13874 -> C1065,4167,1
C14364,0.9340208808305365,C14364 -> C529,4189,1
C13441,0.9323085353085648,C13441 -> C467,4390,1
