src,dst
C14264,C4682
C18542,C5721
C2893,C743
C13371,C612
C17297,C5721
C9611,C585
C22204,C1065
C2608,C5721
C2637,C5721
C6673,C5721
C16963,C585
C15880,C743
C19970,C754
C18674,C586
C19059,C585
C256,C585
C13807,C585
C5782,C22226
C20546,C5736
C18540,C585
C9545,C457
C15171,C529
C7190,C585
C14961,C612
C986,C585
C4743,C585
C1063,C5721
C13452,C3299
C12443,C5720
C13418,C585
C8921,C5721
C7050,C1065
C19711,C3574
C2914,C5721
C8060,C5736
C11405,C1065
C11370,C5721
C12091,C5721
C2335,C585
C18767,C585
C17879,C5721
C23911,C5720
C13223,C585
C346,C5721
C13007,C5721
C22885,C754
C13497,C5721
C7318,C457
C2057,C5720
C9553,C5721
C3636,C5720
C5301,C504
C9040,C585
C14130,C529
C5985,C585
C19448,C5721
C19088,C5721
C10189,C5720
C2891,C585
C14508,C585
C18462,C743
C570,C585
C18971,C585
C6460,C5721
C10458,C585
C21800,C231
C19636,C743
C1329,C585
C3081,C754
C16782,C5720
C21216,C586
C7416,C457
C1210,C5721
C11477,C743
C23038,C754
C1218,C585
C9902,C5463
C6883,C625
C17911,C585
C947,C5721
C20396,C585
C14317,C5720
C8524,C5721
C6073,C4682
C12996,C754
C7683,C585
C2968,C585
C15432,C2389
C22591,C5720
C11576,C5721
C8082,C5721
C20532,C754
C8213,C585
C6869,C585
C10813,C467
C53,C585
C19791,C5721
C6789,C585
C6129,C585
C2536,C5721
C10896,C2109
C18099,C5720
C21650,C5721
C10326,C585
C15288,C2651
C22486,C5720
C14374,C457
C3238,C2651
C12973,C585
C21216,C1065
C7180,C585
C7379,C612
C12042,C5721
C13730,C625
C8211,C5721
C6977,C585
C12076,C585
C960,C2651
C20627,C2651
C11039,C467
C6144,C585
C16871,C585
C7970,C5721
C15540,C612
C771,C1065
C14642,C2651
C742,C585
C12089,C467
C18923,C585
C10809,C5720
C3784,C5721
C869,C5721
C7119,C5720
C6791,C5721
C11948,C625
C13940,C5721
C11155,C585
C17693,C548
C6066,C585
C11425,C585
C19922,C585
C15771,C5721
C6775,C5721
C1845,C743
C7726,C585
C21782,C467
C2299,C1065
C12682,C585
C6265,C585
C16770,C585
C19780,C743
C21394,C754
C20080,C585
C7687,C5721
C17693,C20744
C12463,C5721
C5262,C467
C11650,C585
C18436,C5721
C6473,C5721
C11872,C5721
C19359,C585
C15126,C625
C13314,C585
C20858,C5721
C9024,C457
C6659,C5721
C7339,C743
C23093,C5720
C23055,C585
C1282,C585
C19134,C467
C16191,C5721
C1350,C5463
C2434,C529
C18466,C585
C22935,C5720
C15345,C5720
C13657,C5720
C8458,C585
C856,C585
C8842,C585
C8919,C5721
C7225,C1065
C13819,C585
C16438,C5721
C6665,C5721
C17334,C5721
C625,C15005
C12286,C5721
C19147,C5720
C12981,C585
C10843,C585
C9623,C585
C7020,C5721
C20025,C5721
C1301,C5720
C15401,C585
C14557,C1065
C912,C612
C1457,C5721
C750,C585
C10462,C585
C6077,C5721
C6887,C585
C739,C5721
C16316,C585
C5540,C585
C9460,C585
C10794,C5721
C8011,C457
C197,C754
C9388,C5721
C1423,C5721
C10833,C1065
C16033,C1065
C18244,C754
C18979,C529
C10634,C585
C11208,C5721
C10603,C5720
C394,C585
C11484,C585
C19191,C5721
C17119,C5720
C16477,C585
C712,C625
C1975,C585
C18674,C467
C12552,C5720
C6521,C743
C9038,C5721
C23047,C5721
C14220,C585
C8272,C5720
C214,C504
C9114,C5721
C15189,C754
C19105,C5721
C16619,C585
C17895,C5720
C17673,C5720
C21621,C5720
C9954,C4784
C16358,C586
C18353,C743
C14722,C612
C17829,C5721
C14145,C5721
C19266,C585
C8589,C26405
C6551,C529
C1243,C529
C1320,C5721
C16264,C585
C6240,C5721
C6464,C585
C23911,C585
C12722,C467
C2057,C585
C10311,C457
C6758,C585
C3636,C585
C40,C5720
C1202,C612
C9248,C585
C6783,C585
C10442,C585
C14581,C5720
C21950,C754
C22336,C5720
C17885,C754
C8823,C754
C1507,C3065
C5,C586
C7884,C5720
C17792,C612
C7674,C585
C21380,C754
C5401,C743
C8511,C5720
C8952,C529
C8659,C529
C16358,C1065
C14083,C743
C21216,C467
C1162,C5721
C312,C5721
C6308,C743
C21412,C585
C16048,C754
C9357,C5720
C8052,C5721
C1430,C5720
C12098,C5721
C22911,C585
C16469,C5720
C679,C467
C7760,C585
C19533,C585
C21813,C2651
C13811,C5721
C17825,C5720
C22094,C5721
C6717,C5721
C19402,C5720
C17057,C2651
C7314,C457
C2920,C585
C14451,C5720
C13298,C5721
C12046,C5721
C9343,C585
C15527,C585
C20869,C585
C6917,C585
C9309,C612
C18239,C5720
C22486,C585
C17716,C5721
C14322,C585
C16004,C5720
C559,C585
C13146,C5720
C2299,C467
C9311,C5721
C11392,C5721
C9453,C585
C15438,C585
C10955,C5720
C11527,C585
C12298,C457
C7394,C585
C12857,C5721
C14356,C585
C291,C5720
C18423,C529
C22671,C5720
C17815,C586
C22392,C5720
C12267,C5721
C13489,C2109
C18146,C754
C13845,C743
C10079,C585
C12831,C5721
C1213,C5721
C12325,C5721
C19676,C5463
C18823,C585
C1623,C5720
C326,C1173
C8897,C2109
C9990,C585
C10405,C2651
C117,C743
C15114,C612
C11412,C585
C6318,C585
C1329,C2651
C17693,C17874
C18715,C2109
C247,C5721
C347,C585
C2300,C5721
C22707,C586
C23093,C585
C19735,C5721
C7898,C754
C19006,C2109
C2039,C5720
C21046,C585
C17911,C2651
C11639,C585
C8782,C585
C12328,C5721
C3422,C585
C6897,C585
C14500,C754
C13937,C754
C12122,C5721
C15526,C5721
C8109,C5720
C18664,C5721
C16596,C585
C17693,C19582
C1013,C5720
C1705,C585
C8026,C2651
C18270,C585
C1036,C5720
C10438,C585
C20218,C5463
C6287,C5721
C20073,C585
C18975,C5720
C15441,C457
C6548,C5463
C14523,C529
C8972,C5721
C5963,C5720
C9498,C625
C894,C528
C9815,C585
C955,C585
C12057,C5720
C12244,C5720
C1112,C1173
C2734,C5721
C10543,C5721
C958,C529
C854,C585
C7734,C743
C21787,C22399
C9125,C585
C18442,C5721
C1389,C585
C12606,C529
C12399,C5721
C1130,C1065
C2039,C448
C10603,C585
C14938,C754
C1747,C5721
C8794,C754
C1834,C585
C5418,C585
C150,C5720
C323,C5463
C876,C467
C1655,C585
C6283,C585
C13248,C1065
C6253,C529
C16875,C625
C17133,C5721
C6389,C585
C2819,C585
C3387,C5721
C11694,C754
C8873,C585
C9643,C585
C17895,C585
C388,C743
C10821,C5721
C132,C754
C12665,C5721
C12362,C5463
C8064,C5721
C22158,C5720
C5498,C585
C22698,C754
C18965,C5736
C21612,C1065
C16709,C585
C16138,C5721
C23055,C2651
C4711,C585
C11545,C5721
C18787,C5721
C8587,C5721
C40,C585
C16284,C5721
C9159,C743
C13441,C467
C980,C743
C1319,C585
C16492,C457
C19292,C743
C14025,C754
C22336,C585
C395,C1151
C20988,C754
C9456,C585
C1291,C5720
C4927,C585
C22778,C2651
C8511,C585
C10118,C585
C6110,C585
C18654,C457
C2,C9883
C1611,C1763
C13300,C585
C18493,C5720
C16026,C5721
C6558,C5721
C7900,C5721
C12436,C5721
C20207,C5720
C1430,C585
